Vine,Tray,TrayFruit,FruitID,ShootID,VineShoot,FruitPos,Flowering,Sub-T Leaf,Height,Notes,Seed count,FAST_Date,OrchName,ExptName,Cultivar,TmtNAME,BlockNAME,PlotNAME,Location,FrtWt,DishID,FWslice,DWslice,L1,Chroma1,Hue1,L2,Chroma2,Hue2,Firm1,Firm2,SSC1,SSC2,DM,avHue,avFirm,avSSC,Comments
4,163,2,40037,14,40014,2,bl,l,-10,,x,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,139.97,D0145,5.4,1.1,64.2,28.8,99.7,62.1,26.4,99.6,2.1,2.2,17.0,,19.8,99.7,2.2,17,
4,163,3,40038,15,40015,1,y,l,10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,157.46,D0146,5.3,1.0,55.0,25.6,100.1,57.4,27.2,100.6,1.7,1.7,17.0,,19.2,100.4,1.7,17,
4,163,4,40039,16,40016,1,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,115.33,D0147,4.3,0.9,56.3,21.8,100.8,56.1,21.3,99.9,1.5,1.6,17.0,,19.8,100.4,1.6,17,
4,163,5,40040,16,40016,2,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,156.52,D0148,4.8,1.0,61.4,29.2,100.2,59.5,24.4,99.3,1.9,1.9,17.0,,20.2,99.8,1.9,17,
4,163,6,40041,16,40016,3,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,146.63,D0149,5.1,1.0,59.5,30.4,97.3,61.6,29.5,99.6,2.0,1.9,17.5,,20.4,98.5,1.9,17.5,
4,163,7,40042,16,40016,4,y,l,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,139.47,D0150,4.5,0.9,58.4,23.2,99.5,58.6,27.2,100.0,1.9,1.5,17.5,,20.5,99.8,1.7,17.5,
4,163,8,40043,17,40017,1,p,l,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,91.62,D0151,3.6,0.7,56.8,25.9,101.0,56.3,23.1,100.7,1.5,1.8,17.0,,19.3,100.9,1.7,17,
4,163,9,40044,18,40018,1,w,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,136.45,D0152,4.9,1.0,57.4,22.9,100.0,57.7,24.3,100.0,1.6,1.4,17.0,,20.0,100.0,1.5,17,
4,163,10,40045,18,40018,2,w,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,140.99,D0153,5.1,1.0,61.9,26.9,100.8,60.2,22.8,99.6,2.2,2.0,16.5,,20.2,100.2,2.1,16.5,
4,163,11,40046,18,40018,3,w,l,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,129.74,D0154,4.5,0.9,55.6,24.7,99.8,57.8,24.1,100.8,1.8,1.6,16.5,,19.7,100.3,1.7,16.5,
4,163,12,40047,18,40018,4,w,l,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,130.20,D0155,4.2,0.9,62.8,27.3,100.4,62.6,26.0,100.1,2.2,1.9,16.5,,20.3,100.3,2.1,16.5,
4,163,13,40048,21,40021,1,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,146.48,D0156,5.0,1.0,61.8,21.1,100.1,63.4,23.0,101.4,1.8,1.6,16.5,,20.9,100.8,1.7,16.5,
4,163,14,40049,21,40021,2,y,l,10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,134.52,D0157,4.0,0.8,59.3,24.1,99.0,57.5,22.4,97.8,2.0,1.8,17.0,,20.1,98.4,1.9,17,
4,163,15,40050,21,40021,3,w,n,20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,127.96,D0158,4.4,0.9,65.1,21.0,100.5,64.1,23.5,99.9,2.0,1.8,16.5,,21.2,100.2,1.9,16.5,
4,163,16,40051,21,40021,4,w,l,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,138.72,D0159,4.6,1.0,62.9,21.9,100.4,64.0,22.5,99.7,1.9,1.9,17.0,,20.9,100.1,1.9,17,
4,163,17,400511,22,40022,1,w,m,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,123.26,D0160,4.1,0.8,60.3,19.5,99.9,62.0,21.7,99.9,1.9,2.1,16.5,,19.9,99.9,2.0,16.5,
4,163,18,40052,22,40022,2,w,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,127.12,D0161,4.1,0.9,63.9,25.1,100.1,62.0,21.3,99.5,2.6,2.2,16.0,,21.2,99.8,2.4,16,
4,164,1,40053,22,40022,3,w,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,146.86,D0198,5.4,1.1,62.9,19.2,99.5,64.8,23.4,100.1,2.0,2.2,16.5,,19.5,99.8,2.1,16.5,
4,164,2,40054,22,40022,4,w,n,10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,123.37,D0199,5.2,1.0,61.6,23.9,100.6,60.9,23.3,99.9,1.7,2.0,16.3,,19.3,100.3,1.8,16.3,
4,164,3,40055,22,40022,5,w,l,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,120.59,D0200,4.5,0.9,58.5,22.3,100.5,56.9,17.9,99.8,1.5,1.7,17.0,,19.7,100.2,1.6,17,
4,164,4,40056,23,40023,1,w,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,151.20,D0201,5.1,1.0,61.3,26.2,99.3,60.9,23.8,99.1,2.7,2.4,16.2,,19.6,99.2,2.5,16.2,
4,164,5,40057,23,40023,2,w,n,10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,137.51,D0202,5.4,1.1,62.2,27.0,99.1,61.1,23.1,99.1,2.6,2.7,16.0,,19.3,99.1,2.6,16,
4,164,6,40058,23,40023,3,y,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,117.98,D0203,3.8,0.7,58.4,20.8,99.5,58.8,20.2,99.5,2.2,2.0,16.5,,19.2,99.5,2.1,16.5,
4,164,7,40059,23,40023,4,w,l,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,112.64,D0204,4.0,0.8,61.4,23.5,99.7,62.0,24.3,99.5,3.2,2.7,16.0,,19.1,99.6,2.9,16,
4,164,8,40060,24,40024,1,y,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,122.26,D0205,4.5,0.8,66.6,25.1,99.5,68.0,23.1,100.1,4.7,4.2,15.0,,18.6,99.8,4.5,15,
4,164,9,40061,24,40024,2,y,l,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,121.47,D0206,4.4,0.9,61.4,26.9,99.7,64.8,26.5,98.7,3.6,3.3,15.2,,19.4,99.2,3.4,15.2,
4,164,10,40062,25,40025,1,y,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,146.24,D0207,5.3,1.0,65.8,25.9,99.6,64.1,24.9,99.3,3.6,3.4,16.0,,19.5,99.5,3.5,16,
4,164,11,40063,25,40025,2,y,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,147.25,D0208,5.1,1.0,62.4,25.1,99.7,62.2,20.5,99.5,3.0,3.0,16.5,,19.6,99.6,3.0,16.5,
4,164,12,40064,25,40025,3,y,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,145.40,D0209,5.2,1.0,61.9,20.0,99.5,62.0,21.1,99.1,3.0,2.7,16.8,,19.6,99.3,2.8,16.8,
4,164,13,40065,25,40025,4,y,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,140.29,D0210,4.9,0.9,59.4,23.2,99.5,60.6,21.2,99.9,2.2,2.3,16.3,,19.0,99.7,2.3,16.3,
4,164,14,40066,25,40025,5,y,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,134.01,D0211,4.9,0.9,60.5,21.4,100.2,59.1,20.4,99.3,2.8,2.7,16.8,,18.8,99.8,2.7,16.8,
4,164,15,40067,25,40025,6,y,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,140.25,D0212,4.1,0.7,62.2,24.5,99.3,62.2,24.1,99.1,3.0,3.1,15.2,,18.0,99.2,3.1,15.2,
4,164,16,40068,26,40026,1,w,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,136.08,D0213,5.5,1.0,68.9,26.8,99.2,69.3,26.6,100.3,5.8,5.2,14.3,,18.8,99.8,5.5,14.3,
4,164,17,40069,26,40026,2,w,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,101.28,D0214,4.6,0.8,66.6,27.9,99.7,66.3,24.6,99.8,4.9,5.0,14.0,,18.0,99.8,5.0,14,
4,164,18,40070,27,40027,1,p,n,-20,,x,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,164,,114.92,D0215,4.4,0.8,65.5,23.1,100.7,66.0,28.7,101.1,4.7,4.5,15.0,,18.4,100.9,4.6,15,
4,165,1,40071,28,40028,1,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,145.10,D1153,8.4,1.5,64.7,19.8,99.0,65.0,19.6,102.1,5.4,4.3,15.1,,18.3,100.6,4.9,15.1,
4,165,2,40072,28,40028,2,w,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,107.05,D1154,6.2,1.1,61.9,22.5,100.0,60.7,19.4,100.2,3.5,3.3,16.0,,18.0,100.1,3.4,16,
4,165,3,40073,28,40028,3,w,n,10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,142.96,D1155,8.9,1.6,65.0,24.1,99.9,65.4,22.9,100.5,4.4,4.5,15.0,,17.9,100.2,4.4,15,
4,165,4,40074,28,40028,4,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,113.98,D1156,7.0,1.3,62.3,25.3,100.4,63.8,27.0,100.6,4.5,3.7,15.0,,18.0,100.5,4.1,15,
4,165,5,40075,28,40028,5,w,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,108.00,D1157,5.9,1.0,59.0,20.1,99.6,58.3,22.8,99.1,2.9,2.7,15.3,,17.1,99.4,2.8,15.3,
4,165,6,40076,28,40028,6,w,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,119.44,D1158,7.8,1.3,61.3,24.4,99.2,63.7,24.7,100.4,3.8,3.9,15.0,,17.2,99.8,3.8,15,
4,165,7,40077,,,,,,,missing,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,,,,,,,,,,,,,,,,,,,NF
4,165,8,40078,29,40029,1,w,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,103.75,D1159,6.4,1.2,61.8,25.2,99.7,63.3,23.3,99.9,3.0,3.9,15.2,,18.3,99.8,3.4,15.2,
4,165,9,40079,29,40029,2,w,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,98.59,D1160,6.0,1.0,54.6,20.1,100.9,57.0,20.8,100.7,2.1,2.6,15.4,,17.1,100.8,2.4,15.4,
4,165,10,40080,30,40030,1,w,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,85.11,D1161,6.2,1.1,69.6,22.1,100.5,69.6,27.0,100.7,5.7,5.3,12.3,,17.6,100.6,5.5,12.3,
4,165,11,40081,30,40030,2,w,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,81.88,D1162,6.6,1.1,71.2,23.5,101.0,70.9,23.3,100.7,6.0,5.6,10.4,,16.7,100.9,5.8,10.4,
4,165,12,40082,30,40030,3,p,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,111.21,D1163,7.4,1.3,73.9,26.0,101.0,74.1,24.9,100.4,6.3,5.5,11.0,,17.8,100.7,5.9,11,
4,165,13,40083,30,40030,4,w,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,98.90,D1164,7.7,1.3,69.1,25.8,98.5,73.8,25.8,100.0,6.5,5.5,10.2,,17.3,99.3,6.0,10.2,
4,165,14,40084,31,40031,1,p,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,113.23,D1165,8.3,1.5,70.2,25.8,99.9,70.5,26.3,100.0,6.1,6.2,13.0,,17.7,100.0,6.1,13,
4,165,15,40085,31,40031,2,p,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,106.80,D1166,6.9,1.2,70.0,29.8,100.2,70.2,24.3,100.1,5.8,6.2,13.2,,17.6,100.2,6.0,13.2,
4,165,16,40086,32,40032,1,w,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,82.32,D1167,5.2,0.9,60.4,23.9,100.5,60.8,23.6,100.6,3.7,3.7,15.0,,17.7,100.6,3.7,15,
4,165,17,40087,33,40033,1,w,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,87.05,D1168,6.2,1.1,66.2,26.6,101.3,65.4,23.5,100.5,4.6,4.9,14.1,,17.7,100.9,4.8,14.1,
4,165,18,40088,33,40033,2,w,n,-20,,x,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,165,,110.40,D1169,6.8,1.3,68.6,26.7,99.7,68.1,25.6,100.0,5.3,4.9,14.2,,18.4,99.9,5.1,14.2,
4,166,1,40089,33,40033,3,w,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,166,,113.93,D1117,6.1,1.2,65.3,27.1,99.7,63.7,26.5,100.0,4.3,3.7,15.1,,19.3,99.9,4.0,15.1,
4,166,2,40090,33,40033,4,w,l,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,166,,80.91,D1118,4.9,0.9,60.1,22.4,100.0,59.1,20.6,99.9,3.3,3.8,15.0,,17.5,100.0,3.6,15,
4,166,3,40091,34,40034,1,p,l,-20,,x,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,166,,86.57,D1119,6.0,1.1,60.3,26.7,100.5,61.3,23.6,100.6,5.5,5.2,14.2,,17.5,100.6,5.3,14.2,
4,166,4,40092,35,40035,1,w,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,166,,104.09,D1120,6.3,1.2,66.2,22.3,99.9,65.4,23.1,100.2,4.4,4.2,14.1,,18.6,100.1,4.3,14.1,
4,166,5,40093,35,40035,2,w,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,166,,103.55,D1121,6.5,1.2,67.5,26.3,99.7,66.5,22.9,100.0,5.0,4.9,14.2,,18.3,99.9,5.0,14.2,
4,166,6,40094,35,40035,3,w,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,166,,113.64,D1122,7.1,1.4,68.8,25.5,99.7,69.4,25.4,99.5,5.6,5.5,14.0,,19.0,99.6,5.5,14,
4,166,7,40095,35,40035,4,w,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,166,,116.93,D1123,7.3,1.4,67.7,26.2,98.5,67.3,23.5,99.4,5.2,5.2,15.0,,19.0,99.0,5.2,15,
4,166,8,40096,35,40035,5,w,l,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,166,,78.97,D1124,4.8,0.8,54.4,23.3,100.5,54.0,19.8,100.5,3.4,3.4,14.2,,16.9,100.5,3.4,14.2,
4,166,9,40097,36,40036,1,y,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,166,,114.29,D1125,7.5,1.4,64.6,22.5,98.5,66.5,21.9,98.7,5.1,4.4,15.0,,18.6,98.6,4.7,15,
4,166,10,40098,36,40036,2,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,166,,126.07,D1126,8.6,1.6,68.6,22.6,99.1,69.6,27.2,100.2,5.7,4.7,14.0,,18.2,99.7,5.2,14,
4,166,11,40099,36,40036,3,y,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,166,,125.09,D1127,8.1,1.4,68.0,27.3,99.6,66.5,24.3,99.7,5.0,5.5,14.2,,17.5,99.7,5.2,14.2,
4,166,12,40100,36,40036,4,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,166,,122.55,D1128,7.4,1.4,65.8,27.0,99.1,67.0,25.9,99.5,4.1,5.0,15.0,,19.0,99.3,4.5,15,
4,166,13,40101,36,40036,5,y,l,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,166,,97.69,D1129,6.2,1.1,60.5,29.2,100.4,62.6,25.6,99.9,4.0,3.5,15.0,,17.5,100.2,3.8,15,
