Vine,Tray,TrayFruit,FruitID,ShootID,VineShoot,FruitPos,Flowering,Sub-T Leaf,Height,Notes,Seed count,FAST_Date,OrchName,ExptName,Cultivar,TmtNAME,BlockNAME,PlotNAME,Location,FrtWt,DishID,FWslice,DWslice,L1,Chroma1,Hue1,L2,Chroma2,Hue2,Firm1,Firm2,SSC1,SSC2,DM,avHue,avFirm,avSSC,Comments
4,161,1,40001,3,40003,1,w,m,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,129.23,D0216,7.2,1.4,62.3,23.6,99.4,63.2,23.8,99.7,3.4,3.3,15.6,,19.6,99.6,3.3,15.63,
4,161,2,40002,3,40003,2,w,l,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,114.74,D0217,4.5,0.9,63.8,26.6,100.4,64.3,24.2,100.0,3.3,3.6,15.2,,19.9,100.2,3.5,15.2,
4,161,3,40003,3,40003,3,p,l,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,108.92,D0218,4.3,0.8,64.3,29.5,100.2,60.0,24.8,99.8,3.8,3.5,15.1,,19.6,100.0,3.6,15.1,
4,161,4,40004,4,40004,1,w,m,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,124.41,D0219,4.6,0.9,61.9,26.9,100.2,63.4,25.0,99.7,2.6,2.2,16.1,,18.7,100.0,2.4,16.1,
4,161,5,40005,4,40004,2,w,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,132.32,D0220,4.3,0.9,63.7,22.7,100.2,63.7,28.3,100.1,3.0,2.8,15.8,,19.6,100.2,2.9,15.8,
4,161,6,40006,4,40004,3,w,l,-10,,x,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,138.68,D0221,5.7,1.1,64.0,23.8,99.7,58.2,22.5,100.2,3.2,3.1,15.2,,18.8,100.0,3.2,15.2,
4,161,7,40007,4,40004,4,w,l,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,104.30,D0222,3.4,0.6,56.9,23.6,100.2,61.7,24.3,98.8,2.5,2.6,16.0,,17.5,99.5,2.5,16,
4,161,8,40008,4,40004,5,w,l,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,108.47,D0223,4.3,0.8,62.9,22.9,99.6,61.4,24.9,100.7,2.9,3.2,15.4,,17.4,100.2,3.0,15.4,
4,161,9,40009,5,40005,1,w,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,99.64,D0224,4.3,0.8,61.6,25.0,99.6,68.8,27.1,101.0,3.9,3.2,15.2,,18.2,100.3,3.6,15.2,
4,161,10,40010,5,40005,2,w,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,112.44,D0225,5.5,1.0,68.6,25.6,100.8,63.5,27.4,100.2,5.4,4.9,13.4,,17.9,100.5,5.2,13.4,
4,161,11,400101,5,40005,3,w,n,10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,113.34,D0226,4.5,0.8,63.8,25.4,100.5,60.6,26.4,100.4,3.9,3.4,15.3,,17.9,100.5,3.7,15.3,
4,161,12,40011,5,40005,4,w,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,99.93,D0227,4.5,0.8,62.6,28.1,101.3,67.4,31.1,99.5,3.3,3.4,15.2,,17.6,100.4,3.4,15.215,
4,161,13,40012,6,40006,1,w,n,10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,131.43,D0228,4.4,0.8,66.1,29.2,100.0,66.8,29.6,99.6,4.1,4.9,14.8,,17.6,99.8,4.5,14.8,
4,161,14,40013,6,40006,2,p,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,132.82,D0229,5.0,0.9,63.6,29.5,99.2,65.6,24.2,100.7,5.4,4.7,16.2,,17.6,100.0,5.1,16.2,
4,161,15,40014,7,40007,1,.,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,131.31,D0230,4.5,0.9,65.4,26.7,99.8,61.7,24.2,100.1,3.0,2.2,16.0,,19.8,100.0,2.6,16,
4,161,16,40015,7,40007,2,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,129.68,D0231,4.6,0.9,59.9,21.3,100.4,60.6,20.7,100.6,2.3,2.1,17.0,,18.9,100.5,2.2,17,
4,161,17,40016,7,40007,3,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,136.91,D0232,5.1,1.0,60.2,22.8,100.2,56.6,21.7,98.6,1.8,1.7,18.0,,20.0,99.4,1.7,18,
4,161,18,40017,7,40007,4,y,n,10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,161,,121.45,D0233,4.1,0.8,57.4,21.3,99.6,56.5,19.5,99.9,1.3,1.2,17.5,,19.3,99.8,1.2,17.5,
4,162,1,40018,8,40008,1,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,145.21,D1189,8.5,1.7,62.7,23.9,99.4,63.2,22.7,99.2,2.3,2.1,14.1,,20.1,99.3,2.2,14.1,
4,162,2,40019,8,40008,2,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,148.49,D1190,10.3,2.0,66.5,25.6,100.0,66.5,24.8,99.8,4.1,4.4,15.0,,19.3,99.9,4.2,15,
4,162,3,40020,8,40008,3,y,n,-10,,x,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,143.10,D1191,8.2,1.5,66.8,25.4,99.4,66.0,23.8,99.4,4.4,4.0,15.0,,18.4,99.4,4.2,15,
4,162,4,40021,8,40008,4,y,n,10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,152.62,D1192,8.0,1.5,61.7,23.1,99.8,62.8,23.7,99.6,3.4,3.0,16.0,,18.5,99.7,3.2,16,
4,162,5,40022,8,40008,5,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,137.64,D1193,7.5,1.4,64.7,27.4,99.3,65.5,21.3,99.3,3.3,3.5,15.1,,18.5,99.3,3.4,15.1,
4,162,6,40023,8,40008,6,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,145.27,D1194,8.7,1.6,64.5,23.4,99.1,63.0,22.1,99.2,2.7,3.1,16.0,,18.8,99.2,2.9,16,
4,162,7,40024,9,40009,1,y,n,-20,,x,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,121.95,D1195,7.8,1.5,58.7,22.8,100.1,60.2,24.0,99.6,2.8,2.7,16.0,,18.6,99.9,2.7,16,
4,162,8,40025,9,40009,2,y,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,140.02,D1196,7.7,1.5,65.2,23.5,99.6,65.6,26.0,101.0,3.3,3.3,15.3,,18.9,100.3,3.3,15.3,
4,162,9,40026,9,40009,3,y,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,130.57,D1197,7.0,1.3,58.4,22.1,99.6,59.4,23.4,99.8,2.7,1.9,17.0,,19.0,99.7,2.3,17,
4,162,10,40027,9,40009,4,y,n,-20,,x,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,136.43,D1198,8.2,1.5,57.8,21.2,99.9,57.1,21.7,99.5,2.2,2.1,16.3,,18.8,99.7,2.1,16.3,
4,162,11,40028,9,40009,5,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,132.42,D1199,7.0,1.3,58.0,23.2,98.7,57.3,21.3,99.8,2.0,1.8,16.0,,18.8,99.3,1.9,16,
4,162,12,40029,10,40010,1,w,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,122.85,D1200,6.6,1.2,56.6,23.7,99.1,57.2,23.1,98.8,1.7,1.5,16.0,,17.8,99.0,1.6,16,
4,162,13,40030,11,40011,1,w,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,128.20,D1201,7.8,1.5,62.1,24.2,100.1,62.1,24.6,99.8,3.0,2.8,16.0,,19.0,100.0,2.9,16,
4,162,14,40031,11,40011,2,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,98.68,D1202,6.8,1.2,58.5,25.4,100.1,56.2,21.7,99.8,2.1,2.0,16.0,,18.1,100.0,2.0,16,
4,162,15,40032,12,40012,1,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,151.21,D1203,9.9,1.9,62.7,22.8,99.1,61.5,23.9,100.0,2.4,2.0,16.1,,19.6,99.6,2.2,16.1,
4,162,16,40033,12,40012,2,y,n,-10,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,161.84,D1204,9.9,1.9,60.9,22.9,99.1,62.1,23.6,99.4,2.5,2.1,16.0,,19.5,99.3,2.3,16,
4,162,17,40034,13,40013,1,y,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,135.29,D1205,7.5,1.3,58.5,23.2,98.8,58.9,25.2,99.3,1.9,2.3,16.1,,17.7,99.1,2.1,16.1,
4,162,18,40035,13,40013,2,y,n,-20,,,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,162,,132.14,D1206,7.6,1.4,58.4,24.2,100.0,56.2,21.8,99.7,1.8,1.5,16.1,,18.3,99.9,1.6,16.1,
4,163,1,40036,14,40014,1,bl,n,-20,,x,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,163,,143.45,D0144,5.5,1.1,62.2,28.3,98.7,62.6,24.9,99.6,2.5,2.1,15.0,,19.6,99.2,2.3,15,
