Vine,Tray,TrayFruit,FruitNum,FruitUUID,ShootID,FruitPos,FloweringColour,SubTLeaf,Height,Notes,SeedCount,FASTDate,OrchName,ExptName,Cultivar,TmtNAME,BlockNAME,PlotNAME,Location,FreshWeight,DishID,FWslice,DWslice,L1,Chroma1,Hue1,L2,Chroma2,Hue2,Firm1,Firm2,SSC1,SSC2,DryMatter,AvHue,AvFirm,AvSSC,Comments
2,45,12,12,20012,4,4,w,l,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,45,,93.85,D4423,3.3,0.6,63.4,29.7,104.1,63.3,27.7,102.9,1.6,1.7,14.6,,17.8,103.5,1.7,14.6,
2,45,13,13,20013,5,1,y,l,10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,45,,107.3,D4424,4.1,0.8,64.8,32.8,104.1,64,31.7,103.9,2,1.5,15.4,,18.1,104,1.8,15.4,
2,45,14,14,20014,5,2,y,l,10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,45,,104.91,D4425,4,0.8,62.9,28,103.6,65.1,33.4,105,2.1,2,15.4,,18.8,104.3,2.1,15.4,
2,45,15,15,20015,5,3,y,l,10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,45,,105.93,D4426,4.7,0.9,65.9,33.6,103.7,63.5,33.3,102.4,1.2,1.2,15.6,,18.9,103.1,1.2,15.6,
2,45,16,16,20016,6,1,y,n,10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,45,,130.22,D4427,4.5,0.9,64.8,24.9,102.3,65.3,28.1,102,1.7,1.6,16,,18.9,102.2,1.7,16,
2,45,17,17,20017,6,2,y,n,10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,45,,90.96,D4428,3.9,0.8,63,30.6,102.7,62.8,32.9,103.1,1.7,1.4,16,,19.4,102.9,1.5,16,
2,45,18,18,20018,6,3,y,n,10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,45,,111.96,D4429,4.7,0.9,64.2,33.9,105.3,64.2,34.3,104.5,2.2,2,16.4,,19.8,104.9,2.1,16.4,
2,46,1,19,20019,6,4,y,l,10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,136.71,D4003,5.3,1.1,66.1,33,103.4,65.3,25.8,101.5,3,2.8,16,,21.5,102.5,2.9,16,
2,46,2,20,20020,6,5,y,l,10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,140.89,D4004,5.2,1,66.6,30.4,102.2,66.3,23.8,101.8,2.7,3.6,15.5,,19.7,102,3.1,15.5,
2,46,3,21,20021,7,1,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,113.26,D4005,3.9,0.7,63.6,26.8,102.7,64.3,27,102.9,1.5,1.6,15.2,,18.6,102.8,1.5,15.2,
2,46,4,22,20022,7,2,y,l,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,129.62,D4006,5.4,1.1,66.8,26.6,101.7,67.5,28.4,102.9,2.5,2.4,16.2,,19.9,102.3,2.4,16.2,
2,46,5,23,20023,7,3,y,l,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,106.79,D4007,4.7,0.9,64.2,22.3,102.4,63.9,26.3,102.1,2.5,2.9,16.5,,19.1,102.3,2.7,16.5,
2,46,6,24,20024,8,1,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,130.66,D4008,5.4,1.1,65.5,25.1,101.7,67.1,29.8,101.4,2.2,1.8,16,,19.8,101.6,2,16,
2,46,7,25,20025,8,2,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,108.72,D4009,5,1,67.4,23.2,101.7,69.5,22.8,101.6,2,2,14.8,,18.9,101.7,2,14.8,
2,46,8,26,20026,8,3,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,130.64,D4010,5.3,1.1,67.3,20,102,67.7,22.9,101.5,3.5,2.7,15.5,,20.5,101.8,3.1,15.5,
2,46,9,27,20027,8,4,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,121.32,D4011,5.2,1,65.5,22.7,102,69.3,18.8,101.9,2.5,2.8,15.5,,19.4,102,2.6,15.5,
2,46,10,28,20028,9,1,w,l,10,,x,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,106.86,D4012,4.1,0.8,60.4,27,101.1,61.6,25.8,101.5,1.7,1.6,17,,20,101.3,1.7,17,
2,46,11,29,20029,9,2,y,n,10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,124.95,D4013,4.6,0.9,62.6,43.8,105.8,65.6,33.3,105.9,3.1,3.2,15.3,,19.4,105.9,3.1,15.3,
2,46,12,30,20030,12,1,y,m,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,148.24,D4014,5.8,1,64.9,38.6,107.3,65.2,34.1,104.9,2.1,2.6,14,,17.9,106.1,2.4,14,
2,46,13,31,20031,12,2,y,m,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,120.99,D4015,5.3,1,64.3,26.5,102.8,64.9,31.6,104.3,2.1,2.2,14.5,,18,103.6,2.1,14.5,
2,46,14,32,20032,12,3,y,l,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,146.43,D4016,5.9,1.1,64,34.9,103.4,65.7,36.1,104.2,2.4,2.7,15,,18.6,103.8,2.5,15,
2,46,15,33,20033,12,4,y,l,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,140.74,D4017,5.4,1,65,36.3,105.4,63.8,35.9,104.9,2.5,2.3,15.2,,18.5,105.2,2.4,15.2,
2,46,16,34,20034,13,1,y,m,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,136.76,D4018,4.6,0.9,65.6,29.2,101.6,65.7,36.9,103.7,1.9,2.1,15.5,,19.2,102.7,2,15.5,
2,46,17,35,20035,13,2,y,m,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,141.21,D4019,6.3,1.2,67.8,27.2,100.9,66.8,31.7,103.6,2.7,2.8,15,,19.3,102.3,2.7,15,
2,46,18,36,20036,13,3,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,46,,136.19,D4020,4.5,0.9,64.4,31.5,100.5,64.3,27.6,100.9,1.7,1.6,16,,19.4,100.7,1.6,16,
2,47,1,37,20037,13,4,y,l,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,138.97,D1331,6.8,1.3,67.3,33,102.1,66.9,28.9,102.3,3,2.7,17,,19.6,102.2,2.9,17,
2,47,2,38,20038,13,5,y,l,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,112.98,D1332,7,1.3,66.3,33.6,104.2,66.5,30.5,103.7,3.1,2.2,16,,19.3,104,2.6,16,
2,47,3,39,20039,14,1,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,105.5,D1333,6.4,1.2,65,33.6,104.1,63.8,29.8,102,2,2.2,15.5,,19.1,103.1,2.1,15.5,
2,47,4,40,20040,14,2,y,l,-20,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,111.03,D1334,5.3,1,64.4,36.6,104.5,64.4,32.8,104.1,2.4,2.5,15.5,,18.9,104.3,2.4,15.5,
2,47,5,41,20041,14,3,y,n,-20,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,92.96,D1335,5.1,0.9,62.1,32.6,104.6,59.4,27.6,103,1.8,1.5,15.5,,17.7,103.8,1.6,15.5,
2,47,6,42,20042,14,4,y,n,-20,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,104.82,D1336,5.2,1,63.9,30.2,103,64.5,31.4,104,2,1.6,16,,19.1,103.5,1.8,16,
2,47,7,43,20043,15,1,y,l,-20,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,131.14,D1337,5.6,1.1,66.4,29.2,102,65.2,32.3,104.2,2.4,2.4,16,,18.9,103.1,2.4,16,
2,47,8,44,20044,15,2,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,119.33,D1338,6.5,1.2,65.1,32.1,102.8,65.6,28.7,101.8,1.7,2.5,16,,18.6,102.3,2.1,16,
2,47,9,45,20045,15,3,y,l,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,121.14,D1339,5.9,1.1,64.4,30.4,101.6,63.2,29.3,102.3,2.6,2.3,15.5,,18.4,102,2.4,15.5,
2,47,10,46,20046,16,1,w,n,-20,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,109.4,D1340,6.1,1.1,63.5,32.2,103.9,64.7,29.7,103.6,2.4,2,15,,18.7,103.8,2.2,15,
2,47,11,47,20047,16,2,w,l,-20,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,122.52,D1341,6.7,1.3,64,34.7,105.1,66.5,29.9,103.1,2.5,2.7,15,,18.9,104.1,2.6,15,
2,47,12,48,20048,16,3,w,n,-20,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,110.94,D1342,5.7,1.1,61.5,32,103,60.9,30.8,103.4,2,2.2,15.5,,18.5,103.2,2.1,15.5,
2,47,13,49,20049,17,1,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,105.27,D1343,5.4,1,64.1,33.5,104.2,65.7,29.8,103.1,2,2.3,15.5,,18.2,103.7,2.1,15.5,
2,47,14,50,20050,17,2,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,,,,,,,,,,,,,,,,,,,NF
2,47,15,51,20051,17,3,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,,,,,,,,,,,,,,,,,,,NF
2,47,16,52,20052,17,4,,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,109.43,D1344,5.4,1.1,63.6,26.9,102.8,64.5,30.3,103.1,2.6,2.6,15,,19.3,103,2.6,15,
2,47,17,53,20053,17,5,y,l,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,108.33,D1345,6,1.1,63.1,30.5,105.5,64.9,27.5,103.7,3.8,3.3,15,,18.4,104.6,3.5,15,
2,47,18,54,20054,18,1,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,47,,107.8,D1346,6.5,1.2,63.9,32.4,104.8,64.3,30.2,104.8,2,2.3,15,,18.9,104.8,2.1,15,
2,48,1,55,20055,18,2,w,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,94.93,D2539,4.6,0.8,61.5,33.1,104.6,61.8,27.8,103.2,1.7,1.5,14,,18,103.9,1.6,14,
2,48,2,56,20056,18,3,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,122.89,D2540,5.8,1.1,63.6,34.1,105.1,63.8,31.6,104.8,2.7,2.2,14.3,,18,105,2.4,14.3,
2,48,3,57,20057,18,4,w,l,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,103.3,D2541,6,1.1,64.5,33.2,103.9,63.3,29.3,103.3,2.1,2,14.5,,18.4,103.6,2,14.5,
2,48,4,58,20058,18,5,w,l,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,,,,,,,,,,,,,,,,,,,NF
2,48,5,59,20059,19,1,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,110.21,D2542,5.8,1.1,58.5,33.4,106.3,62.4,30.2,104.1,1.9,2.1,14.4,,19.1,105.2,2,14.4,
2,48,6,60,20060,21,1,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,106.95,D2543,6.3,1.2,64.9,32.4,105,64.3,26.8,102.7,2.6,2,15,,18.4,103.9,2.3,15,
2,48,7,61,20061,22,1,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,112.94,D2544,5.2,0.9,62.8,29.4,104.6,64.2,25.4,103.4,1.7,1.6,14,,18,104,1.6,14,
2,48,8,62,20062,22,2,y,n,-20,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,115.74,D2545,6.2,1.1,63.7,25.1,102.9,62.8,29.5,104.2,2.2,1.8,14,,18.3,103.6,2,14,
2,48,9,63,20063,22,3,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,105.36,D2546,4.9,0.8,63.5,26.2,103.7,63.6,25.8,103.2,2,1.9,14,,17.3,103.5,2,14,
2,48,10,64,20064,22,4,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,116.28,D2547,6,1.1,64.5,28.7,103.2,63.8,25.8,103.1,1.7,1.8,14.2,,18.7,103.2,1.8,14.2,
2,48,11,65,20065,22,5,y,n,-20,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,122.84,D2548,6.1,1.1,62.1,30.5,103.7,62.2,25.2,103.1,2,1.9,14.8,,18,103.4,1.9,14.8,
2,48,12,66,20066,23,1,y,n,-20,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,110.8,D2549,6,1.1,62,35.9,107.2,64,31.8,104.8,1.9,1.5,14.2,,18.2,106,1.7,14.2,
2,48,13,67,20067,23,2,y,n,-20,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,118.83,D2550,6.1,1.2,64.6,26.9,102.4,64,26,103.9,2.2,1.9,14.8,,19.1,103.2,2,14.8,
2,48,14,68,20068,23,3,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,120.24,D2551,5.7,1.1,65,29,102.4,62.9,25.7,102.9,1.6,2.1,14.5,,18.8,102.7,1.9,14.5,
2,48,15,69,20069,24,1,w,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,114.78,D2552,6.6,1.2,62,35.9,107.4,64.6,32.2,105.9,1.6,1.4,14,,18.8,106.7,1.5,14,
2,48,16,70,20070,24,2,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,122.41,D2553,6.2,1.2,64.9,28.9,102.5,64,24.8,101.8,2.6,2.3,14,,18.9,102.2,2.4,14,
2,48,17,71,20071,24,3,y,l,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,105.84,D2554,5.4,1,59.8,29.7,104.9,62.9,30.4,104.6,2.1,2.5,14,,18,104.8,2.3,14,
2,48,18,72,20072,26,1,w,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,48,,115.88,D2555,6.7,1.2,64.2,28.1,102.4,62.7,26.4,102.4,2.2,2.6,14.2,,18.3,102.4,2.4,14.2,
2,49,1,73,20073,27,1,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,127.4,D1755,5.1,0.9,62.8,30.2,104.5,63.4,29.2,104.9,1.6,2,14,,17.4,104.7,1.8,14,
2,49,2,74,20074,27,2,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,132.15,D1756,4.9,0.8,61.5,30.9,103.7,64,29.3,102.5,2.3,2.4,14,,17,103.1,2.3,14,
2,49,3,75,20075,27,3,y,s,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,133.38,D1757,5.9,1.1,60.4,29.4,104.9,63.6,28.8,103,2.8,2.4,14,,18.1,104,2.6,14,
2,49,4,76,20076,27,4,y,l,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,131,D1758,5.7,1,61.6,31.8,104.6,64,28,102.4,2.1,2.5,14.5,,17.2,103.5,2.3,14.5,
2,49,5,77,20077,27,5,y,l,10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,138.65,D1759,5.2,0.9,62.1,26.2,104.3,63.4,25.2,102,2.6,2.2,14.5,,17.6,103.2,2.4,14.5,
2,49,6,78,20078,28,1,w,s,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,90.55,D1760,4.7,0.8,63.2,30.7,104.1,65,34.6,105.6,3.5,3.6,14,,17.5,104.9,3.5,14,
2,49,7,79,20079,28,2,y,l,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,123.31,D1761,5.5,1,61.5,30.4,105,64.1,31.3,104.1,3.2,3.1,14,,17.4,104.6,3.2,14,
2,49,8,80,20080,28,3,w,l,10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,117.49,D1762,5.7,1,63.8,34.8,105.6,63.5,32.3,102.4,2.9,2.6,14.5,,17.7,104,2.7,14.5,
2,49,9,81,20081,29,1,y,s,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,116.93,D1763,4.4,0.8,63.6,35.3,105.5,63.2,34.7,105.5,1.6,1.7,14,,17.6,105.5,1.7,14,
2,49,10,82,20082,32,1,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,105.29,D1764,4.7,0.8,62.5,33.3,105.5,61.5,32.1,105.1,2,2.1,14,,17.3,105.3,2,14,
2,49,11,83,20083,32,2,y,m,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,124.75,D1765,6.5,1.1,62.7,35.4,106.7,60.3,37.3,107.5,2.7,2.8,14,,17.5,107.1,2.7,14,
2,49,12,84,20084,32,3,y,l,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,119.83,D1766,5.6,1,63.1,29.8,104.9,61.8,28.6,103.4,2.3,2.9,13.5,,17.3,104.2,2.6,13.5,
2,49,13,85,20085,33,1,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,121.93,D1767,5.6,1,63.1,38.5,104.6,63,32.3,104.5,2.2,2.5,14,,17.2,104.6,2.3,14,
2,49,14,86,20086,33,2,y,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,129.39,D1768,5.2,0.9,62.5,33.3,106.5,62.9,31.8,104.5,2,2.4,14,,17.2,105.5,2.2,14,
2,49,15,87,20087,33,3,y,l,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,128.27,D1769,5.6,1,61.5,35.7,106.5,63.7,26.2,102.8,2.1,2.7,14.5,,17,104.7,2.4,14.5,
2,49,16,88,20088,34,1,y,n,-20,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,117.08,D1770,5,0.8,59.7,30.8,107,61.1,32.7,107,2.4,2,13.5,,16.6,107,2.2,13.5,
2,49,17,89,20089,34,2,y,s,-20,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,123.52,D1771,5.8,1,60.5,26.8,104.8,61.4,32.2,102.9,2.1,1.9,13.5,,16.9,103.9,2,13.5,
2,49,18,90,20090,34,3,y,m,-20,,x,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,49,,105.49,D1772,4.9,0.8,58.5,34.1,106.5,61.7,32.4,106.2,2.1,1.8,13.5,,17.2,106.4,2,13.5,
2,50,1,91,20091,34,4,y,l,-20,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,130.24,D4464,5.3,1,59.9,33.4,108.2,61.1,34.4,107.7,2.2,2.9,13,,18,108,2.5,13,
2,50,2,92,20092,35,1,w,m,-30,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,98.07,D4465,4.6,0.8,60.3,34.8,108.2,62.4,30.4,106.2,2.1,1.7,13.1,,17.1,107.2,1.9,13.1,
2,50,3,93,20093,35,2,w,m,-30,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,106.2,D4466,3.9,0.7,61.6,33.4,109,63.9,32.4,105.7,2.6,2.4,13,,16.5,107.4,2.5,13,
2,50,4,94,20094,36,1,w,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,90.12,D4467,4.3,0.7,65.1,29.8,105.1,63.1,33.3,106.3,1.3,1.3,13.5,,15.9,105.7,1.3,13.5,
2,50,5,95,20095,36,2,p,n,-10,,x,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,93.42,D4468,4.7,0.8,63.4,26.4,103.7,61.3,33.9,107.1,2.5,2.7,15,,18.1,105.4,2.6,15,
2,50,6,96,20096,37,1,p,n,-10,,x,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,97.49,D4469,4.5,0.8,60.7,27.4,104.8,62.9,26.4,104.2,1.1,0.8,14.8,,17,104.5,1,14.8,
2,50,7,97,20097,37,2,p,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,101.87,D4470,4.7,0.9,66.4,23.3,102.3,64.8,25.6,103.1,2.4,2.2,15,,18.4,102.7,2.3,15,
2,50,8,98,20098,40,1,p,l,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,105.25,D4471,4.5,0.8,62.2,28.8,103.5,62.7,30,104.2,2.2,1.9,15,,17.4,103.9,2.1,15,
2,50,9,99,20099,40,2,p,l,-10,,x,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,100.04,D4472,4.1,0.8,63.7,31.4,103.5,61.4,33.7,103.4,2.5,2.3,15,,18.6,103.5,2.4,15,
2,50,10,100,20100,43,1,w,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,106.99,D4473,4.6,0.8,58.9,26.8,102.9,61.2,28.2,103.7,2.4,1.8,15,,17.1,103.3,2.1,15,
2,50,11,101,20101,43,2,w,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,120.81,D4474,5,0.9,65.2,25.5,101.7,64.1,28.1,103.2,1.9,2.5,15.1,,18.4,102.5,2.2,15.1,
2,50,12,102,20102,43,3,p,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,120.24,D4475,5.2,0.9,60.9,33,106.5,63.9,24.8,102.8,3,2.5,15,,17.5,104.7,2.7,15,
2,50,13,103,20103,45,1,w,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,121.91,D4476,4.8,0.8,63.5,31.1,106.4,63.1,27.1,104.8,2.7,2.8,14,,17,105.6,2.8,14,
2,50,14,104,20104,45,2,w,n,-20,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,103.13,D4477,3.9,0.7,62.3,33.5,106.6,62.6,29.1,104.3,3.4,3.1,14.5,,18.3,105.5,3.2,14.5,
2,50,15,105,20105,45,3,w,n,-20,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,111.37,D4478,4.2,0.7,60.3,34.3,108.1,53.6,25.7,106.9,2.1,2.7,14,,16.7,107.5,2.4,14,
2,50,16,106,20106,45,4,w,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,109.6,D4479,4.7,0.8,58.6,26,104,59.4,29.2,105.2,1.9,2.2,15,,17.4,104.6,2,15,
2,50,17,107,20107,46,1,w,n,-10,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,105.9,D4487,4.2,0.7,62.6,29.3,105.4,64,25.1,104.1,2.6,2,14,,17,104.8,2.3,14,
2,50,18,108,20108,46,2,w,l,-20,,,19/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,2,50,,124.36,D4480,4.6,0.8,62.2,31,105.5,64,25.5,103.7,3,3.2,14.1,,17.1,104.6,3.1,14.1,
