Vine,Tray,TrayFruit,FruitID,ShootID,VineShoot,FruitPos,Flowering,Sub-T Leaf,Height,Notes,Seed count,FAST_Date,OrchName,ExptName,Cultivar,TmtNAME,BlockNAME,PlotNAME,Location,FrtWt,DishID,FWslice,DWslice,L1,Chroma1,Hue1,L2,Chroma2,Hue2,Firm1,Firm2,SSC1,SSC2,DM,avHue,avFirm,avSSC,Comments
3,104,1,30001,1,30001,1,w,n,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,115.98,D3024,6.9,1.1,61.6,28.1,105.7,59.9,31.7,108.6,1.6,1.6,12.8,,16.4,107.2,1.6,12.8,
3,104,2,30002,1,30001,2,p,m,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,115.77,D3025,6.9,1.1,60.5,32.3,107.6,62.1,32.7,107.4,2.1,1.7,13.2,,16.2,107.5,1.9,13.2,
3,104,3,30003,1,30001,3,w,l,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,98.43,D3026,6.0,1.0,61.6,32.0,106.5,60.3,31.0,105.9,1.5,1.5,13.6,,16.7,106.2,1.5,13.6,
3,104,4,30004,3,30003,1,w,l,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,145.67,D3027,8.8,1.5,64.7,34.5,107.9,66.7,30.9,107.4,3.9,3.9,12.8,,17.0,107.7,3.9,12.8,
3,104,5,30005,3,30003,2,w,l,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,130.33,D3028,7.0,1.2,65.3,33.8,107.0,63.7,35.5,108.9,2.3,2.7,13.4,,17.0,108.0,2.5,13.4,
3,104,6,30006,4,30004,1,w,n,-20,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,132.91,D3029,6.9,1.2,62.7,31.5,105.1,64.4,34.2,108.2,2.5,1.5,13.6,,17.1,106.7,2.0,13.6,
3,104,7,30007,4,30004,2,w,m,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,129.47,D3030,7.0,1.2,64.8,32.2,107.6,65.8,27.8,104.9,1.6,1.9,13.6,,17.1,106.3,1.7,13.6,
3,104,8,30008,4,30004,3,w,l,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,121.77,D3031,6.5,1.2,63.6,27.7,102.9,61.7,27.8,102.8,1.9,1.6,14.2,,17.6,102.9,1.8,14.2,
3,104,9,30009,4,30004,4,w,l,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,150.43,D3032,8.3,1.5,64.6,31.3,104.4,63.8,30.9,104.6,1.7,1.7,14.2,,18.1,104.5,1.7,14.2,
3,104,10,30010,4,30004,5,w,l,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,139.99,D3033,6.8,1.3,64.4,29.5,102.9,63.8,32.8,104.5,1.3,1.4,14.8,,18.5,103.7,1.4,14.8,
3,104,11,30011,5,30005,1,pi,l,-20,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,101.62,D3034,5.5,1.0,60.6,32.8,106.6,60.2,34.6,108.7,1.9,1.5,14.0,,17.5,107.7,1.7,14,
3,104,12,30012,6,30006,1,p,s,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,111.78,D3035,6.3,1.1,61.8,35.4,108.1,60.3,35.1,107.8,2.0,2.0,13.2,,17.5,108.0,2.0,13.2,
3,104,13,30013,7,30007,1,w,s,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,98.05,D3036,5.9,1.0,61.0,33.5,108.8,62.8,30.4,106.8,2.3,2.3,13.0,,16.7,107.8,2.3,13,
3,104,14,30014,7,30007,2,w,m,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,92.64,D3037,5.5,0.9,61.2,32.9,107.6,60.5,30.2,107.5,2.0,1.9,13.0,,16.1,107.6,2.0,13,
3,104,15,30015,8,30008,1,w,m,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,95.22,D3038,5.4,0.9,60.6,30.6,107.3,60.3,32.8,107.1,1.4,1.3,13.4,,17.0,107.2,1.3,13.4,
3,104,16,30016,8,30008,2,p,m,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,104.57,D3039,5.8,1.0,60.7,37.5,108.5,61.3,32.3,108.0,2.0,2.0,13.2,,16.8,108.3,2.0,13.2,
3,104,17,30017,8,30008,3,w,l,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,107.25,D3040,6.0,1.0,61.5,28.8,106.3,61.3,35.5,108.1,2.4,1.8,13.4,,17.0,107.2,2.1,13.4,
3,104,18,30018,9,30009,1,w,s,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,104,,94.26,D3041,5.6,0.9,63.5,29.5,105.0,60.6,31.1,106.0,2.1,2.3,12.8,,16.7,105.5,2.2,12.8,
3,105,1,30019,10,30010,1,p,m,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,105,,77.79,D5640,5.6,1.0,59.3,35.0,109.9,59.7,36.0,110.8,2.5,2.4,12.0,,17.1,110.4,2.5,12,
3,105,2,30020,10,30010,2,p,l,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,105,,88.82,D5641,5.9,1.0,60.4,33.6,107.5,62.1,34.0,109.0,2.7,2.5,13.0,,16.9,108.3,2.6,13,
3,105,3,30021,11,30011,1,p,m,-10,,,20/05/2020,KiwMac,Variability 9 Vines,Gold3,Spur,3,105,,114.78,D5642,8.6,1.4,62.6,35.7,108.9,61.4,37.0,110.5,3.2,3.0,13.2,,16.4,109.7,3.1,13.2,
