Vine,Tray,TrayFruit,FruitNum,FruitUUID,ShootID,FruitPos,FloweringColour,SubTLeaf,Height,Notes,SeedCount,FASTDate,OrchName,ExptName,Cultivar,TmtNAME,BlockNAME,PlotNAME,Location,FreshWeight,DishID,FWslice,DWslice,L1,Chroma1,Hue1,L2,Chroma2,Hue2,Firm1,Firm2,SSC1,SSC2,DryMatter,AvHue,AvFirm,AvSSC,Comments
9,505,5,23,90023,8,5,y,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,505,,95.64,d0049,5.37,1.01,63.68,27.95,97.1,65.77,25.13,99.2,3.86,5.2,15,,18.80819367,98.15,4.53,15,
9,505,6,24,90024,9,1,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,505,,141.91,d0050,6.52,1.24,70.85,29.69,100.2,71.88,25.06,99.1,5.74,6.52,14,,19.01840491,99.65,6.13,14,
9,505,7,25,90025,9,2,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,505,,116.23,d0051,8.06,1.49,68.79,31.22,99.8,68.38,24.23,97.6,5.68,5.17,14.2,,18.48635236,98.7,5.425,14.2,
9,505,8,26,90026,9,3,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,505,,113.13,d0052,4.71,0.88,68.67,29.56,100,68.47,27.37,99.6,5,5.79,14,,18.6836518,99.8,5.395,14,
9,505,9,27,90027,10,1,w,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,505,,115.17,d0053,7.11,1.22,71.71,30.79,101.3,71.56,26.3,100.1,6.69,7.31,12.4,,17.15893108,100.7,7,12.4,
9,505,10,28,90028,10,2,w,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,505,,107.09,d0054,5.11,0.89,68.27,26.7,99.5,68.43,32.12,100.3,6.1,6.02,13.2,,17.41682975,99.9,6.06,13.2,
9,505,11,29,90029,10,3,w,,10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,505,,96.32,d0055,5.17,0.9,64.41,27.71,99.7,67.38,26.47,100.1,5.51,5.42,13.6,,17.40812379,99.9,5.465,13.6,
9,505,12,30,90030,11,1,y,,-10,no shoot/super tiny shoot,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,505,,106.26,d0056,5.37,1,64.62,30.5,100,63.42,26.83,99.3,4.63,5.37,15,,18.62197393,99.65,5,15,
9,505,13,31,90031,12,1,w,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,505,,100.4,d0057,6.79,1.21,69.86,37.19,100,71.37,31.6,99.7,5.88,6.46,12,,17.82032401,99.85,6.17,12,
9,505,14,32,90032,12,2,w,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,505,,95.94,d0058,5.37,0.97,68.6,31.67,100,68.98,35.24,99.9,5.89,6.01,13,,18.06331471,99.95,5.95,13,
9,505,15,33,90033,12,3,w,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,505,,106.02,d0059,6.24,1.11,64.69,29.55,96.3,67.07,27.67,96.7,6.02,5.74,13.2,,17.78846154,96.5,5.88,13.2,
9,505,16,34,90034,12,4,w,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,505,,84.03,d0060,4.99,0.91,65.29,34.73,100.5,65.74,32.54,99.4,5.95,5.48,13.6,,18.23647295,99.95,5.715,13.6,
9,505,17,35,90035,13,1,w,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,505,,121.68,d0061,5.03,0.89,69.7,35.88,98.8,71.35,37.77,98.1,6.58,5.61,12.8,,17.69383698,98.45,6.095,12.8,
9,505,18,36,90036,13,2,w,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,505,,110.14,d0062,5.86,1.05,69.82,27.75,98.8,68.25,35.02,97.8,5.88,6.1,13.2,,17.91808874,98.3,5.99,13.2,
9,506,1,37,90037,14,1,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,106.56,d0721,6.53,1.16,72.86,35.89,100.8,74.02,32.46,100.4,7.14,7.23,10,,17.76416539,100.6,7.185,10,
9,506,2,38,90038,14,2,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,100.15,d0722,6.58,1.16,73.22,35.43,100.1,73.53,30.36,100.2,6.52,7.54,10.2,,17.62917933,100.15,7.03,10.2,
9,506,3,39,90039,14,3,y,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,110.69,d0723,6.77,1.19,72.23,36.98,100.1,72.9,31.49,100.2,5.56,6.86,11.2,,17.57754801,100.15,6.21,11.2,
9,506,4,40,90040,14,4,y,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,115.14,d0724,7.53,1.32,72.07,35.55,100.9,72.31,32.73,99.2,6.23,7.05,12,,17.52988048,100.05,6.64,12,
9,506,5,41,90041,14,5,y,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,113.85,d0725,5.89,1.03,67.18,33.13,100,70.37,28.45,99.5,6.33,6.61,13,,17.48726655,99.75,6.47,13,
9,506,6,42,90042,14,6,y,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,111.66,d0726,6.82,1.23,70.1,30.63,99.4,67.92,29.3,99.6,6.34,6.1,13,,18.03519062,99.5,6.22,13,
9,506,7,43,90043,15,1,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,123.87,d0727,6.47,1.22,68.63,30.34,98.7,69.69,22.1,98.5,5.29,5.73,14,,18.85625966,98.6,5.51,14,
9,506,8,44,90044,15,2,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,126.84,d0728,7.1,1.31,70.64,27.55,99,70.36,30.1,99.1,5.61,6.02,12.8,,18.45070423,99.05,5.815,12.8,
9,506,9,45,90045,15,3,y,,10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,127.79,d0729,6.38,1.18,71.85,28.63,99.2,71.96,24.41,98.5,6.52,6.27,12.6,,18.49529781,98.85,6.395,12.6,
9,506,10,46,90046,15,4,y,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,132.61,d0730,6.2,1.17,67.2,26.75,98.6,66.1,21.61,98.6,3.83,4.1,13.4,,18.87096774,98.6,3.965,13.4,
9,506,11,47,90047,15,5,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,137.57,d0731,6.35,1.19,70.35,23.36,96.9,70.76,26.14,98.1,5.84,6.36,15,,18.74015748,97.5,6.1,15,
9,506,12,48,90048,15,6,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,128.28,d0732,6.46,1.18,65.83,27.77,98.2,65.88,25.04,98.8,4.29,4.02,14,,18.26625387,98.5,4.155,14,
9,506,13,49,90049,15,7,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,116.01,d0733,5.93,1.09,68.48,28.86,99.2,68.14,25.43,98.8,4.18,4.32,15.2,,18.38111298,99,4.25,15.2,
9,506,14,50,90050,,,,,,missing,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,,,,,,,,,,,,,,,,,,,nf
9,506,15,51,90051,16,1,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,93.54,d0734,5.41,0.96,72.75,29.59,99,72.78,31.77,99.6,6.67,7.27,11.4,,17.74491682,99.3,6.97,11.4,
9,506,16,52,90052,16,2,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,107.36,d0735,6.09,1.03,72.23,29.25,97.1,74.34,29.21,99.6,8.78,7.01,9.2,,16.91297209,98.35,7.895,9.2,
9,506,17,53,90053,16,3,y,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,110.77,d0736,6.51,1.13,70.54,29.55,99.5,71.09,27.46,99.2,5.65,6.35,11.8,,17.35791091,99.35,6,11.8,
9,506,18,54,90054,16,4,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,506,,107.59,d0737,6.11,1.08,71.52,25.46,98.1,71.35,26.5,98.8,6.04,6.57,12.4,,17.67594108,98.45,6.305,12.4,
9,507,1,55,90055,16,5,y,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,114.28,d2931,7.6,1.38,72.34,25.26,99.9,71.29,25.06,98.2,5.78,5.24,12.9,,18.15789474,99.05,5.51,12.9,
9,507,2,56,90056,16,6,y,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,108.91,d2932,6.26,1.13,68.28,31.35,99.4,66.63,30.31,98.8,5.23,4.52,13.7,,18.05111821,99.1,4.875,13.7,
9,507,3,57,90057,16,7,y,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,97.53,d2933,6.28,1.14,69.96,32.84,99.4,66.46,27.66,100.2,5.59,5.19,13.4,,18.15286624,99.8,5.39,13.4,
9,507,4,5801,95801,17,1,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,114.99,d2934,7.23,1.33,70.91,23.04,98.3,67.97,26.76,98.1,6.52,6.09,13.3,,18.395574,98.2,6.305,13.3,
9,507,5,58,90058,17,2,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,122.31,d2935,8.07,1.45,70.3,24.18,99.6,70.11,31.05,98.1,6.99,6.28,12.1,,17.96778191,98.85,6.635,12.1,
9,507,6,59,90059,17,3,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,123.85,d2936,6.58,1.2,71.96,25.39,98.7,71.87,23.88,100.1,5.93,6.48,13.2,,18.23708207,99.4,6.205,13.2,
9,507,7,60,90060,17,4,y,,10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,121.61,d2937,8.64,1.64,72.44,28.59,98.7,72.38,23.48,98.7,5.62,5.84,12,,18.98148148,98.7,5.73,12,
9,507,8,61,90061,17,5,y,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,145.36,d2938,6.41,1.18,68.49,24.93,99.4,67.82,25.59,98.1,4.98,4.27,14.7,,18.40873635,98.75,4.625,14.7,
9,507,9,62,90062,17,6,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,114.2,d2939,6.24,1.19,69.34,24.97,99.1,69.51,26.19,98.2,5.19,5.48,13.8,,19.07051282,98.65,5.335,13.8,
9,507,10,63,90063,17,7,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,118.59,d2940,6.52,1.19,65.65,25.43,98.1,68.19,23.84,97.1,5.36,4.78,14.1,,18.25153374,97.6,5.07,14.1,
9,507,11,64,90064,,,,,,missing,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,,,,,,,,,,,,,,,,,,,nf
9,507,12,65,90065,18,1,w,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,102.68,d2941,6.11,1.1,72.53,27.59,100.9,72.94,27.8,99.7,6,6.06,11.5,,18.00327332,100.3,6.03,11.5,
9,507,13,66,90066,19,1,p,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,82.91,d2942,3.64,0.69,70.14,31.12,99.4,70.01,29.87,99.5,5.48,4.73,13.3,,18.95604396,99.45,5.105,13.3,
9,507,14,67,90067,19,2,w,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,110.41,d2943,8.42,1.52,71.19,26.11,99.4,70.7,26.14,99,6.07,6.19,12.3,,18.05225653,99.2,6.13,12.3,
9,507,15,68,90068,19,3,w,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,98.8,d2944,5.73,1.04,70.86,31.66,99.3,69.4,28.18,99.2,5.45,5.28,13,,18.15008726,99.25,5.365,13,
9,507,16,69,90069,20,1,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,127.15,d2945,8.73,1.54,71.77,24.55,98.9,72.2,28.8,100.5,6.68,5.74,10.3,,17.64032073,99.7,6.21,10.3,
9,507,17,70,90070,20,2,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,131.86,d2946,7.82,1.38,74.88,29.65,100.9,74.12,25.62,100,7.7,6.77,10.1,,17.64705882,100.45,7.235,10.1,
9,507,18,71,90071,20,3,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,507,,125.99,d2947,7.76,1.34,75,26.28,100.4,74.22,27.54,98.7,6.15,5.83,10,,17.26804124,99.55,5.99,10,
9,508,1,72,90072,20,4,y,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,125.68,d2948,4.71,0.82,71.78,32.07,100.4,72.01,26.72,100.1,5.85,6.16,11.4,,17.40976645,100.25,6.005,11.4,
9,508,2,73,90073,20,5,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,129.79,d2949,8.36,1.47,71.14,36.77,100.9,72.89,28.98,100.3,5.55,7.28,10.8,,17.58373206,100.6,6.415,10.8,
9,508,3,74,90074,20,6,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,142.46,d2950,6.91,1.17,71.1,31.25,100.7,71.82,28.84,100,6.16,6.67,11.4,,16.93198263,100.35,6.415,11.4,
9,508,4,75,90075,21,1,y,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,113.26,d2951,6.05,1.05,70.9,33.72,99,71.21,27.96,100.4,5.2,6.1,12.2,,17.3553719,99.7,5.65,12.2,
9,508,5,76,90076,21,2,y,,-30,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,107.75,d2952,5.16,0.97,66.31,36.13,99.7,66.69,30.47,99.6,3.8,4.09,14,,18.79844961,99.65,3.945,14,
9,508,6,77,90077,21,3,y,,-30,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,118.51,d2953,7.26,1.32,70.1,32.18,99.3,69.02,27.44,99.7,5.14,5.33,13.2,,18.18181818,99.5,5.235,13.2,
9,508,7,78,90078,1,1,w,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,110.19,d2954,6.64,1.41,67.6,25.25,99.2,67.54,29.76,99.4,5.17,5.06,15.6,,21.23493976,99.3,5.115,15.6,
9,508,8,79,90079,1,2,w,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,119.58,d2955,6.47,1.36,69.58,24.5,98.8,69.35,33.89,99.8,5.09,4.48,15.7,,21.02009274,99.3,4.785,15.7,
9,508,9,80,90080,1,3,w,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,114.69,d2956,4.81,0.99,66.67,28.09,99.6,66.59,29.4,99.6,4.07,4.81,16.1,,20.58212058,99.6,4.44,16.1,
9,508,10,81,90081,1,4,w,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,109.29,d2957,6.15,1.3,68.45,30.77,99.3,67.53,27.05,99.5,3.37,3.83,16.3,,21.13821138,99.4,3.6,16.3,
9,508,11,82,90082,22,1,y,,20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,124.51,d2958,7.36,1.43,70.79,22.5,99.3,71.26,27.33,99.5,7.06,6.63,13.7,,19.42934783,99.4,6.845,13.7,
9,508,12,83,90083,22,2,y,,20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,117.38,d2959,6.17,1.16,70.87,26.22,99.3,72.58,27.15,99.7,7.79,7.03,13,,18.8006483,99.5,7.41,13,
9,508,13,84,90084,22,3,y,,20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,130.94,d2960,6.56,1.25,71.73,32.15,99.3,69.19,27.15,99.5,5.24,6.2,14.2,,19.05487805,99.4,5.72,14.2,
9,508,14,85,90085,22,4,w,,20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,126.51,d2961,6.8,1.28,71.5,24.52,99.6,71.46,23.24,100.2,6.41,6.8,13.7,,18.82352941,99.9,6.605,13.7,
9,508,15,86,90086,22,5,w,,20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,141.41,d2962,7.49,1.42,72.07,34.82,100.1,72.92,35.9,99.6,6.27,6.53,13.1,,18.95861148,99.85,6.4,13.1,
9,508,16,87,90087,22,6,w,,20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,112.46,d2963,6.63,1.24,73.06,25.77,100.1,73.4,24.43,100.2,7.89,7.08,12.7,,18.70286576,100.15,7.485,12.7,
9,508,17,88,90088,24,1,w,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,131.7,d2964,8.73,1.78,66.19,24.79,99.7,65.63,21.6,98.8,3.36,3.3,16.2,,20.38946163,99.25,3.33,16.2,
9,508,18,89,90089,24,2,w,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,508,,131.57,d2965,5.38,1.04,64.95,25.3,98.8,66.27,20.1,98.7,3.3,3.14,15.6,,19.33085502,98.75,3.22,15.6,
9,509,1,90,90090,24,3,w,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,509,,129.39,d0899,6.4,1.28,68.31,23.78,99.5,67.47,18.93,99,5.44,5.67,15.2,,20,99.25,5.555,15.2,
9,509,2,91,90091,24,4,w,,10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,509,,125.99,d0900,5.19,1.05,63.25,24.66,99.4,62.34,23.49,99.3,2.56,2.03,16.6,,20.23121387,99.35,2.295,16.6,
9,509,3,92,90092,24,5,w,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,509,,114.96,d0901,5.45,1.05,65.49,20.55,99.2,65.1,22.88,100.2,3.13,3.28,15.7,,19.26605505,99.7,3.205,15.7,
9,509,4,93,90093,25,1,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,509,,139.43,d0902,6.98,1.38,68.71,25.13,100.1,66.33,23.39,100,4.76,4.64,15.3,,19.77077364,100.05,4.7,15.3,
9,509,5,94,90094,25,2,y,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,509,,129.31,d0903,5.99,1.16,67.43,25.71,100,68.8,21.93,99.6,5.89,6.42,14.6,,19.36560935,99.8,6.155,14.6,
9,509,6,95,90095,25,3,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,509,,153.46,d0904,6.79,1.31,67.28,26.88,99.6,68.44,27.02,99.1,4.76,4.7,15.4,,19.29307806,99.35,4.73,15.4,
9,509,7,96,90096,25,4,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,509,,132.64,d0905,6.62,1.33,62.64,21.25,99.2,61.5,20.54,99.6,4.04,3.46,16.1,,20.09063444,99.4,3.75,16.1,
9,509,8,97,90097,25,5,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,509,,133.55,d0906,5.91,1.16,64.69,20.85,98.7,67.48,20.62,98.5,4.83,5.3,14.8,,19.62774958,98.6,5.065,14.8,
9,509,9,98,90098,25,6,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,509,,130.89,d0907,5.51,1.1,66.56,21.06,99.1,66.59,21.89,98.6,4.7,4.59,15.3,,19.96370236,98.85,4.645,15.3,
9,509,10,99,90099,27,1,w,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,509,,,,,,,,,,,,,,,,,,,,nf
9,509,11,100,90100,27,2,w,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,509,,116.06,d0908,5.31,0.99,59.68,24.24,98.5,62.23,23.03,98.5,3.48,3.53,16.2,,18.6440678,98.5,3.505,16.2,
9,509,12,101,90101,27,3,w,,-20,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,509,,,,,,,,,,,,,,,,,,,,nf
9,509,13,102,90102,28,1,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,509,,145.71,d0909,7.52,1.54,66.82,24.64,99.9,66.3,22.88,97.5,3.74,4.39,15.7,,20.4787234,98.7,4.065,15.7,
9,509,14,103,90103,28,2,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,509,,137.31,d0910,6.85,1.36,67.66,21.61,98.3,67.71,20.58,97.9,4.83,4.46,15.1,,19.8540146,98.1,4.645,15.1,
9,509,15,104,90104,28,3,y,,-10,,,8/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,9,509,,150.41,d0911,6.29,1.21,66.24,23.83,97.3,67.75,23.13,97.1,5.62,5.55,14.7,,19.23688394,97.2,5.585,14.7,
