Vine,FruitID,Combined,ShootID,FruitPos,Flowering,Sub-T Leaf,Height,Notes,SampleID,FruitNo,FAST_Date,OrchName,ExptName,Cultivar,TmtNAME,BlockNAME,PlotNAME,Location,FrtWt,DishID,FWslice,DWslice,L1,Chroma1,Hue1,L2,Chroma2,Hue2,Firm1,Firm2,SSC1,SSC2,DM,avHue,avFirm,avSSC,Comments,Blk seed,Red Spread,Red Int Inner,Red Int Outer,Yellow(FAST),CoreFirm,Rot,Bomb,LTB,Shrivel,SampleSSCAvg,SampleSSCMin,SampleSSCMax,SampleSSCPass,Flatplate_1,Flatplate_2,Pericarp_Firm,Frt_Diam_W1,Frt_Diam_W2,Frt_Length,nonD_Firm_1,nonD_Firm_2,Firm_Gun_1,Firm_Gun_2,Seed_Wt_Total,Seed_Wt_Sub,Full_Seed_Wt_Sub,Full_Seed_Count_Sub,Empty_Seed_Count_Sub
4,296,40296,106,1,y,l,-10,,134174,10,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,177,,131.77,D1528,8.0,1.6,62.7,22.6,99.7,61.8,25.3,97.8,2.1,2.1,16.8,,20.2,98.8,2.1,16.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,297,40297,107,1,w,n,-10,,134174,11,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,177,,145.71,D1529,9.2,1.8,69.8,30.0,100.7,67.4,27.3,100.1,5.6,4.6,14.4,,19.7,100.4,5.1,14.39,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,298,40298,107,2,y,l,-10,,134174,12,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,177,,126.33,D1530,8.2,1.6,66.4,25.5,98.9,68.9,25.0,99.9,5.7,5.3,13.8,,18.9,99.4,5.5,13.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,299,40299,107,3,y,m,10,,134174,13,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,177,,120.17,D1531,7.3,1.4,61.6,25.5,99.6,66.2,24.7,100.5,3.9,3.7,15.0,,19.0,100.1,3.8,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,300,40300,108,1,y,m,-10,,134174,14,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,177,,143.98,D1532,9.1,1.8,68.5,26.8,99.4,67.7,26.4,99.0,3.8,4.2,15.1,,19.3,99.2,4.0,15.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,301,40301,108,2,y,l,-20,,134174,15,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,177,,151.56,D1533,7.9,1.6,62.9,25.5,99.3,63.4,23.2,99.6,2.3,2.4,16.2,,19.6,99.5,2.3,16.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,302,40302,108,3,y,l,-20,,134174,16,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,177,,144.38,D1534,7.9,1.6,64.1,23.5,99.2,64.4,25.1,99.1,2.5,2.5,16.3,,19.7,99.2,2.5,16.3,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,303,40303,109,1,w,m,-10,,134174,17,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,177,,123.98,D1535,8.8,1.7,65.8,25.9,99.4,64.8,27.7,99.0,3.7,3.5,15.5,,18.9,99.2,3.6,15.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,304,40304,109,2,w,n,-10,,134174,18,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,177,,170.31,D1536,9.7,1.9,70.0,22.6,99.5,69.6,24.3,100.4,5.6,5.1,14.0,,19.1,100.0,5.3,14,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,305,40305,109,3,w,n,-20,,134175,1,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,115.86,D1446,8.6,1.6,57.4,21.1,100.6,56.4,19.7,100.6,1.7,1.6,16.0,,18.6,100.6,1.6,16,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,306,40306,110,1,w,l,-20,,134175,2,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,154.93,D1447,9.2,1.7,73.6,27.1,99.9,72.9,27.2,99.6,7.6,6.6,13.2,,18.8,99.8,7.1,13.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,307,40307,110,2,w,n,-10,,134175,3,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,146.15,D1449,8.6,1.7,69.2,21.1,99.2,70.6,21.9,99.3,5.2,5.3,15.0,,19.2,99.3,5.2,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,308,40308,110,3,w,l,-10,,134175,4,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,141.02,D1450,8.5,1.6,70.6,28.6,100.2,69.7,27.1,99.6,5.3,6.3,14.0,,18.9,99.9,5.8,14,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,309,40309,112,1,w,m,-10,,134175,5,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,70.77,D1451,4.8,0.9,56.5,26.5,98.2,56.3,25.7,99.3,1.7,1.7,11.8,,19.1,98.8,1.7,11.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,310,40310,112,2,w,n,-20,,134175,6,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,103.59,D1452,5.8,1.1,59.7,31.2,99.9,58.9,27.5,99.0,1.7,1.6,17.0,,19.8,99.5,1.6,17,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,311,40311,113,1,pi,l,-10,,134175,7,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,83.29,D1453,5.3,1.0,59.0,27.3,100.4,59.8,26.7,100.2,2.6,2.7,16.1,,18.8,100.3,2.6,16.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,312,40312,115,1,w,l,-10,,134175,8,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,106.37,D1454,6.5,1.3,63.2,26.4,99.9,63.8,26.5,100.1,3.8,3.1,15.3,,19.1,100.0,3.4,15.3,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,313,40313,116,1,w,l,-10,,134175,9,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,91.54,D1455,6.5,1.3,67.9,27.5,99.6,66.8,24.9,100.5,3.9,3.8,15.0,,19.5,100.1,3.8,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,314,40314,116,2,p,l,-10,,134175,10,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,96.04,D1456,5.9,1.1,69.9,30.4,99.7,69.6,29.4,99.9,4.2,3.5,14.8,,19.1,99.8,3.8,14.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,315,40315,117,1,w,l,-10,,134175,11,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,107.24,D1457,6.7,1.3,66.0,27.9,98.7,68.1,28.6,100.0,3.1,2.9,15.1,,18.9,99.4,3.0,15.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,316,40316,118,1,y,n,-20,,134175,12,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,144.60,D1458,7.6,1.5,70.0,28.5,100.2,69.6,24.5,100.0,5.1,6.0,14.9,,19.5,100.1,5.5,14.9,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,317,40317,118,2,y,n,-20,,134175,13,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,150.25,D1459,8.2,1.7,67.8,26.8,100.1,68.2,25.5,99.6,4.0,3.2,16.0,,20.2,99.9,3.6,16,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,318,40318,118,3,y,n,-20,,134175,14,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,162.63,D1460,8.3,1.6,66.9,26.8,100.2,66.7,21.6,99.5,3.0,3.4,16.1,,19.8,99.9,3.2,16.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,319,40319,118,4,y,l,10,,134175,15,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,142.25,D1461,8.0,1.6,67.5,24.2,99.3,68.1,27.0,99.5,4.1,3.9,15.4,,20.1,99.4,4.0,15.4,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,320,40320,118,5,y,l,-10,,134175,16,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,165.65,D1462,8.6,1.8,64.6,26.2,99.1,69.1,22.0,99.0,3.8,2.6,16.0,,20.3,99.1,3.2,16,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,321,40321,118,6,y,l,-10,,134175,17,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,130.38,D1463,7.5,1.5,71.3,26.6,99.6,71.5,26.4,100.1,6.3,5.6,14.0,,19.3,99.9,5.9,14,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,322,40322,120,1,w,n,-30,,134175,18,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,178,,97.25,D1464,5.7,1.1,72.3,27.0,100.3,71.6,28.3,99.7,5.3,5.0,14.1,,18.4,100.0,5.1,14.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,323,40323,120,2,w,n,-30,,134176,1,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,80.13,D3073,3.4,0.6,68.3,32.4,100.9,67.3,31.5,100.8,5.6,5.7,14.0,,17.7,100.9,5.6,14,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,324,40324,120,3,w,l,-30,,134176,2,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,93.96,D3074,3.7,0.7,70.3,31.4,101.4,70.5,28.5,100.8,6.9,5.8,13.5,,17.6,101.1,6.3,13.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,325,40325,122,1,w,l,-10,,134176,3,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,134.86,D3075,4.6,0.9,65.5,32.4,99.6,65.4,28.5,99.5,3.4,3.0,15.5,,19.3,99.6,3.2,15.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,3251,43251,124,1,w,n,10,,134176,4,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,99.66,D3076,4.4,0.8,73.7,28.0,102.6,73.8,28.5,103.0,7.0,6.3,12.5,,18.3,102.8,6.6,12.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,326,40326,124,2,w,n,10,,134176,5,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,109.15,D3077,4.7,0.9,72.8,30.3,101.8,71.6,31.8,102.1,6.1,5.5,12.0,,18.2,102.0,5.8,12,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,327,40327,127,1,w,l,10,,134176,6,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,134.78,D3078,4.9,0.9,72.2,26.1,99.9,70.5,29.0,99.6,5.1,5.0,13.0,,18.6,99.8,5.0,13,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,328,40328,127,2,y,l,10,,134176,7,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,132.02,D3079,5.6,1.1,70.1,27.9,100.5,69.8,23.1,99.2,5.7,5.0,14.0,,18.9,99.9,5.4,14,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,329,40329,127,3,w,l,10,,134176,8,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,131.62,D3080,4.7,0.9,71.6,25.7,101.1,72.8,25.2,100.2,5.4,7.7,13.0,,18.6,100.7,6.5,13,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,330,40330,127,4,w,l,20,,134176,9,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,131.40,D3081,5.3,1.0,72.7,35.1,101.4,69.7,41.4,101.6,6.1,6.3,12.5,,18.1,101.5,6.2,12.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,331,40331,127,5,w,l,20,,134176,10,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,134.23,D3082,5.1,1.0,72.2,35.7,101.1,73.1,24.7,100.2,7.6,7.2,12.5,,18.6,100.7,7.4,12.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,332,40332,128,1,w,m,-10,,134176,11,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,130.78,D3083,4.6,0.8,68.6,28.9,99.9,67.8,25.3,99.7,4.1,3.9,14.5,,18.3,99.8,4.0,14.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,333,40333,128,2,w,l,-10,,134176,12,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,101.96,D3084,3.7,0.7,70.3,31.6,99.7,70.3,37.6,100.0,4.4,4.7,15.0,,19.8,99.9,4.5,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,334,40334,129,1,w,m,-10,,134176,13,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,123.11,D3085,4.3,0.9,70.4,31.4,99.1,70.9,28.2,99.0,4.9,4.4,15.0,,19.6,99.1,4.6,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,335,40335,129,2,w,l,-10,,134176,14,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,119.52,D3086,3.9,0.8,69.1,27.3,99.4,68.8,28.4,100.1,3.2,3.2,15.5,,19.3,99.8,3.2,15.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,336,40336,129,3,w,l,-10,,134176,15,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,92.78,D3087,3.5,0.7,65.8,30.6,100.1,66.0,32.7,100.4,3.4,3.6,15.0,,18.4,100.3,3.5,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,337,40337,130,1,y,n,-10,,134176,16,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,110.85,D3088,3.6,0.7,67.5,21.3,99.6,67.2,29.5,99.2,3.8,4.0,15.0,,19.5,99.4,3.9,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,338,40338,130,2,y,m,-10,,134176,17,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,131.05,D3089,4.7,0.9,68.4,24.6,99.6,60.9,21.4,99.6,4.5,3.9,15.0,,18.9,99.6,4.2,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,339,40339,130,3,y,l,-10,,134176,18,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,179,,118.60,D3090,3.9,0.8,61.5,21.8,99.7,61.5,24.2,99.9,2.1,2.1,16.5,,20.2,99.8,2.1,16.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,340,40340,130,4,y,l,-10,,134177,1,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,132.82,D1081,7.7,1.6,65.4,29.9,99.7,66.0,27.2,99.9,2.7,2.5,15.5,,20.6,99.8,2.6,15.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,341,40341,130,5,y,l,-10,,134177,2,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,119.63,D1082,8.3,1.7,65.6,28.9,99.1,64.6,24.6,99.7,3.5,4.0,15.5,,20.0,99.4,3.7,15.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,342,40342,132,1,w,s,-10,,134177,3,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,126.36,D1083,8.3,1.7,66.0,21.7,99.1,67.3,28.2,99.8,3.2,2.6,16.0,,19.9,99.5,2.9,16,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,343,40343,132,2,w,n,-20,,134177,4,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,116.66,D1084,7.3,1.4,67.6,24.4,99.7,65.4,24.4,99.9,3.8,3.3,15.5,,18.9,99.8,3.5,15.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,344,40344,132,3,w,l,-20,,134177,5,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,107.05,D1085,6.1,1.1,62.5,26.7,100.5,60.4,24.0,100.3,3.1,3.1,15.5,,18.4,100.4,3.1,15.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,345,40345,132,4,w,l,-10,,134177,6,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,104.45,D1086,6.1,1.2,59.1,25.2,100.4,60.1,22.3,99.8,2.1,2.1,17.5,,19.4,100.1,2.1,17.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,346,40346,133,1,y,n,-10,,134177,7,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,134.16,D1087,6.7,1.4,60.8,24.2,100.0,61.7,25.7,99.2,1.5,1.3,17.5,,20.1,99.6,1.4,17.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,347,40347,133,2,y,n,-10,,134177,8,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,135.22,D1088,7.3,1.5,64.8,25.7,100.6,63.3,25.6,99.5,2.0,2.0,17.0,,20.3,100.1,2.0,17,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,348,40348,133,3,y,l,-10,,134177,9,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,146.76,D1089,8.1,1.7,61.6,21.8,100.0,61.9,24.7,99.1,1.9,1.7,17.0,,20.7,99.6,1.8,17,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,349,40349,133,4,y,l,-10,,134177,10,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,135.91,D1090,7.2,1.4,61.2,20.8,100.1,60.1,19.6,99.6,1.9,1.7,17.0,,19.9,99.9,1.8,17,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,350,40350,133,5,y,l,-10,,134177,11,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,142.03,D1091,7.2,1.5,58.7,21.4,98.9,61.4,23.7,99.6,1.9,1.6,17.5,,20.6,99.3,1.7,17.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,351,40351,134,1,pi,l,-20,,134177,12,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,95.83,D1092,6.1,1.1,61.4,28.1,100.1,59.2,27.3,100.2,2.7,2.6,16.0,,18.6,100.2,2.7,16,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,352,40352,135,1,p,n,10,,134177,13,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,78.52,D1093,7.0,1.2,70.1,32.7,102.6,70.9,26.3,102.5,7.4,6.9,12.0,,17.4,102.6,7.2,12,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,353,40353,136,1,y,n,-10,,134177,14,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,105.95,D1094,6.9,1.1,71.5,33.8,102.4,72.6,25.7,100.7,7.2,6.3,10.0,,16.5,101.6,6.8,10,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,354,40354,136,2,w,n,-10,,134177,15,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,104.03,D1095,8.3,1.5,71.8,25.1,100.1,71.7,27.1,100.2,6.6,6.3,11.5,,17.8,100.2,6.4,11.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,355,40355,136,3,w,l,-10,,134177,16,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,119.37,D1096,8.9,1.5,73.6,28.2,100.5,74.7,28.0,102.1,7.1,7.3,10.0,,17.1,101.3,7.2,10,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,356,40356,136,4,w,l,10,,134177,17,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,130.31,D1097,8.4,1.5,72.4,32.5,100.3,72.7,29.7,100.0,6.1,6.9,11.5,,17.7,100.2,6.5,11.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,357,40357,136,5,w,l,10,,134177,18,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,180,,109.85,D1098,7.2,1.3,70.7,32.6,101.3,71.5,28.7,100.2,6.2,5.7,12.5,,18.4,100.8,6.0,12.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,358,40358,137,1,p,l,-10,,134178,1,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,100.74,D1465,6.9,1.3,71.5,27.1,100.5,70.8,27.4,100.6,5.4,5.7,12.1,,18.8,100.6,5.5,12.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,359,40359,138,1,w,l,-10,,134178,2,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,108.74,D1466,7.0,1.3,74.9,28.6,100.5,74.2,24.9,100.0,6.6,6.5,10.1,,17.9,100.3,6.6,10.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,360,40360,138,2,w,l,-10,,134178,3,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,107.86,D1467,6.9,1.2,74.2,28.3,99.7,75.0,29.8,101.0,5.8,6.1,9.8,,17.7,100.4,6.0,9.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,361,40361,139,1,y,n,-10,,134178,4,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,105.95,D1468,7.2,1.2,74.3,31.1,101.6,74.7,25.6,100.4,6.7,6.7,9.9,,17.0,101.0,6.7,9.9,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,362,40362,139,2,y,n,-20,,134178,5,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,120.37,D1469,7.2,1.3,75.5,27.9,100.4,75.1,29.2,101.5,6.6,6.1,9.8,,17.6,101.0,6.3,9.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,363,40363,139,3,w,m,-20,,134178,6,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,121.52,D1470,8.4,1.5,73.4,27.4,98.1,75.5,26.7,101.0,6.5,5.9,9.1,,17.6,99.6,6.2,9.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,364,40364,139,4,y,l,-20,,134178,7,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,91.88,D1471,6.5,1.1,71.2,32.5,101.7,71.2,24.5,99.9,6.4,5.7,11.0,,16.5,100.8,6.0,11,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,365,40365,139,5,w,n,-20,,134178,8,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,104.30,D1472,6.4,1.1,72.8,24.8,100.0,73.2,24.0,100.3,5.7,5.5,11.2,,17.1,100.2,5.6,11.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,366,40366,140,1,w,n,-10,,134178,9,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,137.30,D1473,10.9,2.0,74.3,27.5,100.6,74.2,26.9,100.1,6.8,6.7,10.9,,18.3,100.4,6.8,10.9,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,367,40367,140,2,w,l,-10,,134178,10,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,91.29,D1474,6.0,1.1,71.3,27.0,97.6,72.7,26.0,100.5,6.8,6.4,11.9,,18.1,99.1,6.6,11.9,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,368,40368,140,3,w,l,-10,,134178,11,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,106.76,D1475,7.8,1.4,70.8,31.0,98.2,71.6,27.0,99.8,5.8,5.2,12.0,,17.7,99.0,5.5,12,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,369,40369,141,1,p,n,-20,,134178,12,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,99.44,D1476,7.3,1.2,74.2,30.7,101.5,73.7,29.1,100.7,6.1,6.1,10.0,,17.1,101.1,6.1,10,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,370,40370,142,1,y,n,-10,,134178,13,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,115.87,D1477,7.9,1.4,73.5,25.5,99.6,74.5,24.9,100.4,7.6,5.6,10.2,,17.5,100.0,6.6,10.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,371,40371,142,2,y,n,-10,,134178,14,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,112.68,D1478,7.9,1.4,74.9,29.1,100.7,74.8,27.1,99.7,6.6,6.0,9.9,,17.5,100.2,6.3,9.9,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,372,40372,142,3,y,n,-10,,134178,15,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,117.97,D1479,8.8,1.6,75.3,25.1,100.2,75.0,26.2,99.9,7.3,7.0,10.0,,18.2,100.1,7.1,10,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,373,40373,142,4,y,l,-10,,134178,16,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,120.92,D1480,8.2,1.5,75.0,26.3,99.6,73.6,29.8,99.5,6.4,5.6,10.1,,17.9,99.6,6.0,10.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,374,40374,142,5,y,n,10,,134178,17,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,100.58,D1481,7.1,1.2,69.9,31.7,98.9,72.2,27.7,100.5,4.9,5.5,11.9,,17.5,99.7,5.2,11.9,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,375,40375,143,1,w,n,-20,,134178,18,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,181,,110.98,D1482,6.8,1.2,74.3,29.8,99.7,74.2,29.2,100.5,6.1,6.3,9.8,,17.3,100.1,6.2,9.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
