Vine,FruitID,Combined,ShootID,FruitPos,Flowering,Sub-T Leaf,Height,Notes,SampleID,FruitNo,FAST_Date,OrchName,ExptName,Cultivar,TmtNAME,BlockNAME,PlotNAME,Location,FrtWt,DishID,FWslice,DWslice,L1,Chroma1,Hue1,L2,Chroma2,Hue2,Firm1,Firm2,SSC1,SSC2,DM,avHue,avFirm,avSSC,Comments,Blk seed,Red Spread,Red Int Inner,Red Int Outer,Yellow(FAST),CoreFirm,Rot,Bomb,LTB,Shrivel,SampleSSCAvg,SampleSSCMin,SampleSSCMax,SampleSSCPass,Flatplate_1,Flatplate_2,Pericarp_Firm,Frt_Diam_W1,Frt_Diam_W2,Frt_Length,nonD_Firm_1,nonD_Firm_2,Firm_Gun_1,Firm_Gun_2,Seed_Wt_Total,Seed_Wt_Sub,Full_Seed_Wt_Sub,Full_Seed_Count_Sub,Empty_Seed_Count_Sub
4,521,40521,189,2,y,n,-10,,134187,3,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,190,,126.33,D3057,5.3,0.9,72.1,29.6,100.4,72.4,27.2,100.3,7.1,5.9,10.3,,17.1,100.4,6.5,10.3,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,522,40522,190,1,w,n,-10,,134187,4,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,190,,96.63,D3058,5.2,0.9,74.1,32.5,103.3,75.0,27.5,101.3,6.8,6.1,8.0,,16.7,102.3,6.4,8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,523,40523,191,1,y,n,-10,,134187,5,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,190,,119.06,D3059,4.6,0.8,66.3,24.0,100.0,67.6,24.0,99.2,6.5,5.8,13.8,,17.5,99.6,6.2,13.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,524,40524,191,2,y,n,-10,,134187,6,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,190,,129.28,D3060,5.0,0.9,66.0,26.3,99.9,66.5,25.3,99.7,5.2,4.9,14.3,,17.9,99.8,5.1,14.3,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,525,40525,191,3,y,n,-10,,134187,7,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,190,,117.23,D3061,4.4,0.8,66.1,22.9,97.9,64.6,22.9,100.1,5.0,5.2,14.5,,18.1,99.0,5.1,14.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,526,40526,191,4,y,l,10,,134187,8,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,190,,83.68,D3062,3.1,0.5,57.1,18.4,100.3,56.2,20.1,99.7,2.7,2.3,15.2,,16.9,100.0,2.5,15.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,527,40527,192,1,y,n,-10,,134187,9,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,190,,127.79,D3063,5.2,0.9,62.0,23.2,99.6,67.0,24.5,100.4,6.7,6.4,14.1,,17.7,100.0,6.5,14.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,528,40528,192,2,w,n,-10,,134187,10,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,190,,121.46,D3064,4.4,0.8,64.7,27.4,99.0,64.5,26.7,100.7,4.4,4.5,15.0,,18.1,99.9,4.4,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,529,40529,192,3,y,n,-20,,134187,11,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,190,,107.35,D3065,3.8,0.7,59.8,20.4,100.1,60.3,21.1,100.0,3.6,3.5,15.0,,17.3,100.1,3.6,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,530,40530,193,1,y,n,-20,,134187,12,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,190,,126.91,D3066,5.3,0.9,72.3,30.1,100.7,73.5,28.7,101.3,5.9,5.3,11.0,,17.4,101.0,5.6,11,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,5301,45301,193,2,y,n,-10,,134187,13,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,190,,115.23,D3067,4.9,0.8,70.6,29.9,99.8,72.9,29.5,100.1,5.6,6.1,11.2,,17.2,100.0,5.8,11.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,531,40531,193,3,y,n,-20,,134187,14,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,190,,140.48,D3068,6.5,1.1,71.1,30.0,99.6,71.9,30.0,100.1,5.4,6.7,12.0,,17.4,99.9,6.0,12,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,532,40532,193,4,y,n,-10,,134187,15,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,190,,124.98,D3069,5.1,0.8,72.6,31.1,100.2,71.7,29.1,100.1,6.5,6.3,11.0,,16.6,100.2,6.4,11,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,533,40533,193,5,w,n,-20,,134187,16,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,190,,105.91,D3070,4.2,0.6,63.6,32.1,105.3,63.2,32.2,105.5,6.4,5.0,12.5,,14.5,105.4,5.7,12.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,534,40534,194,1,y,n,-10,,134187,17,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,190,,133.41,D3071,5.6,1.0,75.2,30.7,101.3,76.0,26.9,101.3,7.1,7.7,9.3,,17.6,101.3,7.4,9.3,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,535,40535,194,2,w,n,-10,,134187,18,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,190,,121.43,D3072,4.9,0.8,73.7,32.3,102.8,75.1,28.4,101.5,5.8,7.0,9.2,,17.0,102.2,6.4,9.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,536,40536,195,1,w,n,-20,,134188,1,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,138.92,D1350,6.6,1.2,71.3,32.2,100.8,72.7,31.8,100.2,6.8,5.9,12.0,,17.6,100.5,6.4,12,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,537,40537,195,2,w,n,-20,,134188,2,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,124.13,D1351,5.7,1.0,73.4,27.9,100.2,62.8,24.1,100.8,6.0,6.6,11.5,,17.0,100.5,6.3,11.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,538,40538,195,3,w,n,-20,,134188,3,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,93.44,D1352,4.7,0.8,70.9,33.5,102.8,72.0,29.6,100.9,5.2,5.5,12.0,,16.1,101.9,5.3,12,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,539,40539,196,1,r,n,-10,,134188,4,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,127.35,D1353,5.6,1.0,72.7,27.5,99.9,68.9,30.5,100.6,7.2,6.9,12.5,,17.2,100.3,7.0,12.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,540,40540,196,2,y,n,-10,,134188,5,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,136.59,D1354,6.3,1.1,71.5,28.0,98.8,67.4,29.0,99.6,7.3,6.2,13.5,,17.4,99.2,6.8,13.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,541,40541,196,3,r,n,-10,,134188,6,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,136.37,D1355,5.3,0.9,68.5,24.4,99.1,63.3,27.9,99.9,6.6,6.0,13.5,,17.5,99.5,6.3,13.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,542,40542,196,4,y,n,10,,134188,7,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,128.01,D1356,5.8,1.0,69.6,29.2,99.5,65.5,28.4,99.6,6.3,5.8,13.5,,16.9,99.6,6.0,13.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,543,40543,196,5,y,n,10,,134188,8,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,109.16,D1357,4.1,0.7,59.6,23.2,98.8,60.1,25.4,99.6,3.0,2.8,13.5,,16.0,99.2,2.9,13.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,544,40544,197,1,y,n,-20,,134188,9,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,117.70,D1358,6.0,1.0,72.6,30.5,100.2,72.8,27.0,99.5,7.7,6.8,13.5,,17.4,99.9,7.2,13.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,545,40545,197,2,y,n,-20,,134188,10,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,126.23,D1359,4.8,0.9,72.2,27.2,99.2,71.0,31.7,100.0,7.1,7.1,12.5,,17.8,99.6,7.1,12.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,546,40546,197,3,y,n,-20,,134188,11,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,115.25,D1360,5.5,0.9,71.3,33.6,100.9,74.0,30.7,100.7,6.1,7.1,11.5,,16.8,100.8,6.6,11.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,547,40547,198,1,r,n,-20,,134188,12,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,101.72,D1361,4.9,0.8,62.4,27.1,99.6,61.5,28.7,99.0,5.9,6.3,13.5,,16.4,99.3,6.1,13.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,548,40548,198,2,y,n,-20,,134188,13,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,106.44,D1362,4.1,0.7,61.0,28.0,99.5,65.1,29.2,100.1,5.6,6.0,13.5,,16.3,99.8,5.8,13.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,549,40549,198,3,r,n,-20,,134188,14,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,119.19,D1363,4.8,0.8,66.6,27.4,98.7,64.7,30.6,99.1,6.3,6.2,13.0,,16.9,98.9,6.2,13,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,550,40550,200,1,p,n,-30,,134188,15,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,79.58,D1364,3.4,0.6,63.0,37.0,102.1,63.4,31.5,100.9,5.6,6.2,13.5,,16.5,101.5,5.9,13.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,551,40551,201,1,y,n,-40,,134188,16,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,103.18,D1365,4.6,0.8,67.9,30.9,99.7,66.0,32.9,99.9,6.5,5.6,13.5,,16.5,99.8,6.1,13.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,552,40552,201,2,y,n,-30,,134188,17,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,109.27,D1366,4.5,0.8,68.8,30.5,100.0,66.2,34.1,100.7,6.6,6.4,13.5,,17.1,100.4,6.5,13.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,553,40553,201,3,y,n,-40,,134188,18,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,191,,108.51,D1367,4.2,0.7,63.9,28.9,99.6,60.6,26.8,99.8,5.7,5.4,14.0,,17.1,99.7,5.5,14,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,554,40554,201,4,y,n,-40,,134189,1,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,112.20,D3127,7.0,1.2,59.7,22.5,99.9,59.0,26.5,99.3,4.9,4.9,14.0,,16.4,99.6,4.9,14,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,555,40555,202,1,w,n,-40,,134189,2,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,73.80,D3128,5.7,0.8,68.9,34.2,104.5,70.5,31.7,103.0,6.8,7.2,12.0,,14.7,103.8,7.0,12,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,556,40556,204,1,w,l,10,,134189,3,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,89.44,D3129,6.7,1.1,73.5,28.7,102.9,74.7,26.4,102.0,7.6,5.5,10.0,,16.8,102.5,6.5,10,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,557,40557,205,1,y,n,-10,,134189,4,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,118.91,D3130,9.0,1.5,74.6,25.0,101.6,73.2,25.3,101.3,6.9,6.3,9.0,,16.6,101.5,6.6,9,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,558,40558,205,2,y,l,10,,134189,5,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,112.01,D3131,7.9,1.3,73.0,25.8,101.3,74.4,24.1,101.3,6.0,6.0,10.0,,16.9,101.3,6.0,10,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,559,40559,205,3,w,l,-10,,134189,6,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,102.92,D3132,7.9,1.4,72.5,26.1,101.0,73.4,24.7,100.2,6.9,6.2,11.0,,17.2,100.6,6.5,11,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,560,40560,206,1,y,n,-10,,134189,7,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,121.08,D3133,8.0,1.3,74.1,24.1,100.0,73.5,24.8,100.6,6.3,5.8,10.0,,16.8,100.3,6.0,10,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,561,40561,206,2,y,n,-10,,134189,8,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,121.77,D3134,8.8,1.5,74.1,26.5,100.7,73.8,23.6,99.4,6.0,5.5,10.0,,16.7,100.1,5.7,10,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,562,40562,206,3,y,n,-10,,134189,9,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,112.67,D3135,8.8,1.5,74.4,27.4,101.0,75.5,24.0,100.6,6.5,5.5,9.0,,16.8,100.8,6.0,9,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,563,40563,206,4,y,l,10,,134189,10,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,106.46,D3136,7.9,1.3,70.0,24.3,101.0,69.9,26.7,100.8,6.4,6.8,12.0,,16.6,100.9,6.6,12,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,564,40564,206,5,y,l,-10,,134189,11,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,109.69,D3137,7.7,1.4,71.7,22.9,100.9,71.5,25.3,100.2,6.6,5.1,12.0,,17.7,100.6,5.9,12,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,565,40565,207,1,y,n,-10,,134189,12,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,104.81,D3138,7.8,1.3,75.4,25.6,101.6,75.9,25.8,101.9,6.4,6.1,9.0,,16.3,101.8,6.2,9,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,566,40566,207,2,y,n,-10,,134189,13,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,88.84,D3139,7.6,1.3,75.3,25.3,99.9,76.1,25.5,100.9,6.1,5.7,8.5,,16.6,100.4,5.9,8.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,567,40567,207,3,y,n,10,,134189,14,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,96.37,D3140,7.7,1.3,74.0,31.8,103.9,74.5,24.2,100.8,6.0,5.5,8.5,,16.2,102.4,5.8,8.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,568,40568,207,4,y,n,-10,,134189,15,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,72.21,D3141,6.1,0.9,71.5,24.7,101.5,71.5,23.1,102.3,4.9,4.6,9.5,,15.1,101.9,4.7,9.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,569,40569,209,1,w,n,-10,,134189,16,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,77.88,D3142,6.7,1.0,74.0,28.6,102.1,73.4,25.0,101.0,5.2,5.3,8.5,,15.6,101.6,5.2,8.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,570,40570,210,1,w,n,-10,,134189,17,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,96.06,D3143,7.8,1.2,75.3,27.4,102.3,76.0,26.1,101.1,6.3,6.1,8.5,,16.0,101.7,6.2,8.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,571,40571,210,2,w,n,-10,,134189,18,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,192,,95.20,D3144,7.0,1.2,75.0,22.4,100.5,75.2,24.9,100.8,6.1,5.9,8.0,,16.7,100.7,6.0,8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,572,40572,210,3,w,n,-10,,134190,1,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,99.87,D1099,8.3,1.4,74.9,22.8,101.6,74.1,23.0,101.4,8.1,5.1,7.2,,16.5,101.5,6.6,7.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,573,40573,210,4,w,n,-10,,134190,2,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,89.30,D1100,6.7,1.1,74.0,27.1,102.4,74.2,25.1,101.3,5.5,5.3,9.0,,16.7,101.9,5.4,9,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,574,40574,212,1,y,n,-10,,134190,3,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,115.18,D1101,9.9,1.7,75.5,25.4,101.0,75.5,27.7,102.8,7.2,6.7,8.3,,17.2,101.9,7.0,8.3,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,575,40575,212,2,y,n,-10,,134190,4,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,118.95,D1102,9.4,1.6,74.9,26.7,101.8,75.5,28.0,102.5,5.6,5.9,8.0,,16.6,102.2,5.7,8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,576,40576,212,3,y,n,-10,,134190,5,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,107.99,D1103,8.7,1.5,75.9,24.4,101.3,75.6,25.5,100.0,6.6,5.8,7.9,,16.7,100.7,6.2,7.9,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,577,40577,212,4,y,n,-10,,134190,6,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,122.66,D1104,9.6,1.6,73.0,31.0,103.5,75.0,26.8,101.1,7.0,6.3,8.3,,16.8,102.3,6.7,8.3,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,578,40578,212,5,y,n,-10,,134190,7,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,108.63,D1105,8.0,1.4,74.6,26.6,100.9,74.2,28.1,101.9,5.9,5.6,9.0,,17.0,101.4,5.7,9,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,579,40579,213,1,w,n,-20,,134190,8,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,72.35,D1106,6.7,1.1,74.1,31.4,104.5,74.1,30.2,104.4,7.0,5.6,7.3,,16.0,104.5,6.3,7.3,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,580,40580,214,1,y,n,-10,,134190,9,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,86.83,D1107,7.5,1.2,75.0,24.8,101.7,74.8,24.0,100.5,6.3,6.3,6.8,,16.0,101.1,6.3,6.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,581,40581,214,2,y,n,-10,,134190,10,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,113.37,D1108,9.5,1.5,74.8,26.4,104.2,75.6,28.5,103.9,5.8,6.0,7.0,,15.6,104.1,5.9,7,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,582,40582,214,3,y,n,-10,,134190,11,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,102.45,D1109,8.3,1.3,75.1,23.8,102.2,73.1,22.8,100.4,5.8,5.5,7.3,,15.8,101.3,5.6,7.3,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,583,40583,214,4,y,n,10,,134190,12,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,102.17,D1110,7.3,1.2,75.5,25.0,101.0,75.9,24.5,101.5,6.3,5.3,7.4,,16.2,101.3,5.8,7.4,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,584,40584,214,5,y,n,-10,,134190,13,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,91.57,D1111,6.8,1.0,74.4,25.6,102.1,74.1,28.6,103.7,6.0,5.6,7.9,,15.1,102.9,5.8,7.9,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,585,40585,214,6,y,n,10,,134190,14,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,85.82,D1112,6.9,1.1,73.1,28.9,101.0,71.2,25.1,101.3,4.8,5.4,9.1,,16.1,101.2,5.1,9.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,586,40586,215,1,w,n,-10,,134190,15,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,50.69,D1113,5.3,0.8,74.1,29.1,104.2,73.3,31.5,106.3,5.2,5.2,7.2,,14.8,105.3,5.2,7.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,587,40587,216,1,p,n,-10,,134190,16,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,85.50,D1114,7.3,1.1,72.4,33.9,105.6,74.8,28.5,105.3,6.4,5.9,6.3,,15.6,105.5,6.2,6.3,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,588,40588,217,1,w,n,-10,,134190,17,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,76.36,D1115,7.0,1.1,74.0,32.9,106.1,73.0,32.5,104.5,5.3,5.5,7.4,,15.6,105.3,5.4,7.4,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,589,40589,217,2,w,n,-10,,134190,18,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,193,,79.91,D1116,6.3,1.0,75.1,29.3,105.1,73.3,33.5,107.8,5.5,6.0,6.8,,16.0,106.5,5.7,6.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,590,40590,218,1,w,n,-20,,134191,1,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,194,,67.76,D1224,5.8,0.8,71.0,34.7,106.8,71.2,34.8,107.1,4.9,5.9,5.5,,14.2,107.0,5.4,5.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,591,40591,219,1,w,n,-10,,134191,2,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,194,,93.56,D1170,7.1,1.2,72.4,27.0,101.3,73.1,27.7,100.3,6.3,6.1,8.8,,16.7,100.8,6.2,8.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,592,40592,219,2,w,n,-10,,134191,3,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,194,,92.16,D1171,7.2,1.2,72.4,27.8,100.5,72.3,27.8,99.6,6.4,6.6,10.0,,16.2,100.1,6.5,10,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,593,40593,219,3,w,n,-10,,134191,4,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,194,,89.58,D1172,6.8,1.1,71.7,28.8,103.7,71.8,32.6,101.6,5.8,6.0,9.8,,15.9,102.7,5.9,9.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,594,40594,220,1,y,n,10,,134191,5,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,194,,142.79,D1173,8.0,1.6,56.6,21.0,99.3,59.8,22.4,99.0,1.5,1.6,17.2,,20.4,99.2,1.5,17.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,595,40595,220,2,y,n,10,,134191,6,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,194,,122.44,D1174,8.1,1.6,66.7,29.4,99.3,66.4,28.8,100.0,3.3,3.7,15.8,,19.9,99.7,3.5,15.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,596,40596,220,3,y,l,10,,134191,7,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,194,,127.84,D1175,8.1,1.6,68.7,28.3,100.0,68.5,26.9,99.9,4.1,4.5,15.1,,19.8,100.0,4.3,15.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,597,40597,220,4,y,n,20,,134191,8,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,194,,123.87,D1176,8.4,1.7,66.6,30.3,100.2,65.2,24.8,99.8,5.4,4.0,15.2,,20.1,100.0,4.7,15.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,598,40598,221,1,p,l,-10,,134191,9,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,194,,89.87,D1225,5.5,1.0,56.3,25.9,100.1,56.7,25.5,100.1,2.3,2.3,16.0,,18.2,100.1,2.3,16,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,599,40599,225,1,w,n,10,,134191,10,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,194,,82.67,D1226,5.9,1.1,60.6,21.7,100.1,60.1,23.8,100.2,2.4,2.0,15.8,,18.9,100.2,2.2,15.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
4,600,40600,225,2,w,l,10,,134191,11,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,4,194,,124.05,D1227,7.3,1.5,61.4,24.1,99.3,61.8,21.8,99.7,2.5,2.1,16.0,,19.9,99.5,2.3,16,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
