vine_id,from,to,length,to_shoot_id,spurs,cane_id,diameter,to_origin_id,orientation,base_origin_id,notes,
3,140,141,80,,,,,,E,5,,
3,141,142,100,,,,,,E,5,,
3,142,143,120,59,,15,,,E,5,,
3,143,144,40,60,,15,,,E,5,,
3,144,145,70,61,,15,,,E,5,,
3,145,146,90,62,,15,,,E,5,,
3,146,147,100,63,,15,,,E,5,,
3,147,148,110,,,15,,,E,5,,
3,148,149,230,64,,15,,,E,5,,
3,149,150,90,65,,15,,,E,5,,
3,150,151,60,66,,15,,,E,5,,
3,151,152,140,67,,15,,,E,5,,
3,152,153,50,68,,15,,,E,5,,
3,153,154,50,69,,15,,,E,5,,
3,154,155,70,70,,15,,,E,5,,
3,155,156,80,71,,15,,,E,5,,
3,156,157,90,72,,15,,,E,5,,
3,158,125,180,,,,,5,,5,,
3,158,159,40,,,,,,E,6,,
3,159,160,50,,,,,,E,6,,
3,160,161,180,,,,,,E,6,,
3,161,162,40,,,,,,W,6,,
3,162,163,190,73,,,,,W,6,,
3,160,164,130,,,,,,E,6,,
3,164,165,120,74,,,,,E,6,,
3,165,166,10,75,,,,,E,6,,
3,167,158,100,,,,,6,,6,,
3,167,168,120,,,,,,W,7,,
3,168,169,60,,.,,,,W,7,,
3,169,170,130,,.,,,,W,7,,
3,170,171,50,,,,,,W,7,,
3,171,172,180,78,,,,,W,7,,
3,170,173,150,,,,,,W,7,,
3,173,174,20,,,,,,W,7,,
3,174,175,20,76,,,,,W,7,,
3,174,176,10,,,,,,W,7,,
3,176,177,70,77,,,,,W,7,,
3,169,178,50,,,,,,W,7,,
3,178,179,150,,,,,,W,7,,
3,179,180,20,,,,,,W,7,,
3,180,181,80,79,,,,,W,7,,
3,178,182,50,,,,,,W,7,,
3,182,183,40,,,,,,W,7,,
3,183,184,110,80,,,,,W,7,,
3,185,167,430,,,,,7,,7,,
3,185,186,240,,,,,,W,8,,
3,186,187,90,,,,,,W,8,,
3,187,188,110,,,,,,W,8,,
3,188,189,210,,.,3,,,W,8,,
3,189,190,50,,,3,,,W,8,,
3,190,191,20,81,,3,,,W,8,,
3,190,192,120,82,,3,,,W,8,,
3,189,193,60,,.,3,,,W,8,,
3,193,194,50,,,3,,,W,8,,
3,194,195,70,83,,3,,,W,8,,
3,193,196,450,,.,3,,,W,8,,
3,196,197,60,,,3,,,W,8,,
3,197,198,100,84,,3,,,W,8,,
3,196,199,150,,.,3,,,W,8,,
3,199,200,30,,,3,,,W,8,,
3,200,201,80,85,,3,,,W,8,,
3,199,202,110,,.,3,,,W,8,,
3,202,203,80,,,3,,,W,8,,
3,203,204,80,86,,3,,,W,8,,
3,202,205,60,,.,3,,,W,8,,
3,205,206,20,,,3,,,W,8,,
3,206,207,40,87,,3,,,W,8,,
3,205,208,120,,.,3,,,W,8,,
3,208,209,20,,,3,,,W,8,,
3,209,210,20,88,,3,,,W,8,,
3,208,211,160,,.,3,,,W,8,,
3,211,212,50,,,3,,,W,8,,
3,212,213,90,89,,3,,,W,8,,
3,211,214,110,,.,3,,,W,8,,
3,214,215,20,,,3,,,W,8,,
3,215,216,50,90,,3,,,W,8,,
3,214,217,60,,.,3,,,W,8,,
3,217,218,70,,,3,,,W,8,,
3,218,219,80,91,,3,,,W,8,,
3,217,220,70,,.,3,,,W,8,,
3,220,221,20,,,3,,,W,8,,
3,221,222,90,92,,3,,,W,8,,
3,220,223,90,,.,3,,,W,8,,
3,223,224,60,,,3,,,W,8,,
3,224,225,40,93,,3,,,W,8,,
3,226,185,130,,,,,8,,8,,
3,226,227,10,,.,,,,E,9,,
3,227,228,150,,,,,,E,9,,
3,228,229,70,,,,,,E,9,,
3,229,230,100,94,,,,,E,9,,
3,227,231,110,,.,,,,E,9,,
3,231,232,60,,,,,,E,9,,
3,232,233,120,,,,,,E,9,,
3,233,234,90,95,,,,,E,9,,
3,231,235,30,,.,,,,E,9,,
3,235,236,60,96,,,,,E,9,,
3,235,237,70,,.,,,,E,9,,
3,237,238,90,97,,,,,E,9,,
3,226,239,110,,,,,,E,9,,
3,239,240,220,,,,,,E,9,,
3,240,241,150,,.,13,,,E,9,,
3,241,242,60,,,13,,,E,9,,
3,242,243,10,102,,13,,,E,9,,
3,243,244,120,103,,13,,,E,9,,
3,241,245,,,.,13,,,E,9,,
3,245,246,90,,,13,,,E,9,,
3,246,247,70,104,,13,,,E,9,,
3,245,248,160,,.,13,,,E,9,,
3,248,249,80,,,13,,,E,9,,
3,249,250,110,105,,13,,,E,9,,
3,248,251,260,,.,13,,,E,9,,
3,251,252,20,,,13,,,E,9,,
3,252,253,50,106,,13,,,E,9,,
3,253,254,90,107,,13,,,E,9,,
3,251,255,140,,.,13,,,E,9,,
3,255,256,110,,,13,,,E,9,,
3,256,257,90,108,,13,,,E,9,,
3,255,258,180,,.,13,,,E,9,,
3,258,259,100,,,13,,,E,9,,
3,259,260,110,109,,13,,,E,9,,
3,258,261,130,,.,13,,,E,9,,
3,261,262,100,,,13,,,E,9,,
3,262,263,120,110,,13,,,E,9,,
3,261,264,140,,.,13,,,E,9,,
3,264,265,90,,,13,,,E,9,,
3,265,266,50,111,,13,,,E,9,,
3,264,267,60,,.,13,,,E,9,,
3,267,268,30,,,13,,,E,9,,
3,268,269,50,112,,13,,,E,9,,
3,269,270,90,113,,13,,,E,9,,
3,267,271,70,,.,13,,,E,9,,
3,271,272,30,,,13,,,E,9,,
3,272,273,110,114,,13,,,E,9,,
3,271,274,60,,.,13,,,E,9,,
3,274,275,20,,,13,,,E,9,,
3,275,276,110,115,,13,,,E,9,,
3,274,277,180,,.,13,,,E,9,,
3,277,278,70,,,13,,,E,9,,
3,278,279,80,116,,13,,,E,9,,
3,279,280,40,117,,13,,,E,9,,
3,277,281,70,,.,13,,,E,9,,
3,281,282,60,,,13,,,E,9,,
3,282,283,120,118,,13,,,E,9,,
3,281,284,100,,.,13,,,E,9,,
3,284,285,50,,,13,,,E,9,,
3,285,286,70,119,,13,,,E,9,,
3,284,287,150,,.,13,,,E,9,,
3,287,288,70,,,13,,,E,9,,
3,288,289,80,120,,13,,,E,9,,
3,289,290,40,121,,13,,,E,9,,
3,287,291,260,,.,13,,,E,9,,
3,291,292,40,,,13,,,E,9,,
3,292,293,70,122,,13,,,E,9,,
3,239,294,280,,,,,,E,9,,
3,294,295,150,,.,14,,,E,9,,
3,295,296,80,,,14,,,E,9,,
3,296,297,100,123,,14,,,E,9,,
3,295,298,90,,.,14,,,E,9,,
3,298,299,110,124,,14,,,E,9,,
3,298,300,140,,.,14,,,E,9,,
3,300,301,60,,,14,,,E,9,,
3,301,302,100,125,,14,,,E,9,,
3,300,303,140,,.,14,,,E,9,,
3,303,304,100,,,14,,,E,9,,
3,304,305,70,126,,14,,,E,9,,
3,305,306,70,127,,14,,,E,9,,
3,303,307,150,,.,14,,,E,9,,
3,307,308,50,128,,14,,,E,9,,
3,307,309,20,,.,14,,,E,9,,
3,309,310,80,,,14,,,E,9,,
3,310,311,50,129,,14,,,E,9,,
3,311,312,90,130,,14,,,E,9,,
3,309,313,310,,.,14,,,E,9,,
3,313,314,90,,,14,,,E,9,,
3,314,315,60,131,,14,,,E,9,,
3,313,316,110,,.,14,,,E,9,,
3,316,317,50,,,14,,,E,9,,
3,317,318,50,132,,14,,,E,9,,
3,316,319,60,,.,14,,,E,9,,
3,319,320,70,,,14,,,E,9,,
3,320,321,80,133,,14,,,E,9,,
3,319,322,150,,.,14,,,E,9,,
3,322,323,100,,,14,,,E,9,,
3,323,324,50,134,,14,,,E,9,,
3,324,325,30,135,,14,,,E,9,,
3,322,326,330,,.,14,,,E,9,,
3,326,327,70,,,14,,,E,9,,
3,327,328,60,136,,14,,,E,9,,
3,326,329,160,,.,14,,,E,9,,
3,329,330,120,,,14,,,E,9,,
3,330,331,50,137,,14,,,E,9,,
3,329,332,170,,.,14,,,E,9,,
3,332,333,180,,,14,,,E,9,,
3,333,334,40,138,,14,,,E,9,,
3,334,335,30,139,,14,,,E,9,,
3,332,336,80,,.,14,,,E,9,,
3,336,337,110,,,14,,,E,9,,
3,337,338,30,140,,14,,,E,9,,
3,338,339,50,141,,14,,,E,9,,
3,239,340,30,,.,,,,E,9,,
3,340,341,80,98,,,,,E,9,,
3,341,342,20,99,,,,,E,9,,
3,340,343,10,,,,,,E,9,,
3,343,344,30,100,,,,,E,9,,
3,344,345,50,101,,,,,E,9,,
3,346,226,360,,,,,9,,9,girdle to origin,
3,347,346,550,,,,,,,,graft to girdle,
3,348,347,920,,,,,,,,ground to graft,
3,347,349,590,,,,,,,,graft to girdle,
3,349,350,360,,,,,10,,10,girdle to origin,
3,350,351,220,,,,,,W,10,,
3,351,352,210,,,,,,W,10,,
3,352,353,190,,.,4,,,W,10,,
3,353,354,10,,,4,,,W,10,,
3,354,355,50,142,,4,,,W,10,,
3,353,356,10,,.,4,,,W,10,,
3,356,357,10,143,,4,,,W,10,,
3,357,358,10,144,,4,,,W,10,,
3,356,359,100,,.,4,,,W,10,,
3,359,360,20,145,,4,,,W,10,,
3,359,361,100,,.,4,,,W,10,,
3,361,362,110,,,4,,,W,10,,
3,362,363,100,146,,4,,,W,10,,
3,361,364,290,,.,4,,,W,10,,
3,364,365,110,,,4,,,W,10,,
3,365,366,100,147,,4,,,W,10,,
3,364,367,110,,.,4,,,W,10,,
3,367,368,100,148,,4,,,W,10,,
3,367,369,60,,.,4,,,W,10,,
3,369,370,80,,,4,,,W,10,,
3,370,371,110,149,,4,,,W,10,,
3,369,372,80,,.,4,,,W,10,,
3,372,373,70,,,4,,,W,10,,
3,373,374,120,150,,4,,,W,10,,
3,372,375,140,,.,4,,,W,10,,
3,375,376,110,,,4,,,W,10,,
3,376,377,80,151,,4,,,W,10,,
3,375,378,220,,.,4,,,W,10,,
3,378,379,60,,,4,,,W,10,,
3,379,380,110,152,,4,,,W,10,,
3,378,381,150,,.,4,,,W,10,,
3,381,382,100,,,4,,,W,10,,
3,382,383,70,153,,4,,,W,10,,
3,381,384,100,,.,4,,,W,10,,
3,384,385,60,,,4,,,W,10,,
3,385,386,110,154,,4,,,W,10,,
3,384,387,80,,.,4,,,W,10,,
3,387,388,30,,,4,,,W,10,,
3,388,389,60,155,,4,,,W,10,,
3,387,390,90,,.,4,,,W,10,,
3,390,391,100,,,4,,,W,10,,
3,391,392,120,156,,4,,,W,10,,
3,390,393,110,,.,4,,,W,10,,
3,393,394,60,,,4,,,W,10,,
3,394,395,70,157,,4,,,W,10,,
3,393,396,180,,.,4,,,W,10,,
3,396,397,140,,,4,,,W,10,,
3,397,398,70,158,,4,,,W,10,,
3,350,399,120,,,,,11,,11,,
3,399,400,20,,,,,,E,11,,
3,400,401,10,,,,,,E,11,,
3,401,402,80,,,,,,E,11,,
3,402,403,80,,,,,,E,11,,
3,403,404,60,,,,,,E,11,,
3,404,405,70,161,,,,,E,11,,
3,401,406,150,,,,,,E,11,,
3,406,407,40,,,,,,E,11,,
3,407,408,60,159,,,,,E,11,,
3,406,409,30,,,,,,E,11,,
3,409,410,50,,,,,,E,11,,
3,410,411,40,160,,,,,E,11,,
3,400,412,170,,,,,,E,11,,
3,412,413,140,,,,,,E,11,,
3,413,414,220,,.,12,,,E,11,,
3,414,415,30,,,12,,,E,11,,
3,415,416,90,162,,12,,,E,11,,
3,416,417,30,163,,12,,,E,11,,
3,414,418,50,,.,12,,,E,11,,
3,418,419,120,,,12,,,E,11,,
3,419,420,50,164,,12,,,E,11,,
3,418,421,170,,.,12,,,E,11,,
3,421,422,50,,,12,,,E,11,,
3,422,423,90,165,,12,,,E,11,,
3,421,424,120,,.,12,,,E,11,,
3,424,425,90,,,12,,,E,11,,
3,425,426,90,166,,12,,,E,11,,
3,424,427,270,,.,12,,,E,11,,
3,427,428,90,,,12,,,E,11,,
3,428,429,80,167,,12,,,E,11,,
3,427,430,90,,.,12,,,E,11,,
3,430,431,200,,,12,,,E,11,,
3,431,432,160,168,,12,,,E,11,,
3,430,433,110,,.,12,,,E,11,,
3,433,434,140,,,12,,,E,11,,
3,434,435,150,169,,12,,,E,11,,
3,433,436,170,,.,12,,,E,11,,
3,436,437,180,,,12,,,E,11,,
3,437,438,70,170,,12,,,E,11,,
3,436,439,90,,.,12,,,E,11,,
3,439,440,100,,,12,,,E,11,,
3,440,441,80,171,,12,,,E,11,,
3,439,442,160,,.,12,,,E,11,,
3,442,443,110,,,12,,,E,11,,
3,443,444,90,172,,12,,,E,11,,
3,442,445,70,,.,12,,,E,11,,
3,445,446,60,,,12,,,E,11,,
3,446,447,150,173,,12,,,E,11,,
3,445,448,120,,.,12,,,E,11,,
3,448,449,110,174,,12,,,E,11,,
3,448,450,90,,.,12,,,E,11,,
3,450,451,110,,,12,,,E,11,,
3,451,452,50,175,,12,,,E,11,,
3,450,453,140,,.,12,,,E,11,,
3,453,454,140,,,12,,,E,11,,
3,454,455,90,176,,12,,,E,11,,
3,453,456,70,,.,12,,,E,11,,
3,456,457,30,,,12,,,E,11,,
3,457,458,110,177,,12,,,E,11,,
3,456,459,70,,.,12,,,E,11,,
3,459,460,170,,,12,,,E,11,,
3,460,461,80,178,,12,,,E,11,,
3,459,462,100,,.,12,,,E,11,,
3,462,463,110,,,12,,,E,11,,
3,463,464,70,179,,12,,,E,11,,
3,462,465,70,,.,12,,,E,11,,
3,465,466,20,180,,12,,,E,11,,
3,465,467,90,,.,12,,,E,11,,
3,467,468,70,,,12,,,E,11,,
3,468,469,70,181,,12,,,E,11,,
3,469,470,30,182,,12,,,E,11,,
3,399,471,200,,,,,12,,12,,
3,471,472,90,,,,,,W,12,,
3,472,473,100,,,,,,W,12,,
3,473,474,70,,.,,,,W,12,,
3,474,475,70,,,,,,W,12,,
3,475,476,170,,,,,,W,12,,
3,476,477,100,183,,,,,W,12,,
3,474,478,60,,.,,,,W,12,,
3,478,479,20,184,,,,,W,12,,
3,479,480,10,185,,,,,W,12,,
3,478,481,40,,.,,,,W,12,,
3,481,482,90,,,,,,W,12,,
3,482,483,20,,,,,,W,12,,
3,483,484,90,186,,,,,W,12,,
3,472,485,220,,,,,,W,12,,
3,485,486,60,,.,5,,,W,12,,
3,486,487,120,187,,5,,,W,12,,
3,486,488,60,,.,5,,,W,12,,
3,488,489,110,188,,5,,,W,12,,
3,488,490,260,,.,5,,,W,12,,
3,490,491,100,,,5,,,W,12,,
3,491,492,120,189,,5,,,W,12,,
3,490,493,170,,.,5,,,W,12,,
3,493,494,160,,,5,,,W,12,,
3,494,495,100,190,,5,,,W,12,,
3,493,496,440,,.,5,,,W,12,,
3,496,497,90,,,5,,,W,12,,
3,497,498,130,191,,5,,,W,12,,
3,496,499,110,,.,5,,,W,12,,
3,499,500,130,,,5,,,W,12,,
3,500,501,60,192,,5,,,W,12,,
3,499,502,170,,.,5,,,W,12,,
3,502,503,140,193,,5,,,W,12,,
3,502,504,110,,.,5,,,W,12,,
3,504,505,160,,,5,,,W,12,,
3,505,506,60,194,,5,,,W,12,,
3,504,507,180,,.,5,,,W,12,,
3,507,508,140,,,5,,,W,12,,
3,508,509,180,195,,5,,,W,12,,
3,507,510,100,,.,5,,,W,12,,
3,510,511,150,,,5,,,W,12,,
3,511,512,80,196,,5,,,W,12,,
3,510,513,290,,.,5,,,W,12,,
3,513,514,100,,,5,,,W,12,,
3,514,515,100,197,,5,,,W,12,,
3,513,516,90,,.,5,,,W,12,,
3,516,517,50,,,5,,,W,12,,
3,517,518,140,198,,5,,,W,12,,
3,516,519,190,,.,5,,,W,12,,
3,519,520,10,199,,5,,,W,12,,
3,520,521,90,200,,5,,,W,12,,
3,485,522,140,,,,,,W,12,,
3,522,523,190,,,,,,W,12,,
3,523,524,130,,.,6,,,W,12,,
3,524,525,130,201,,6,,,W,12,,
3,524,526,100,,.,6,,,W,12,,
3,526,527,60,202,,6,,,W,12,,
3,526,528,60,,.,6,,,W,12,,
3,528,529,80,,,6,,,W,12,,
3,529,530,90,203,,6,,,W,12,,
3,528,531,120,,.,6,,,W,12,,
3,531,532,130,204,,6,,,W,12,,
3,531,533,190,,.,6,,,W,12,,
3,533,534,60,,,6,,,W,12,,
3,534,535,90,205,,6,,,W,12,,
3,535,536,40,206,,6,,,W,12,,
3,533,537,280,,.,6,,,W,12,,
3,537,538,90,,,6,,,W,12,,
3,538,539,80,207,,6,,,W,12,,
3,537,540,140,,.,6,,,W,12,,
3,540,541,80,,,6,,,W,12,,
3,541,542,60,208,,6,,,W,12,,
3,540,543,90,,.,6,,,W,12,,
3,543,544,60,,,6,,,W,12,,
3,544,545,60,209,,6,,,W,12,,
3,543,546,160,,.,6,,,W,12,,
3,546,547,120,,,6,,,W,12,,
3,547,548,90,210,,6,,,W,12,,
3,546,549,140,,.,6,,,W,12,,
3,549,550,130,,,6,,,W,12,,
3,550,551,110,211,,6,,,W,12,,
3,549,552,250,,.,6,,,W,12,,
3,552,553,60,,,6,,,W,12,,
3,553,554,130,212,,6,,,W,12,,
3,552,555,210,,.,6,,,W,12,,
3,555,556,20,,,6,,,W,12,,
3,556,557,10,213,,6,,,W,12,,
3,555,558,180,,.,6,,,W,12,,
3,558,559,90,,,6,,,W,12,,
3,559,560,40,214,,6,,,W,12,,
3,560,561,40,215,,6,,,W,12,,
3,471,562,260,,,,,13,,13,,
3,562,563,80,,,,,,W,13,,
3,563,564,70,,,,,,W,13,,
3,564,565,100,,,,,,W,13,,
3,565,566,70,,,,,,W,13,,
3,566,567,30,216,,,,,W,13,,
3,567,568,20,217,,,,,W,13,,
3,562,569,110,,,,,14,,14,,
3,569,570,40,,,,,,E,14,,
3,570,571,80,,,,,,E,14,,
3,571,572,60,,.,,,,E,14,,
3,572,573,40,218,,,,,E,14,,
3,573,574,60,219,,,,,E,14,,
3,572,575,20,,,,,,E,14,,
3,575,576,60,,,,,,E,14,,
3,576,577,150,220,,,,,E,14,,
3,570,578,50,,,,,,E,14,,
3,578,579,90,,.,11,,,E,14,,
3,579,580,30,,,11,,,E,14,,
3,580,581,60,221,,11,,,E,14,,
3,579,582,90,,.,11,,,E,14,,
3,582,583,90,222,,11,,,E,14,,
3,582,584,80,,.,11,,,E,14,,
3,584,585,130,,,11,,,E,14,,
3,585,586,70,223,,11,,,E,14,,
3,584,587,100,,.,11,,,E,14,,
3,587,588,10,,,11,,,E,14,,
3,588,589,50,224,,11,,,E,14,,
3,587,590,70,,.,11,,,E,14,,
3,590,591,20,,,11,,,E,14,,
3,591,592,80,225,,11,,,E,14,,
3,590,593,180,,.,11,,,E,14,,
3,593,594,30,,,11,,,E,14,,
3,594,595,100,226,,11,,,E,14,,
3,593,596,70,,.,11,,,E,14,,
3,596,597,20,,,11,,,E,14,,
3,597,598,110,227,,11,,,E,14,,
3,596,599,110,,.,11,,,E,14,,
3,599,600,90,,,11,,,E,14,,
3,600,601,80,228,,11,,,E,14,,
3,599,602,700,,.,11,,,E,14,,
3,602,603,30,229,,11,,,E,14,,
,602,604,130,,.,11,,,E,14,,
3,604,605,80,,,11,,,E,14,,
3,605,606,70,230,,11,,,E,14,,
3,604,607,380,,.,11,,,E,14,,
3,607,608,20,,,11,,,E,14,,
3,608,609,50,231,,11,,,E,14,,
3,609,610,20,232,,11,,,E,14,,
3,607,611,280,,.,11,,,E,14,,
3,611,612,40,,,11,,,E,14,,
3,612,613,60,233,,11,,,E,14,,
3,611,614,80,,.,11,,,E,14,,
3,614,615,70,,,11,,,E,14,,
3,615,616,90,234,,11,,,E,14,,
3,614,617,170,,.,11,,,E,14,,
3,617,618,60,,,11,,,E,14,,
3,618,619,30,235,,11,,,E,14,,
3,619,620,10,236,,11,,,E,14,,
3,569,621,110,,,,,15,,15,,
3,621,622,230,,,,,,E,15,,
3,622,623,50,,,,,,E,15,,
3,623,624,50,,,,,,E,15,,
3,624,625,60,,.,10,,,E,15,,
3,625,626,70,,,10,,,E,15,,
3,626,627,90,237,,10,,,E,15,,
3,625,628,180,,.,10,,,E,15,,
3,628,629,60,,,10,,,E,15,,
3,629,630,80,238,,10,,,E,15,,
3,628,631,170,,.,10,,,E,15,,
3,631,632,100,,,10,,,E,15,,
3,632,633,110,239,,10,,,E,15,,
3,631,634,130,,.,10,,,E,15,,
3,634,635,30,,,10,,,E,15,,
3,635,636,100,240,,10,,,E,15,,
3,634,637,70,,.,10,,,E,15,,
3,637,638,60,,,10,,,E,15,,
3,638,639,160,241,,10,,,E,15,,
3,637,640,110,,.,10,,,E,15,,
3,640,641,40,,,10,,,E,15,,
3,641,642,90,242,,10,,,E,15,,
3,640,643,190,,.,10,,,E,15,,
3,643,644,100,,,10,,,E,15,,
3,644,645,90,243,,10,,,E,15,,
3,645,646,30,244,,10,,,E,15,,
3,643,647,280,,.,10,,,E,15,,
3,647,648,80,,,10,,,E,15,,
3,648,649,90,245,,10,,,E,15,,
3,647,650,120,,.,10,,,E,15,,
3,650,651,150,,,10,,,E,15,,
3,651,652,90,246,,10,,,E,15,,
3,650,653,90,,.,10,,,E,15,,
3,653,654,50,,,10,,,E,15,,
3,654,655,60,247,,10,,,E,15,,
3,653,656,80,,.,10,,,E,15,,
3,656,657,30,,,10,,,E,15,,
3,657,658,50,248,,10,,,E,15,,
3,656,659,80,,.,10,,,E,15,,
3,659,660,90,,,10,,,E,15,,
3,660,661,80,249,,10,,,E,15,,
3,661,662,40,250,,10,,,E,15,,
3,659,663,130,,.,10,,,E,15,,
3,663,664,20,,,10,,,E,15,,
3,664,665,40,251,,10,,,E,15,,
3,663,666,90,,.,10,,,E,15,,
3,666,667,20,,,10,,,E,15,,
3,667,668,50,252,,10,,,E,15,,
3,666,669,130,,.,10,,,E,15,,
3,669,670,90,,,10,,,E,15,,
3,670,671,40,253,,10,,,E,15,,
3,671,672,60,254,,10,,,E,15,,
3,669,673,90,,.,10,,,E,15,,
3,673,674,130,,,10,,,E,15,,
3,674,675,40,299,,10,,,E,15,,
3,675,676,10,300,,10,,,E,15,,
3,673,677,80,,.,10,,,E,15,,
3,677,678,70,301,,10,,,E,15,,
