SampleID,FruitNo,FAST_Date,OrchName,ExptName,Cultivar,TmtNAME,BlockNAME,PlotNAME,Location,FrtWt,DishID,FWslice,DWslice,L1,Chroma1,Hue1,L2,Chroma2,Hue2,Firm1,Firm2,SSC1,SSC2,DM,avHue,avFirm,avSSC,Comments,Blk seed,Red Spread,Red Int Inner,Red Int Outer,Yellow(FAST),CoreFirm,Rot,Bomb,LTB,Shrivel,SampleSSCAvg,SampleSSCMin,SampleSSCMax,SampleSSCPass,Flatplate_1,Flatplate_2,Pericarp_Firm,Frt_Diam_W1,Frt_Diam_W2,Frt_Length,nonD_Firm_1,nonD_Firm_2,Firm_Gun_1,Firm_Gun_2,Seed_Wt_Total,Seed_Wt_Sub,Full_Seed_Wt_Sub,Full_Seed_Count_Sub,Empty_Seed_Count_Sub,,,,,,,,,,
134466,6,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,298,,90.82,D0234,6.0,1.1,57.7,25.6,99.6,57.9,25.4,99.5,2.2,2.1,16.0,,18.9,99.6,2.1,16,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134466,7,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,298,,121.72,D0235,5.6,1.1,57.2,26.0,99.0,58.0,22.8,99.3,2.4,1.9,16.2,,19.0,99.2,2.1,16.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134466,8,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,298,,117.87,D0236,7.2,1.4,58.1,23.8,98.1,59.7,23.9,98.8,2.1,2.2,16.0,,19.6,98.5,2.1,16,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134466,9,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,298,,114.16,D0237,7.2,1.4,59.3,25.6,98.6,60.2,23.3,99.4,2.3,2.5,16.2,,19.6,99.0,2.4,16.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134466,10,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,298,,111.98,D0238,6.9,1.4,64.9,27.0,99.1,62.7,27.2,99.0,2.5,2.8,16.4,,20.2,99.1,2.6,16.4,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134466,11,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,298,,98.11,D0239,7.7,1.5,63.8,27.5,99.1,62.8,26.2,99.1,3.4,2.5,15.8,,19.6,99.1,3.0,15.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134466,12,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,298,,105.23,D0240,6.0,1.2,61.4,25.2,99.5,59.8,26.6,99.5,1.9,1.8,15.4,,20.1,99.5,1.8,15.4,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134466,13,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,298,,109.20,D0216,6.3,1.3,62.5,27.7,99.7,60.8,25.9,99.5,2.2,2.0,16.0,,20.1,99.6,2.1,16,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134466,14,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,298,,106.89,D1081,6.8,1.3,59.6,23.1,98.8,59.8,25.2,98.8,2.5,2.4,15.8,,18.7,98.8,2.5,15.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134466,15,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,298,,112.26,D1082,6.5,1.3,59.8,23.7,98.6,61.5,26.1,98.8,2.4,2.5,15.8,,19.3,98.7,2.5,15.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134466,16,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,298,,101.98,D1083,7.2,1.4,58.4,26.7,98.6,59.2,27.8,98.7,2.3,2.4,16.0,,18.9,98.7,2.3,16,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134466,17,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,298,,110.40,D1084,6.8,1.3,60.3,30.9,99.0,58.1,30.3,98.8,2.5,2.7,15.4,,18.9,98.9,2.6,15.4,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134466,18,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,298,,90.82,D1085,6.7,1.3,63.5,30.8,98.5,64.3,29.4,100.1,2.7,2.4,15.0,,19.1,99.3,2.6,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,1,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,105.82,D0591,4.8,0.9,64.8,28.2,99.2,64.3,25.8,99.7,2.8,2.0,15.2,,19.2,99.5,2.4,15.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,2,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,115.65,D0578,5.7,1.1,61.9,28.5,99.2,60.8,24.0,98.9,2.2,2.3,15.0,,18.9,99.1,2.3,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,3,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,108.56,D0592,5.6,1.1,60.7,26.4,99.2,60.8,24.0,99.2,2.5,1.9,15.0,,19.1,99.2,2.2,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,4,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,86.34,D0593,4.7,0.9,62.6,28.8,99.1,64.1,30.5,99.2,3.2,3.3,14.2,,18.2,99.2,3.3,14.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,5,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,114.40,D0594,6.1,1.1,70.4,28.1,98.9,70.1,27.5,99.0,5.4,5.0,14.0,,18.5,99.0,5.2,14,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,6,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,118.64,D0595,5.4,1.0,57.4,27.5,99.0,59.3,26.0,99.3,2.4,2.1,16.0,,18.6,99.2,2.3,16,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,7,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,125.79,D0596,5.3,1.0,63.1,24.6,98.8,60.4,25.2,98.7,3.7,2.7,15.8,,19.0,98.8,3.2,15.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,8,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,130.89,D0597,4.9,0.9,57.5,25.5,97.9,57.6,30.6,98.8,2.0,1.6,16.2,,18.7,98.4,1.8,16.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,9,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,108.05,D0598,4.6,0.8,58.5,27.9,100.2,57.8,26.3,99.4,3.1,2.4,15.0,,17.7,99.8,2.8,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,10,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,83.08,D0599,4.5,0.9,62.0,39.9,104.0,63.4,37.4,102.3,3.6,3.5,15.4,,19.2,103.2,3.6,15.4,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,11,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,102.43,D0600,5.4,1.0,66.1,34.2,100.4,66.8,35.0,100.7,4.4,4.8,15.0,,19.2,100.6,4.6,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,12,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,94.30,D3001,4.0,0.8,58.4,24.5,99.2,59.9,23.3,99.1,1.2,1.1,17.0,,20.4,99.2,1.2,17,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,13,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,106.14,D3002,4.6,0.9,61.4,23.3,98.7,62.2,24.0,99.9,1.9,2.0,16.4,,20.2,99.3,2.0,16.4,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,14,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,104.45,D3003,4.2,0.8,55.6,22.1,99.5,56.8,24.0,99.6,1.4,1.5,16.8,,20.0,99.6,1.4,16.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,15,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,100.52,D3004,4.2,0.9,59.8,24.4,99.6,60.1,24.4,98.7,1.8,1.8,16.8,,20.4,99.2,1.8,16.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,16,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,110.84,D3005,4.7,1.0,59.6,23.1,99.5,58.8,22.8,99.2,1.7,1.9,17.0,,20.2,99.4,1.8,17,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,17,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,105.69,D3006,4.7,0.9,61.6,25.4,99.3,61.7,28.5,99.9,2.4,2.2,16.2,,20.0,99.6,2.3,16.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134467,18,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,299,,103.94,D3007,4.4,0.9,59.7,23.0,98.5,61.8,22.5,98.6,2.1,2.0,16.2,,19.5,98.6,2.0,16.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,1,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,102.73,D1321,4.2,0.9,55.2,24.8,99.0,57.7,24.6,98.7,1.5,1.2,16.3,,20.0,98.9,1.4,16.3,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,2,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,115.57,D1322,4.6,0.9,60.1,28.2,98.7,57.9,21.0,98.8,1.9,1.7,17.0,,19.9,98.8,1.8,17,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,3,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,109.25,D1323,4.6,0.9,58.3,24.6,98.9,58.0,23.1,99.1,1.5,1.6,17.1,,20.3,99.0,1.5,17.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,4,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,115.81,D1324,4.1,0.8,58.3,22.8,99.1,58.4,21.4,98.6,2.1,2.0,16.8,,19.1,98.9,2.1,16.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,5,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,92.55,D1325,4.1,0.7,60.1,31.0,99.5,59.6,28.4,99.3,3.0,3.3,16.0,,17.5,99.4,3.1,16,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,6,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,70.72,D1326,3.6,0.6,58.4,26.2,100.6,58.4,22.6,100.5,2.8,3.1,15.5,,17.5,100.6,3.0,15.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,7,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,91.26,D1327,4.1,0.7,56.1,23.8,100.0,56.5,24.7,99.9,2.0,2.1,15.5,,17.0,100.0,2.0,15.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,8,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,96.30,D1328,3.8,0.7,57.6,28.0,99.5,58.6,24.4,99.7,2.8,1.7,15.4,,17.6,99.6,2.2,15.4,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,9,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,79.37,D1329,3.9,0.7,60.9,25.2,100.8,61.9,24.5,100.8,1.3,1.3,17.1,,17.8,100.8,1.3,17.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,10,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,67.78,D1330,3.3,0.6,55.0,21.0,101.2,54.7,20.2,101.6,1.8,1.8,16.0,,17.0,101.4,1.8,16,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,11,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,98.16,D1331,3.8,0.7,57.0,19.7,100.5,57.9,22.5,100.2,2.0,1.7,16.0,,17.6,100.4,1.8,16,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,12,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,78.31,D1332,3.2,0.6,54.9,24.9,100.4,55.6,24.7,100.6,1.5,1.6,15.5,,18.1,100.5,1.5,15.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,13,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,82.44,D1333,3.5,0.6,63.6,26.7,101.1,61.6,26.9,101.4,4.1,3.6,15.0,,17.7,101.3,3.8,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,14,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,112.26,D1334,6.9,1.3,70.1,28.5,99.3,72.3,27.4,99.9,6.2,6.4,12.0,,18.1,99.6,6.3,12,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,15,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,103.69,D1335,3.7,0.7,68.8,29.1,99.9,65.9,30.3,100.0,4.6,4.6,14.8,,19.6,100.0,4.6,14.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,16,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,120.92,D1336,5.6,1.1,70.0,28.9,99.9,70.4,25.5,99.0,6.1,5.9,13.6,,18.7,99.5,6.0,13.6,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,17,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,91.83,D1337,3.7,0.7,62.0,28.1,100.5,62.5,25.2,100.2,4.1,4.0,15.0,,18.3,100.4,4.1,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134468,18,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,300,,110.51,D1338,4.5,0.8,67.0,27.7,99.2,67.4,28.3,99.3,5.3,4.7,14.8,,18.6,99.3,5.0,14.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134469,1,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,301,,65.41,D0573,3.6,0.6,57.2,26.5,101.1,59.6,29.4,102.3,2.7,2.3,15.4,,16.6,101.7,2.5,15.4,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134469,2,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,301,,75.27,D0574,4.4,0.8,66.4,29.9,100.4,65.8,27.3,100.2,4.8,4.8,13.8,,17.4,100.3,4.8,13.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134469,3,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,301,,105.08,D0576,5.6,1.0,66.2,28.9,99.3,65.6,29.0,99.4,4.8,5.0,14.2,,18.1,99.4,4.9,14.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134469,4,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,301,,88.05,D0575,4.8,0.8,62.0,26.7,99.5,63.0,27.2,99.7,4.9,5.0,14.4,,17.7,99.6,5.0,14.4,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134469,5,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,301,,78.06,D0577,4.4,0.8,61.6,24.8,100.1,61.5,22.8,99.8,4.4,4.4,14.2,,17.6,100.0,4.4,14.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134469,6,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,301,,83.29,D0579,4.5,0.8,60.2,26.9,100.5,60.5,26.8,100.3,4.3,4.9,14.8,,17.3,100.4,4.6,14.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134469,7,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,301,,,,,,,,,,,,,,,,,,,,NF,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134469,8,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,301,,85.09,D0580,4.2,0.7,60.4,26.0,99.9,59.5,23.7,99.6,3.8,3.4,14.4,,17.3,99.8,3.6,14.4,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134469,9,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,301,,83.44,D0581,3.9,0.7,59.2,26.7,100.2,59.7,24.3,100.0,3.8,4.0,15.0,,17.6,100.1,3.9,15,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
134469,10,2/05/2020,KiwMac,Variability 9 Vines,Gold3,Strung,6,301,,89.38,D0582,4.3,0.7,62.9,27.0,99.2,63.4,30.7,101.2,4.3,5.4,14.2,,17.1,100.2,4.9,14.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
