vine_id,from,to,length,to_shoot_id,spurs,cane_id,x,y,quadrant,diameter,to_origin_id,orientation,base_origin_id,notes
5,1,2,120,,.,,,,,,,W,1,
5,2,3,70,,,,,,,,,W,1,
5,3,4,60,,,,,,,,,W,1,
5,4,5,60,1,,,,,,,,W,1,
5,5,6,50,2,,,,,,,,W,1,
5,2,7,30,,,,,,,,,W,1,
5,7,8,150,,,,,,,,,W,1,
5,8,9,220,,.,1,,,,,,W,1,
5,9,10,40,,,1,,,,,,W,1,
5,10,11,60,3,,1,,,,,,W,1,
5,9,12,170,,.,1,,,,,,W,1,
5,12,13,50,,,1,,,,,,W,1,
5,13,14,80,4,,1,,,,,,W,1,
5,12,15,140,,.,1,,,,,,W,1,
5,15,16,70,,,1,,,,,,W,1,
5,16,17,160,5,,1,,,,,,W,1,
5,15,18,160,,.,1,,,,,,W,1,
5,18,19,90,,,1,,,,,,W,1,
5,19,20,80,6,,1,,,,,,W,1,
5,18,21,90,,.,1,,,,,,W,1,
5,21,22,50,7,,1,,,,,,W,1,
5,21,23,250,,.,1,,,,,,W,1,
5,23,24,80,,,1,,,,,,W,1,
5,24,25,60,8,,1,,,,,,W,1,
5,23,26,70,,.,1,,,,,,W,1,
5,26,27,70,,,1,,,,,,W,1,
5,27,28,90,9,,1,,,,,,W,1,
5,28,29,40,10,,1,,,,,,W,1,
5,26,30,150,,.,1,,,,,,W,1,
5,30,31,70,,,1,,,,,,W,1,
5,31,32,100,11,,1,,,,,,W,1,
5,30,33,170,,.,1,,,,,,W,1,
5,33,34,90,,,1,,,,,,W,1,
5,34,35,150,12,,1,,,,,,W,1,
5,33,36,260,,.,1,,,,,,W,1,
5,36,37,100,,,1,,,,,,W,1,
5,37,38,130,13,,1,,,,,,W,1,
5,39,1,160,,,,,,,,1,,1,
5,39,40,30,,,,,,,,,W,2,
5,40,41,180,,,,,,,,,W,2,
5,41,42,30,,,,,,,,,W,2,
5,42,43,40,,,,,,,,,W,2,
5,43,44,60,14,,,,,,,,W,2,
5,44,45,30,15,,,,,,,,W,2,
5,46,39,80,,,,,,,,2,,2,
5,46,47,90,,,,,,,,,E,3,
5,47,48,50,,,,,,,,,E,3,
5,48,49,20,16,,,,,,,,E,3,
5,49,50,60,,.,,,,,,,E,3,
5,50,51,60,,,,,,,,,E,3,
5,51,52,70,17,,,,,,,,E,3,
5,50,53,190,,,,,,,,,E,3,
5,53,54,60,,,,,,,,,E,3,
5,54,55,70,18,,,,,,,,E,3,
5,56,46,90,,,,,,,,3,,3,
5,56,57,170,,.,,,,,,,E,4,
5,57,58,260,,.,15,,,,,,E,4,
5,58,59,50,,,15,,,,,,E,4,
5,59,60,60,40,,15,,,,,,E,4,
5,58,61,210,,.,15,,,,,,E,4,
5,61,62,70,,,15,,,,,,E,4,
5,62,63,80,41,,15,,,,,,E,4,
5,61,64,70,,.,15,,,,,,E,4,
5,64,65,80,,,15,,,,,,E,4,
5,65,66,80,42,,15,,,,,,E,4,
5,64,67,90,,.,15,,,,,,E,4,
5,67,68,70,,,15,,,,,,E,4,
5,68,69,70,43,,15,,,,,,E,4,
5,67,70,170,,.,15,,,,,,E,4,
5,70,71,100,,,15,,,,,,E,4,
5,71,72,40,44,,15,,,,,,E,4,
5,72,73,30,45,,15,,,,,,E,4,
5,70,74,60,,.,15,,,,,,E,4,
5,74,75,120,,,15,,,,,,E,4,
5,75,76,50,46,,15,,,,,,E,4,
5,74,77,140,,.,15,,,,,,E,4,
5,77,78,50,,.,15,,,,,,E,4,
5,78,79,80,47,,15,,,,,,E,4,
5,78,80,30,,,15,,,,,,E,4,
5,80,81,30,48,,15,,,,,,E,4,
5,77,82,80,,.,15,,,,,,E,4,
5,82,83,40,,,15,,,,,,E,4,
5,83,84,100,49,,15,,,,,,E,4,
5,82,85,160,,.,15,,,,,,E,4,
5,85,86,80,,,15,,,,,,E,4,
5,86,87,20,50,,15,,,,,,E,4,
5,85,88,140,,.,15,,,,,,E,4,
5,88,89,50,,,15,,,,,,E,4,
5,89,90,50,51,,15,,,,,,E,4,
5,90,91,20,52,,15,,,,,,E,4,
5,88,92,110,,.,15,,,,,,E,4,
5,92,93,120,,,15,,,,,,E,4,
5,93,94,180,53,,15,,,,,,E,4,
5,92,95,150,,.,15,,,,,,E,4,
5,95,96,100,,,15,,,,,,E,4,
5,96,97,140,54,,15,,,,,,E,4,
5,95,98,110,,.,15,,,,,,E,4,
5,98,99,80,,,15,,,,,,E,4,
5,99,100,60,55,,15,,,,,,E,4,
5,98,101,80,,.,15,,,,,,E,4,
5,101,102,90,,,15,,,,,,E,4,
5,102,103,80,56,,15,,,,,,E,4,
5,101,104,70,,.,15,,,,,,E,4,
5,104,105,60,,,15,,,,,,E,4,
5,105,106,20,57,,15,,,,,,E,4,
5,106,107,10,58,,15,,,,,,E,4,
5,104,108,240,,.,15,,,,,,E,4,
5,108,109,100,,,15,,,,,,E,4,
5,109,110,120,59,,15,,,,,,E,4,
5,108,111,220,,.,15,,,,,,E,4,
5,111,112,60,,,15,,,,,,E,4,
5,112,113,50,60,,15,,,,,,E,4,
5,113,114,60,61,,15,,,,,,E,4,
5,111,115,90,,.,15,,,,,,E,4,
5,115,116,50,,,15,,,,,,E,4,
5,116,117,70,62,,15,,,,,,E,4,
5,117,118,40,63,,15,,,,,,E,4,
5,115,119,80,,.,15,,,,,,E,4,
5,119,120,40,,,15,,,,,,E,4,
5,120,121,70,64,,15,,,,,,E,4,
5,57,122,140,,,,,,,,,E,4,
5,122,123,110,,.,16,,,,,,E,4,
5,123,124,50,,,16,,,,,,E,4,
5,124,125,130,19,,16,,,,,,E,4,
5,123,126,100,,.,16,,,,,,E,4,
5,126,127,40,,,16,,,,,,E,4,
5,127,128,60,20,,16,,,,,,E,4,
5,126,129,100,,.,16,,,,,,E,4,
5,129,130,20,,,16,,,,,,E,4,
5,130,131,70,21,,16,,,,,,E,4,
5,129,132,80,,.,16,,,,,,E,4,
5,132,133,70,,,16,,,,,,E,4,
5,133,134,40,22,,16,,,,,,E,4,
5,132,135,170,,.,16,,,,,,E,4,
5,135,136,60,23,,16,,,,,,E,4,
5,135,137,60,,.,16,,,,,,E,4,
5,137,138,90,,,16,,,,,,E,4,
