Vine,Tray,TrayFruit,FruitID,Combined,ShootID,FruitPos,Flowering,Height,Sub-T Leaf,Notes,SampleID,FruitNo,FAST_Date,OrchName,ExptName,Cultivar,TmtNAME,BlockNAME,PlotNAME,Location,FrtWt,DishID,FWslice,DWslice,L1,Chroma1,Hue1,L2,Chroma2,Hue2,Firm1,Firm2,SSC1,SSC2,DM,avHue,avFirm,avSSC,Comments,Blk seed,Red Spread,Red Int Inner,Red Int Outer,Yellow(FAST),CoreFirm,Rot,Bomb,LTB,Shrivel,SampleSSCAvg,SampleSSCMin,SampleSSCMax,SampleSSCPass,Flatplate_1,Flatplate_2,Pericarp_Firm,Frt_Diam_W1,Frt_Diam_W2,Frt_Length,nonD_Firm_1,nonD_Firm_2,Firm_Gun_1,Firm_Gun_2,Seed_Wt_Total,Seed_Wt_Sub,Full_Seed_Wt_Sub,Full_Seed_Count_Sub,Empty_Seed_Count_Sub
5,234,17,0214,50214,56,3,w,10,l,,134231,17,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,234,,90.24,D1033,3.5,0.6,72.8,29.6,99.6,72.8,26.0,100.0,5.6,5.9,11.8,,18.0,99.8,5.7,11.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,234,18,0215,50215,56,4,w,10,l,,134231,18,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,234,,89.00,D1034,4.2,0.8,68.3,42.7,101.8,70.3,33.6,101.0,6.8,7.3,11.0,,17.9,101.4,7.0,11,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,1,0216,50216,56,5,w,-10,l,,134232,1,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,77.90,D2030,3.5,0.6,71.3,28.5,101.3,70.9,26.6,100.4,6.2,6.3,11.0,,18.3,100.9,6.2,11,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,2,0217,50217,58,1,p,-10,n,missing,134232,2,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,,,,,,,,,,,,,,,,,,,nf,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,3,0218,50218,59,1,w,-20,n,,134232,3,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,103.60,D2031,5.4,1.0,67.4,29.4,101.2,69.0,29.9,101.3,7.1,8.0,12.1,,17.9,101.3,7.6,12.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,4,0219,50219,59,2,w,-20,m,,134232,4,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,101.60,D2032,5.0,0.9,64.3,32.1,100.9,63.8,28.0,100.5,6.6,6.0,12.7,,17.7,100.7,6.3,12.7,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,5,0220,50220,59,3,w,-20,l,,134232,5,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,100.07,D2033,5.1,0.9,66.7,29.0,100.0,66.7,27.6,99.7,6.7,6.8,12.1,,17.4,99.9,6.8,12.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,6,0221,50221,61,1,w,-10,n,,134232,6,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,107.91,D2034,4.7,0.9,72.5,25.3,100.1,71.7,30.5,101.0,6.4,5.9,11.0,,18.5,100.6,6.1,11,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,7,0222,50222,61,2,w,-10,l,,134232,7,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,105.24,D2035,4.8,0.9,72.8,26.8,100.0,72.9,28.3,100.5,6.5,7.0,10.1,,18.5,100.3,6.8,10.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,8,0223,50223,61,3,p,-10,l,,134232,8,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,98.86,D2036,4.9,0.9,70.1,32.1,99.6,71.6,27.9,99.4,6.7,6.5,10.0,,18.4,99.5,6.6,10,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,9,0224,50224,62,1,w,-10,l,,134232,9,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,124.13,D2037,4.5,0.9,70.9,28.9,99.5,71.3,26.5,99.9,7.2,6.3,12.0,,18.9,99.7,6.7,12,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,10,0225,50225,62,2,w,-10,l,,134232,10,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,102.66,D2038,4.7,0.9,72.1,30.8,99.9,72.3,31.6,100.9,6.4,6.3,10.2,,18.3,100.4,6.3,10.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,11,0226,50226,62,3,w,-20,l,,134232,11,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,100.39,D2039,4.5,0.8,72.2,29.7,100.1,71.0,32.1,100.0,6.6,5.9,11.8,,18.6,100.1,6.3,11.8,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,12,0227,50227,63,1,w,-10,l,,134232,12,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,116.97,D2040,5.1,1.0,72.1,35.0,100.6,71.8,30.1,100.4,6.9,7.0,10.5,,19.1,100.5,7.0,10.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,13,0228,50228,64,1,w,-20,n,,134232,13,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,106.18,D2521,5.7,1.0,69.8,30.3,99.6,67.8,34.3,100.4,5.9,5.5,13.0,,18.4,100.0,5.7,13,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,14,0229,50229,64,2,w,-10,l,,134232,14,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,105.21,D2522,4.8,0.9,70.2,37.8,100.7,70.7,33.4,100.9,5.9,5.7,12.0,,17.9,100.8,5.8,12,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,15,0230,50230,64,3,w,-20,l,,134232,15,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,103.14,D2523,4.2,0.8,72.2,30.8,100.2,73.1,30.2,99.6,6.2,6.1,10.4,,18.2,99.9,6.2,10.4,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,16,0231,50231,65,1,w,-10,n,,134232,16,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,83.92,D2524,4.3,0.8,69.9,31.6,100.7,68.1,25.8,100.0,5.8,6.6,12.7,,17.7,100.4,6.2,12.7,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,17,0232,50232,65,2,y,10,m,,134232,17,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,108.48,D2525,4.9,0.9,70.0,32.3,100.6,71.4,29.2,99.7,7.2,7.0,12.2,,17.9,100.2,7.1,12.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,235,18,0233,50233,65,3,w,10,m,,134232,18,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,235,,106.35,D2526,4.5,0.8,68.0,31.2,99.7,66.5,32.1,100.0,6.0,5.2,14.0,,18.6,99.9,5.6,14,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,236,1,0234,50234,65,4,w,-10,l,,134233,1,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,236,,112.17,D2599,6.0,1.1,71.6,26.6,98.6,68.8,26.0,99.6,7.5,7.0,12.5,,18.0,99.1,7.2,12.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,236,2,0235,50235,65,5,w,10,l,,134233,2,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,236,,96.95,D2600,4.3,0.7,70.7,32.7,98.2,73.0,28.4,100.9,6.6,6.5,12.0,,17.3,99.6,6.6,12,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,236,3,0236,50236,66,1,pi,10,n,,134233,3,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,236,,101.58,D2601,4.6,0.8,73.5,32.7,102.0,74.1,27.0,100.0,8.4,6.9,10.0,,16.5,101.0,7.7,10,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,236,4,0237,50237,66,2,pi,10,n,,134233,4,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,236,,110.65,D2602,5.3,1.0,72.8,33.8,101.7,73.5,30.5,101.0,7.9,8.1,10.1,,18.1,101.4,8.0,10.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,236,5,0238,50238,66,3,pi,20,n,,134233,5,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,236,,95.20,D2603,4.8,0.8,72.0,34.6,101.4,71.4,37.2,102.4,7.5,7.7,10.2,,17.6,101.9,7.6,10.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,236,6,0239,50239,67,1,w,10,m,,134233,6,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,236,,110.39,D2604,7.3,1.2,75.2,28.2,101.1,74.9,29.8,101.2,8.2,7.3,7.3,,16.8,101.2,7.8,7.3,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,236,7,0240,50240,67,2,w,10,l,,134233,7,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,236,,117.05,D2605,5.4,0.9,74.9,30.8,102.3,75.7,25.6,100.6,7.3,6.4,8.7,,17.4,101.5,6.9,8.7,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,236,8,0241,50241,67,3,p,10,l,,134233,8,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,236,,103.60,D2606,5.4,0.9,74.6,30.4,100.9,74.7,29.8,101.5,6.2,5.6,8.1,,16.7,101.2,5.9,8.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,236,9,0242,50242,67,4,p,10,l,,134233,9,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,236,,113.93,D2607,5.5,1.0,75.2,36.6,101.9,74.4,30.6,101.2,6.4,7.4,8.5,,17.4,101.6,6.9,8.5,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,236,10,0243,50243,68,1,w,-20,n,,134233,10,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,236,,86.24,D2608,3.4,0.6,73.5,28.3,100.7,72.9,28.7,101.3,6.0,6.6,11.2,,17.5,101.0,6.3,11.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,236,11,0244,50244,68,2,y,-20,n,,134233,11,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,236,,103.10,D2609,5.1,0.9,74.1,28.7,99.4,72.9,29.3,101.3,7.7,6.5,11.0,,17.6,100.4,7.1,11,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,236,12,0245,50245,68,3,w,-20,n,,134233,12,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,236,,97.21,D2610,4.8,0.8,73.2,31.2,101.1,73.4,27.5,102.9,8.0,6.5,10.2,,17.2,102.0,7.3,10.2,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,236,13,0246,50246,68,4,y,-20,n,,134233,13,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,236,,102.87,D2611,4.9,0.8,71.7,26.5,101.3,70.4,30.5,101.0,6.8,6.7,12.0,,16.2,101.2,6.8,12,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
5,236,14,0247,50247,68,5,y,-20,m,,134233,14,30/04/2020,KiwMac,Variability 9 Vines,Gold3,Spur,5,236,,94.02,D2612,3.9,0.7,71.1,29.5,99.7,71.5,26.9,100.7,6.3,7.2,12.1,,17.1,100.2,6.7,12.1,,,,,,,,,,,,0,0,0,FALSE,,,,,,,,,,,,,,,
