vine_id,from,to,length,to_shoot_id,spurs,cane_id,x,y,quadrant,diameter,to_origin_id,orientation,base_origin_id,notes
8,1,2,100,,,,320,120,3,25.97,,W,1,
8,2,3,320,,,,80,350,3,17.53,,W,1,
8,3,4,170,,,,100,520,3,16.91,,W,1,
8,4,5,180,1,,1,50,670,3,18.77,,W,1,
8,5,6,80,2,,1,50,760,3,17.51,,W,1,
8,6,7,40,3,,1,30,800,3,17.48,,W,1,
8,7,8,130,4,,1,10,930,3,16.77,,W,1,
8,8,9,150,5,,1,480,70,8,16.71,,W,1,
8,9,10,80,6,,1,490,140,8,16.47,,W,1,
8,10,11,170,7,,1,460,320,8,16.17,,W,1,
8,11,12,70,8,,1,470,380,8,15.5,,W,1,
8,12,13,150,9,,1,450,530,8,16.11,,W,1,
8,13,14,130,10,,1,440,660,8,15.24,,W,1,
8,14,15,170,11,,1,440,790,8,15.33,,W,1,
8,15,16,120,12,,1,440,930,8,15.29,,W,1,
8,16,17,80,13,,1,450,30,7,15.37,,W,1,
8,17,18,180,14,,1,470,220,7,15.16,,W,1,
8,18,19,100,15,,1,440,300,7,14.13,,W,1,
8,19,20,100,16,,1,450,400,7,14.65,,W,1,
8,20,21,90,17,,1,460,480,7,13.87,,W,1,
8,22,1,100,,,,290,30,3,36.79,1,,1,
8,22,23,30,,,,240,30,3,24.56,,E,2,
8,23,24,30,18,.,,270,10,3,23.31,,E,2,
,24,25,35,,,,290,20,4,17.25,,E,2,
8,25,26,10,19,,,300,20,4,8.93,,E,2,
8,25,27,20,,,,300,30,4,16.33,,E,2,
8,27,28,110,,,,310,150,4,16.12,,E,2,
8,28,29,100,20,,,230,200,4,11.72,,E,2,
8,30,22,80,,,,220,20,3,35.46,2,,2,
8,30,31,230,,,,150,250,4,19.05,,E,3,
8,31,32,240,,,,180,480,4,19.54,,E,3,
8,32,33,50,,.,,250,520,4,20.54,,E,3,
8,33,34,60,21,,,300,530,4,13.48,,E,3,
8,34,35,100,22,,,370,600,4,11.59,,E,3,
8,35,36,130,23,,,430,730,4,10.28,,E,3,
8,36,37,80,24,,,450,800,4,10.05,,E,3,
8,33,38,40,,,,240,570,4,18.37,,E,3,
8,38,39,200,25,,16,240,760,4,17.09,,E,3,
8,39,40,90,26,,16,250,850,4,15.7,,E,3,
8,40,41,150,27,,16,260,50,5,16.54,,E,3,
8,41,42,190,28,,16,250,240,5,15.4,,E,3,
8,42,43,50,29,,16,250,280,5,15.71,,E,3,
8,43,44,150,30,,16,240,450,5,15.61,,E,3,
8,44,45,90,31,,16,230,550,5,15.3,,E,3,
8,45,46,70,32,,16,210,620,5,15.13,,E,3,
8,46,47,90,33,,16,210,710,5,15.26,,E,3,
8,47,48,90,34,,16,210,820,5,14.59,,E,3,
8,48,49,40,35,,16,220,870,5,14.82,,E,3,
8,49,50,130,36,,16,210,990,5,14.32,,E,3,
8,50,51,160,37,,16,240,130,6,14.48,,E,3,
8,51,52,100,38,,16,230,210,6,14.12,,E,3,
8,52,53,90,39,,16,250,310,6,14.26,,E,3,
8,53,54,110,40,,16,250,400,6,14.1,,E,3,
8,54,55,80,41,,16,250,500,6,12.74,,E,3,
8,56,30,180,,,,140,0,4,32.67,3,,3,
8,56,57,160,,,,60,50,4,23.09,,E,4,
8,57,58,190,,,,130,250,4,20.22,,E,4,
8,58,59,40,,.,,120,240,4,25.06,,E,4,
8,59,60,60,42,,,100,280,4,15.37,,E,4,
8,60,61,100,43,,,30,360,4,12.29,,E,4,
8,61,62,130,44,,,430,410,10,11.77,,E,4,
8,62,63,80,45,,,350,390,10,11.07,,E,4,
8,59,64,30,46,,,140,250,4,18.24,,E,4,
8,64,65,30,47,,,100,290,4,25.22,,E,4,
8,66,56,210,,,,470,30,9,36.64,4,,4,
8,66,67,130,,.,,260,150,9,34.13,,W,5,
8,67,68,120,,.,,110,190,9,29.99,,W,5,
8,68,69,30,48,,,110,230,9,31.34,,W,5,
8,69,70,40,49,,,90,250,9,23.54,,W,5,
8,70,71,20,50,,,110,270,9,21.49,,W,5,
8,68,72,180,,,,440,240,15,21.7,,W,5,
8,72,73,50,51,,,420,280,15,24.28,,W,5,
8,73,74,30,,,,410,320,15,23.07,,W,5,
8,74,75,160,52,,3,260,380,15,18.41,,W,5,
8,75,76,130,53,,3,130,470,15,16.76,,W,5,
8,76,77,120,54,,3,110,570,15,15.87,,W,5,
8,77,78,80,55,,3,100,650,15,15.39,,W,5,
8,78,79,130,56,,3,70,780,15,15.33,,W,5,
8,79,80,180,57,,3,110,970,15,15.46,,W,5,
8,80,81,100,58,,3,130,50,14,15.13,,W,5,
8,81,82,190,59,,3,170,250,14,14.85,,W,5,
8,82,83,50,60,,3,180,290,14,15.23,,W,5,
8,83,84,170,61,,3,180,460,14,13.37,,W,5,
8,84,85,150,62,,3,210,600,14,14.02,,W,5,
8,85,86,70,63,,3,210,670,14,13.44,,W,5,
8,86,87,150,64,,3,230,800,14,13.83,,W,5,
8,87,88,70,65,,3,250,870,14,13,,W,5,
8,88,89,180,66,,3,260,50,13,12.82,,W,5,
8,89,90,80,67,,3,270,120,13,12.97,,W,5,
8,90,91,90,68,,3,220,200,13,12.8,,W,5,
8,91,92,110,69,,3,230,310,13,13.47,,W,5,
8,92,93,120,70,,3,240,420,13,12.69,,W,5,
8,93,94,90,71,,3,250,500,13,11.63,,W,5,
8,67,95,240,,,,280,370,9,26.78,,W,5,
8,95,96,150,,.,,230,500,9,26.77,,W,5,
8,96,97,70,72,,,280,530,9,19.77,,W,5,
8,97,98,45,73,,,320,570,9,18.99,,W,5,
8,96,99,80,,,,180,570,9,23.18,,W,5,
8,99,100,70,74,,2,140,590,9,17.75,,W,5,
8,100,101,160,75,,2,90,740,9,17.36,,W,5,
8,101,102,110,76,,2,90,840,9,18.31,,W,5,
8,102,103,130,77,,2,80,970,9,17.03,,W,5,
8,103,104,140,78,,2,80,110,8,17.23,,W,5,
8,104,105,140,79,,2,70,230,8,16.54,,W,5,
8,105,106,130,80,,2,60,330,8,15.66,,W,5,
8,106,107,80,81,,2,60,400,8,16.1,,W,5,
8,107,108,140,82,,2,40,530,8,15.35,,W,5,
8,108,109,60,83,,2,40,580,8,14.74,,W,5,
8,109,110,150,84,,2,30,730,8,15.19,,W,5,
8,110,111,100,85,,2,30,840,8,14.86,,W,5,
8,111,112,150,86,,2,30,60,7,15.03,,W,5,
8,112,113,100,87,,2,20,150,7,13.92,,W,5,
8,113,114,70,88,,2,20,230,7,13.8,,W,5,
8,114,115,190,89,,2,50,410,7,13.73,,W,5,
8,115,116,60,90,,2,40,470,7,14.18,,W,5,
