Vine,Tray,TrayFruit,FruitUUID,ShootUUID,Quadrant,QuadrantFromLeader,QuadrantFromTrunk,FruitPos,FloweringColour,FloweringDate,SubTLeaf,Height,Notes,SeedCount,FASTDate,OrchName,ExptName,Cultivar,TmtNAME,BlockNAME,PlotNAME,Location,FreshWeight,DishID,FWslice,DWslice,L1,Chroma1,Hue1,L2,Chroma2,Hue2,Firm1,Firm2,SSC1,SSC2,DryMatter,AvHue,AvFirm,AvSSC,Comments
1,35,15,10616,1-239,33,1,3,5,w,2019-11-06,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,35,,124.48,D4770,7.04,1.37,62.12,26.28,102.3,61.87,25.12,100.4,1.85,2.1,16.2,,19.46022727,101.35,1.975,16.2,
1,35,16,10617,1-242,27,1,2,1,p,2019-11-08,l,-10,,x,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,35,,136.91,D4771,8.1,1.52,63.46,28.35,103.7,66.2,30.17,105.6,3.04,2.16,15.2,,18.7654321,104.65,2.6,15.2,
1,35,17,10618,1-243,27,1,2,1,p,2019-11-08,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,35,,143.79,D4772,8.92,1.76,63.97,25.08,102.3,64.31,23.53,102.9,2.89,2.65,15.5,,19.7309417,102.6,2.77,15.5,
1,35,18,10619,1-243,27,1,2,2,p,2019-11-08,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,35,,120.26,D4773,7.06,1.33,64.92,25.08,103,63.52,21.94,102.2,2.58,2.35,15.8,,18.83852691,102.6,2.465,15.8,
1,36,1,10620,1-245,27,1,2,1,w,2019-11-06,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,137.62,D5104,8.89,1.65,62.95,30.36,103.3,63.43,24.94,102.8,2.09,1.36,15.5,,18.56017998,103.05,1.725,15.5,
1,36,2,10621,1-245,27,1,2,2,w,2019-11-06,n,10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,113.82,D5105,7.18,1.39,63.45,30.37,101.3,63.52,29.88,103,2.32,2.46,16,,19.35933148,102.15,2.39,16,
1,36,3,10622,1-245,27,1,2,3,w,2019-11-06,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,100.75,D5106,6.94,1.3,61.11,30.81,103.9,61.7,21.8,102.9,2.06,1.92,15.8,,18.73198847,103.4,1.99,15.8,
1,36,4,10623,1-245,27,1,2,4,p,2019-11-08,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,120.48,D5107,7.78,1.53,64.63,30.22,103.2,64.84,28.3,104,2.63,2.12,16.2,,19.66580977,103.6,2.375,16.2,
1,36,5,10624,1-246,26,2,2,1,y,2019-11-04,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,141.46,D5108,7.49,1.48,61.39,30.82,102.9,64.04,28.49,103.3,2.26,1.99,16.3,,19.75967957,103.1,2.125,16.3,
1,36,6,10625,1-246,26,2,2,2,w,2019-11-06,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,96.95,D5109,6.29,1.2,60.09,25.9,100.7,59.46,33.93,103.4,1.88,1.65,16,,19.07790143,102.05,1.765,16,
1,36,7,10626,1-249,26,2,2,1,p,2019-11-08,n,-10,,x,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,118.06,D5110,7.33,1.46,63.74,25.34,102,64.86,23.91,103.3,2.31,2.02,16.2,,19.91814461,102.65,2.165,16.2,
1,36,8,10627,1-250,26,2,2,1,w,2019-11-06,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,111.72,D5111,6.84,1.33,61.98,25.05,101.3,62.08,31.56,103,1.93,1.77,16.2,,19.44444444,102.15,1.85,16.2,
1,36,9,10628,1-251,26,2,2,1,w,2019-11-06,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,101.85,D5112,6.73,1.32,59.62,26.95,102,58.49,22.07,100.9,1.45,1.73,17,,19.61367013,101.45,1.59,17,
1,36,10,10629,1-251,26,2,2,2,p,2019-11-08,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,128.75,D5113,8.28,1.67,64.12,27.83,101.6,63.73,24,101.3,1.69,2.24,16.4,,20.16908213,101.45,1.965,16.4,
1,36,11,10630,1-252,25,3,2,1,y,2019-11-04,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,159.83,D5114,9.52,1.86,63.28,27.79,102.3,63.06,28.97,102.8,2.82,2.42,15.3,,19.53781513,102.55,2.62,15.3,
1,36,12,10631,1-252,25,3,2,2,w,2019-11-06,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,143.23,D5115,7.4,1.38,60.97,29.34,102.4,61.4,27.45,102.4,1.83,1.67,16.2,,18.64864865,102.4,1.75,16.2,
1,36,13,10632,1-252,25,3,2,3,w,2019-11-06,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,144.21,D5116,8.26,1.56,60.92,28.96,102.2,61.55,32.12,102.1,2.16,1.82,16.2,,18.88619855,102.15,1.99,16.2,
1,36,14,10633,1-253,25,3,2,1,w,2019-11-06,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,143.68,D5117,7.88,1.49,60.36,30.06,102,60.94,30.66,102.2,1.98,1.55,16.5,,18.90862944,102.1,1.765,16.5,
1,36,15,10634,1-253,25,3,2,2,w,2019-11-06,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,146.46,D5118,8.53,1.65,63.17,33.03,102.8,60.78,33,103.7,1.68,1.9,16,,19.34349355,103.25,1.79,16,
1,36,16,10635,1-253,25,3,2,3,w,2019-11-06,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,155.71,D5119,9.54,1.86,62.49,30.9,102.9,61.74,27.91,102.3,2.09,2.09,16.2,,19.49685535,102.6,2.09,16.2,
1,36,17,10636,1-257,34,1,3,1,w,2019-11-06,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,132.87,D5120,7.11,1.42,66.05,24.88,102.2,67.46,30.86,102.8,2.46,2.52,15.9,,19.9718706,102.5,2.49,15.9,
1,36,18,10637,1-257,34,1,3,2,w,2019-11-06,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,36,,116.83,D5121,6.94,1.36,60.67,21.51,101.5,60.4,22.74,102.3,2.47,2.52,16,,19.59654179,101.9,2.495,16,
1,37,1,10638,1-257,34,1,3,3,w,2019-11-06,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,112.06,D5122,6.7,1.34,64.89,24.59,101.8,65.42,23.76,102.1,3.24,3.85,15.8,,20,101.95,3.545,15.8,
1,37,2,10639,1-258,34,1,3,1,w,2019-11-06,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,132.24,D5123,7.75,1.55,63.7,22.68,101.6,63.62,26.05,100.9,2.64,3,16.2,,20,101.25,2.82,16.2,
1,37,3,10640,1-260,34,1,3,1,w,2019-11-06,n,-20,fell off,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,,,,,,,,,,,,,,,,,,,NF
1,37,4,10641,1-260,34,1,3,2,w,2019-11-06,l,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,97.65,D5124,6.05,1.2,63.99,25.18,102.5,64.02,24.45,102.5,1.02,1.13,16.4,,19.83471074,102.5,1.075,16.4,
1,37,5,10642,1-261,34,1,3,1,y,2019-11-04,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,135.34,D5125,7.72,1.58,62.68,24.35,101.1,62.94,23.62,101.8,1.64,1.24,16.8,,20.46632124,101.45,1.44,16.8,
1,37,6,10643,1-261,34,1,3,2,y,2019-11-04,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,131.99,D5126,8.75,1.83,62.02,30.4,102.3,63.96,26.69,102.1,1.42,1.12,17.2,,20.91428571,102.2,1.27,17.2,
1,37,7,10644,1-261,34,1,3,3,y,2019-11-04,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,149.85,D5127,7.85,1.54,63.5,26.86,101.4,64.62,23.09,101.5,1.88,1.5,16.5,,19.61783439,101.45,1.69,16.5,
1,37,8,10645,1-261,34,1,3,4,y,2019-11-04,l,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,143.63,D5128,8.25,1.67,65.31,21.07,100.9,64.54,25.29,100.9,1.62,1.85,16.9,,20.24242424,100.9,1.735,16.9,
1,37,9,10646,1-261,34,1,3,5,y,2019-11-04,l,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,126.65,D5129,7.23,1.5,65.33,26.39,101.7,64.46,25.96,101.1,1.68,1.54,17,,20.74688797,101.4,1.61,17,
1,37,10,10647,1-261,34,1,3,6,y,2019-11-04,l,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,119.01,D5130,6.86,1.38,65.16,24.91,101.4,64.39,22.41,102.2,1.52,1.82,17.2,,20.11661808,101.8,1.67,17.2,
1,37,11,10648,1-266,33,1,3,1,w,2019-11-06,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,111.55,D5131,7.53,1.51,60.44,30.85,102.9,61.49,34,103.5,1.74,1.87,16.2,,20.05312085,103.2,1.805,16.2,
1,37,12,10649,1-266,33,1,3,2,w,2019-11-06,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,154.04,D5132,7.97,1.61,63.97,32.51,102,63.68,29.44,101.6,2.1,2.45,16.3,,20.20075282,101.8,2.275,16.3,
1,37,13,10650,1-266,33,1,3,3,w,2019-11-06,m,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,131,D5133,7.47,1.49,58.54,25.58,100.6,61.52,35.5,102.2,1.84,1.74,17,,19.94645248,101.4,1.79,17,
1,37,14,10651,1-266,33,1,3,4,w,2019-11-06,l,-10,,x,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,127.07,D5134,7.02,1.39,63.42,31.03,101.9,61.28,26.41,101.7,2.09,2.38,17,,19.8005698,101.8,2.235,17,
1,37,15,10652,1-266,33,1,3,5,w,2019-11-06,l,10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,104.86,D5135,6.5,1.22,59.89,25.2,102.3,61.1,28.43,102,1.86,1.42,16.4,,18.76923077,102.15,1.64,16.4,
1,37,16,10653,1-268,34,1,3,1,y,2019-11-04,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,126.25,D5136,7.82,1.55,66.83,30.91,101.6,65.19,25.08,101.3,1.58,1.72,16.9,,19.82097187,101.45,1.65,16.9,
1,37,17,10654,1-268,34,1,3,2,r,2019-11-02,n,-10,,x,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,115.41,D5137,6.55,1.39,65.4,29.17,101.3,65.81,24.91,101.3,2.13,1.73,17.2,,21.22137405,101.3,1.93,17.2,
1,37,18,10655,1-268,34,1,3,3,r,2019-11-02,n,-10,,x,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,37,,126.55,D5138,8.21,1.76,64.29,24.75,101.4,65.53,27.78,101.9,1.75,1.76,18,,21.43727162,101.65,1.755,18,
1,38,1,10656,1-268,34,1,3,4,w,2019-11-06,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,140.57,D2948,5.15,1.06,64.61,22.42,100.7,65.9,24.4,101.6,2.09,2.08,16.8,,20.58252427,101.15,2.085,16.8,
1,38,2,10657,1-268,34,1,3,5,y,2019-11-04,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,138.69,D2949,5.76,1.19,65.96,28.58,101.1,65.41,29.09,101,1.46,1.78,16.4,,20.65972222,101.05,1.62,16.4,
1,38,3,10658,1-268,34,1,3,6,y,2019-11-04,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,144.02,D2950,5.95,1.24,68.52,28.93,101.4,67.13,23.34,101.3,2.26,2.41,17,,20.84033613,101.35,2.335,17,
1,38,4,10659,1-268,34,1,3,7,y,2019-11-04,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,123.13,D2951,5.27,1.08,68.03,28.96,101.3,66.47,27.34,101.5,2.3,2.33,17.2,,20.49335863,101.4,2.315,17.2,
1,38,5,10660,1-269,33,1,3,1,w,2019-11-06,m,-30,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,86.52,D2952,3.85,0.79,62.31,31.39,102.4,63.48,30.72,102.1,2.01,1.91,16.8,,20.51948052,102.25,1.96,16.8,
1,38,6,10661,1-271,34,1,3,1,y,2019-11-04,n,10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,128.73,D2953,5.26,1.03,66.76,23.26,102.5,63.38,23.38,102.2,2.33,2.09,15.8,,19.58174905,102.35,2.21,15.8,
1,38,7,10662,1-271,34,1,3,2,w,2019-11-06,n,10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,108.83,D2954,5.21,1.04,63.6,21.19,102.2,65.35,27.2,103.1,2.67,2.82,15.2,,19.96161228,102.65,2.745,15.2,
1,38,8,10663,1-271,34,1,3,3,y,2019-11-04,l,10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,154.21,D2955,6.11,1.22,66.61,27.67,102.3,67.56,27.86,101.7,2.65,2.87,15.8,,19.96726678,102,2.76,15.8,
1,38,9,10664,1-271,34,1,3,4,y,2019-11-04,l,10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,139.69,D2956,6.09,1.22,65.91,27,102.1,67.09,24.68,101.7,3.11,3.99,16.2,,20.03284072,101.9,3.55,16.2,
1,38,10,10665,1-272,34,1,3,1,w,2019-11-06,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,109.1,D2957,4.78,1.03,65.85,34.14,100.6,64.89,27.74,100.9,1.81,1.41,17.4,,21.54811715,100.75,1.61,17.4,
1,38,11,10666,1-272,34,1,3,2,w,2019-11-06,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,101,D2958,4.83,1.01,63.72,31.54,101.1,64.56,27.44,100.8,1.8,1.5,17.8,,20.91097308,100.95,1.65,17.8,
1,38,12,10667,1-273,34,1,3,1,p,2019-11-08,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,84.88,D2959,4.15,0.77,62.34,30.61,103.7,62.76,32.61,104.2,1.65,1.52,15.4,,18.55421687,103.95,1.585,15.4,
1,38,13,10668,1-274,34,1,3,1,,,l,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,95.92,D2960,4.27,0.8,63.84,30.2,103,65.36,27.57,103.1,1.31,1.4,16,,18.735363,103.05,1.355,16,
1,38,14,10669,1-275,33,1,3,1,w,2019-11-06,n,10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,95.95,D2961,4.55,0.86,58.34,26.64,103,59.33,31.7,105.6,2.18,1.44,15.8,,18.9010989,104.3,1.81,15.8,
1,38,15,10670,1-275,33,1,3,2,y,2019-11-04,n,10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,123.45,D2962,4.96,1,64.92,32.9,103.7,64.57,30.41,103.5,1.76,1.55,16.2,,20.16129032,103.6,1.655,16.2,
1,38,16,10671,1-277,27,1,2,1,y,2019-11-04,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,147.93,D2963,5.86,1.09,63.88,26.16,102.3,64.54,28.49,103.4,3.28,2.73,15.2,,18.60068259,102.85,3.005,15.2,
1,38,17,10672,1-277,27,1,2,2,y,2019-11-04,m,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,143.19,D2964,6.09,1.16,64.61,29.08,103.9,65.54,26.78,102.9,2.98,2.51,15,,19.04761905,103.4,2.745,15,
1,38,18,10673,1-277,27,1,2,3,y,2019-11-04,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,38,,132.37,D2965,5.31,0.99,63.79,27.01,103,64,24.51,103,3.49,3.06,15.4,,18.6440678,103,3.275,15.4,
1,39,1,10674,1-277,27,1,2,4,,,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,153.5,D5269,9.64,1.87,61.31,23.53,102.7,63.35,32.54,103.8,3.51,2.98,16.5,,19.39834025,103.25,3.245,16.5,
1,39,2,10675,1-279,27,1,2,1,w,2019-11-06,l,10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,110.83,D5270,6.82,1.32,63.4,28.6,102.2,63.09,30.48,103.6,2.48,1.99,16,,19.35483871,102.9,2.235,16,
1,39,3,10676,1-280,27,1,2,1,y,2019-11-04,l,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,137.73,D5271,9.45,1.85,65.1,30.23,103.2,64.49,27.92,103.1,2.62,2.8,15.5,,19.57671958,103.15,2.71,15.5,
1,39,4,10677,1-280,27,1,2,2,y,2019-11-04,l,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,152.57,D5272,9.54,1.9,64.65,28.96,102.7,66.04,25.47,102.2,2.79,2.18,16,,19.91614256,102.45,2.485,16,
1,39,5,10678,1-280,27,1,2,3,y,2019-11-04,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,129.31,D5273,6.76,1.31,58.94,20.51,101.8,62.04,26.16,102,2.2,1.99,16,,19.37869822,101.9,2.095,16,
1,39,6,10679,1-280,27,1,2,4,y,2019-11-04,l,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,135.26,D5274,7.29,1.44,63.53,28.12,102,63.1,27.36,101.9,2.21,2.57,16.5,,19.75308642,101.95,2.39,16.5,
1,39,7,10680,1-281,32,2,3,1,y,2019-11-04,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,115.33,D5275,6.47,1.1,58.12,26.87,103.2,58.97,24.3,102.9,0.92,1.34,16,,17.0015456,103.05,1.13,16,
1,39,8,10681,1-281,32,2,3,2,w,2019-11-06,m,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,120.53,D5276,8.53,1.6,63.07,30.81,104.6,64.56,26.71,103.1,2.54,2.4,15,,18.75732708,103.85,2.47,15,
1,39,9,10682,1-281,32,2,3,3,w,2019-11-06,l,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,134.06,D5277,9.87,1.89,62.44,31.77,105.7,63.96,28.02,104.3,3.34,3.41,15,,19.14893617,105,3.375,15,
1,39,10,10683,1-281,32,2,3,4,w,2019-11-06,l,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,86.82,D5278,5.93,1.06,58.24,29.58,105.6,60.4,28.48,104,1.21,1.14,15,,17.87521079,104.8,1.175,15,
1,39,11,10684,1-283,32,2,3,1,y,2019-11-04,n,10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,142.87,D5279,9.02,1.74,64.33,27.17,103,63.87,24.28,102.8,2.63,1.9,15.5,,19.29046563,102.9,2.265,15.5,
1,39,12,10685,1-283,32,2,3,2,y,2019-11-04,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,148.89,D1801,10.04,1.91,62.39,28.24,103.5,63.13,27.24,102.8,2.52,2.08,15,,19.02390438,103.15,2.3,15,
1,39,13,10686,1-283,32,2,3,3,w,2019-11-06,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,137.23,D1802,9.29,1.78,64.93,28.08,104.3,64.13,25.34,104,2.28,2.5,15.5,,19.16038751,104.15,2.39,15.5,
1,39,14,10687,1-283,32,2,3,4,y,2019-11-04,l,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,134.71,D1803,8.45,1.59,63.08,26.18,103.1,61.71,27.03,103.7,2.2,2.42,15.5,,18.81656805,103.4,2.31,15.5,
1,39,15,10688,1-283,32,2,3,5,w,2019-11-06,l,-10,,x,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,112.48,D1804,7.63,1.48,61.32,28.69,103.2,62.85,22.6,102,1.92,1.74,17,,19.39711664,102.6,1.83,17,
1,39,16,10689,1-284,32,2,3,1,y,2019-11-04,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,155.61,D1805,8.87,1.72,65.45,29.45,103.7,65.56,29.49,103.4,2.23,2.61,15,,19.39120631,103.55,2.42,15,
1,39,17,10690,1-284,32,2,3,2,y,2019-11-04,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,154.54,D1806,10.29,1.95,66.19,27.09,103.8,64.64,28.55,103.7,3.04,2.71,15,,18.95043732,103.75,2.875,15,
1,39,18,10691,1-284,32,2,3,3,y,2019-11-04,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,39,,129.98,D1807,9.05,1.78,62.74,28.27,103.9,64.09,25.82,102.1,2.49,2.11,15,,19.66850829,103,2.3,15,
1,40,1,10692,1-285,32,2,3,1,y,2019-11-04,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,153.03,D4578,8.49,1.55,64.5,26.93,102.7,63.24,26.65,103,2.33,1.79,14,,18.25677267,102.85,2.06,14,
1,40,2,10693,1-285,32,2,3,2,y,2019-11-04,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,146.79,D4579,8.43,1.54,65.16,28.06,104.2,65.64,26.85,103.5,2.41,1.83,14.8,,18.26809015,103.85,2.12,14.8,
1,40,3,10694,1-285,32,2,3,3,y,2019-11-04,m,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,131.57,D4580,7.58,1.38,63.25,27.38,103.6,64.53,26.16,103.5,3.29,2.9,14,,18.20580475,103.55,3.095,14,
1,40,4,10695,1-285,32,2,3,4,y,2019-11-04,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,131.96,D4581,7.86,1.46,64.74,31.36,104.1,63.83,25.5,102.7,3.26,2.42,15,,18.57506361,103.4,2.84,15,
1,40,5,10696,1-285,32,2,3,5,w,2019-11-06,l,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,129.54,D4582,7.13,1.29,61.09,30.66,105.8,62.68,29.44,104.7,2.24,2.94,14.8,,18.09256662,105.25,2.59,14.8,
1,40,6,10697,1-286,32,2,3,1,w,2019-11-06,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,102.16,D4583,6.25,1.14,62.76,27.48,103.6,63.58,27.14,103.6,1.39,1.83,15,,18.24,103.6,1.61,15,
1,40,7,10698,1-286,32,2,3,2,w,2019-11-06,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,135.49,D4584,8.45,1.61,63.31,32.26,106.5,64.56,28.9,103.7,2.43,2.59,14.8,,19.05325444,105.1,2.51,14.8,
1,40,8,10699,1-286,32,2,3,3,w,2019-11-06,l,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,115.3,D4585,8.02,1.51,62.45,28.72,103.2,64,28.83,103.6,2.23,2.71,14.5,,18.82793017,103.4,2.47,14.5,
1,40,9,10700,1-287,32,2,3,1,w,2019-11-06,m,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,136.28,D4586,8.74,1.62,60.39,26.41,102.9,64.68,27.95,103.7,2.61,2.34,14.8,,18.53546911,103.3,2.475,14.8,
1,40,10,10701,1-288,32,2,3,1,w,2019-11-06,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,89.44,D4587,6.25,1.14,60.83,29.46,104.4,62.76,31.76,103.7,2.16,1.83,14,,18.24,104.05,1.995,14,
1,40,11,10702,1-288,32,2,3,2,w,2019-11-06,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,125.1,D4588,8.03,1.52,63.61,33.08,103.6,62.2,31.59,104.5,2.58,2.52,14.8,,18.92901619,104.05,2.55,14.8,
1,40,12,10703,1-288,32,2,3,3,w,2019-11-06,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,117.31,D4589,7.04,1.28,62.39,31.69,105.3,63.02,30.32,105,2.59,2.86,15,,18.18181818,105.15,2.725,15,
1,40,13,10704,1-292,25,3,2,1,w,2019-11-06,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,119.83,D4590,7.83,1.43,61.88,32.16,106.8,63.4,30.52,106.2,3.47,2.91,14.5,,18.26309068,106.5,3.19,14.5,
1,40,14,10705,1-292,25,3,2,2,w,2019-11-06,n,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,134.09,D4591,7.66,1.36,63.55,29.89,105.1,63.73,29.75,105.4,3,3.21,14.2,,17.75456919,105.25,3.105,14.2,
1,40,15,10706,1-292,25,3,2,3,w,2019-11-06,m,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,123.32,D4592,8.14,1.51,61.48,35.52,107.3,61.59,33.14,107.1,2.48,2.21,14.5,,18.55036855,107.2,2.345,14.5,
1,40,16,10707,1-292,25,3,2,4,w,2019-11-06,n,-20,,x,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,134.78,D4593,8.22,1.46,61.08,33.68,107.2,61.6,26.85,104.9,3.74,4.54,14.8,,17.76155718,106.05,4.14,14.8,
1,40,17,10708,1-292,25,3,2,5,w,2019-11-06,l,-20,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,107.41,D4594,7.03,1.22,59.79,33.85,107.1,61.01,32.37,107.6,2.36,3.92,14,,17.3541963,107.35,3.14,14,
1,40,18,10709,1-293,33,1,3,1,w,2019-11-06,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,40,,,,,,,,,,,,,,,,,,,,NF
1,41,1,10710,1-293,33,1,3,2,w,2019-11-06,n,-10,,,18/05/2020,KiwMac,Variability 9 Vines,Gold3,Conventional,1,41,,136.62,D4667,9.1,1.81,64.21,25.27,102.5,65.5,28.99,103.1,2.53,2.28,16.5,,19.89010989,102.8,2.405,16.5,
