vine_id,from,to,length,to_shoot_id,spurs,cane_id,x,y,quadrant,diameter,to_origin_id,orientation,base_origin_id,notes
5,1,2,120,,.,,1090,440,3,29.59,,W,1,
5,2,3,70,,,,1120,450,3,12.45,,W,1,
5,3,4,60,,,,1170,440,3,11.72,,W,1,
5,4,5,60,1,,,1240,410,3,11.44,,W,1,
5,5,6,50,2,,,1310,380,3,10.49,,W,1,
5,2,7,30,,,,1080,440,3,34.73,,W,1,
5,7,8,150,,,,1050,520,3,21.73,,W,1,
5,8,9,220,,.,1,1110,750,3,19.17,,W,1,
5,9,10,40,,,1,1180,780,3,15.07,,W,1,
5,10,11,60,3,,1,1230,790,3,14.23,,W,1,
5,9,12,170,,.,1,980,920,3,19.99,,W,1,
5,12,13,50,,,1,990,940,3,20.23,,W,1,
5,13,14,80,4,,1,1020,960,3,18.19,,W,1,
5,12,15,140,,.,1,950,0,2,17.81,,W,1,
5,15,16,70,,,1,980,30,2,10.2,,W,1,
5,16,17,160,5,,1,1130,90,2,8.07,,W,1,
5,15,18,160,,.,1,920,150,2,17,,W,1,
5,18,19,90,,,1,980,250,2,10.52,,W,1,
5,19,20,80,6,,1,1020,310,2,9.27,,W,1,
5,18,21,90,,.,1,900,280,2,13.99,,W,1,
5,21,22,50,7,,1,900,290,2,8.65,,W,1,
5,21,23,250,,.,1,840,490,2,16.89,,W,1,
5,23,24,80,,,1,860,520,2,9.13,,W,1,
5,24,25,60,8,,1,890,550,2,7.9,,W,1,
5,23,26,70,,.,1,830,580,2,17.44,,W,1,
5,26,27,70,,,1,900,590,2,13.33,,W,1,
5,27,28,90,9,,1,1010,650,2,14.64,,W,1,
5,28,29,40,10,,1,1060,790,2,12.44,,W,1,
5,26,30,150,,.,1,820,720,2,16.01,,W,1,
5,30,31,70,,,1,880,730,2,10.79,,W,1,
5,31,32,100,11,,1,970,790,2,8.57,,W,1,
5,30,33,170,,.,1,820,850,2,14.44,,W,1,
5,33,34,90,,,1,890,870,2,10.02,,W,1,
5,34,35,150,12,,1,1030,950,2,8.59,,W,1,
5,33,36,260,,.,1,820,10,1,14.12,,W,1,
5,36,37,100,,,1,900,60,1,10.66,,W,1,
5,37,38,130,13,,1,1030,60,1,9.22,,W,1,
5,39,1,160,,,,1050,330,3,29.98,1,,1,
5,39,40,30,,,,870,300,3,13.17,,W,2,
5,40,41,180,,,,860,470,3,8.7,,W,2,
5,41,42,30,,,,880,500,3,14.27,,W,2,
5,42,43,40,,,,910,480,3,9.29,,W,2,
5,43,44,60,14,,,970,460,3,9.33,,W,2,
5,44,45,30,15,,,1000,440,3,9.3,,W,2,
5,46,39,80,,,,870,240,3,31.23,2,,2,
5,46,47,90,,,,810,120,3,18.06,,E,3,
5,47,48,50,,,,830,80,3,17.07,,E,3,
5,48,49,20,16,,,840,70,3,23.67,,E,3,
5,49,50,60,,.,,890,60,3,15.83,,E,3,
5,50,51,60,,,,890,40,3,14.15,,E,3,
5,51,52,70,17,,,940,40,3,12.45,,E,3,
5,50,53,190,,,,1050,30,4,15.35,,E,3,
5,53,54,60,,,,1070,10,4,16.47,,E,3,
5,54,55,70,18,,,1040,20,4,13.74,,E,3,
5,56,46,90,,,,820,140,3,32.34,3,,3,
5,56,57,170,,.,,770,30,3,29.41,,E,4,
5,57,58,260,,.,15,600,170,4,22.13,,E,4,
5,58,59,50,,,15,630,210,4,10.9,,E,4,
5,59,60,60,40,,15,640,260,4,8.76,,E,4,
5,58,61,210,,.,15,490,340,4,23.12,,E,4,
5,61,62,70,,,15,530,350,4,19.66,,E,4,
5,62,63,80,41,,15,560,320,4,19.12,,E,4,
5,61,64,70,,.,15,440,380,4,25.32,,E,4,
5,64,65,80,,,15,370,350,4,18.92,,E,4,
5,65,66,80,42,,15,310,360,4,20.94,,E,4,
5,64,67,90,,.,15,380,470,4,23.08,,E,4,
5,67,68,70,,,15,340,470,4,21.61,,E,4,
5,68,69,70,43,,15,300,450,4,18.51,,E,4,
5,67,70,170,,.,15,380,630,4,21.61,,E,4,
5,70,71,100,,,15,480,690,4,15.73,,E,4,
5,71,72,40,44,,15,490,700,4,15.92,,E,4,
5,72,73,30,45,,15,520,690,4,14,,E,4,
5,70,74,60,,.,15,360,680,4,20.71,,E,4,
5,74,75,120,,,15,280,730,4,13.57,,E,4,
5,75,76,50,46,,15,270,760,4,17.26,,E,4,
5,74,77,140,,.,15,360,810,4,19.85,,E,4,
5,77,78,50,,.,15,400,830,4,12.69,,E,4,
