vine_id,from,to,length,to_shoot_id,spurs,cane_id,x,y,quadrant,diameter,to_origin_id,orientation,base_origin_id,notes
6,1,2,80,,,,440,80,4,31.06,,,1,
6,2,3,90,,.,,470,200,4,24.93,,E,1,
6,3,4,10,1,,T1,470,200,4,26.36,,E,1,
6,3,5,60,,,,490,270,4,23.92,,E,1,
6,5,6,90,,,,390,330,4,19.29,,E,1,
6,6,7,70,2,,C16,380,380,4,15.79,,E,1,
6,7,8,150,3,,C16,380,530,4,14.94,,E,1,
6,8,9,110,4,,C16,390,630,4,15,,E,1,
6,9,10,100,5,,C16,350,730,4,13.63,,E,1,"1 leaf, tiny shoot"
6,10,11,80,6,,C16,340,790,4,14.08,,E,1,
6,11,12,100,7,,C16,340,900,4,13.92,,E,1,
6,12,13,180,8,,C16,300,50,5,13.7,,E,1,
6,13,14,80,9,,C16,340,130,5,13.51,,E,1,
6,14,15,90,10,,C16,280,220,5,13.58,,E,1,"no leaves, small shoot, 3 fruit"
6,15,16,80,11,,C16,270,280,5,13.05,,E,1,
6,16,17,160,12,,C16,240,420,5,12.38,,E,1,"1 leaf, small shoot, 4 fruit"
6,17,18,60,13,,C16,250,470,5,12.54,,E,1,
6,18,19,100,14,,C16,280,580,5,12.13,,E,1,"no leaves, tiny shoot, 1 fruit"
6,19,20,110,15,,C16,330,670,5,12.68,,E,1,
6,20,21,60,16,,C16,350,720,5,11.73,,E,1,
6,21,22,100,17,,C16,350,820,5,11.48,,E,1,
6,22,23,90,18,,C16,330,920,5,11.12,,E,1,
6,23,24,80,19,,C16,300,980,5,11.07,,E,1,
6,24,25,210,20,,C16,270,170,6,10.69,,E,1,
6,25,26,180,21,,C16,260,370,6,10.81,,E,1,
6,26,27,100,22,,C16,320,460,6,10.57,,E,1,
6,27,28,90,23,,C16,290,570,6,10.25,,E,1,
6,29,1,300,,,,390,30,4,32.64,1,,1,
6,29,30,200,,,,250,120,4,32.57,,E,2,
6,30,31,70,24,,C15,300,120,4,21.52,,E,2,
6,31,32,260,25,,C15,190,360,4,21.43,,E,2,shoot ripped
6,32,33,180,26,,C15,110,500,4,18.84,,E,2,
6,33,34,290,27,,C15,20,780,4,18.13,,E,2,
6,34,35,40,28,,C15,0,820,4,18.21,,E,2,
6,35,36,160,29,,C15,10,990,4,17.33,,E,2,
6,36,37,130,30,,C15,10,110,5,16.68,,E,2,
6,37,38,150,31,,C15,10,250,5,15.76,,E,2,
6,38,39,80,32,,C15,0,350,5,15.3,,E,2,"no leaves, tiny shoot, 1 fruit"
6,39,40,160,33,,C15,470,490,11,11.63,,E,2,
6,40,41,50,34,,C15,470,540,11,11.74,,E,2,
6,41,42,70,35,,C15,480,610,11,10.8,,E,2,
6,42,43,90,36,,C15,480,690,11,10.6,,E,2,
6,43,44,140,37,,C15,440,840,11,10.5,,E,2,
6,44,45,230,38,,C15,410,40,12,10.08,,E,2,
6,45,46,90,39,,C15,410,130,12,9.77,,E,2,
6,46,47,60,40,,C15,410,180,12,9.23,,E,2,
6,47,48,350,41,,C15,480,440,12,8.76,,E,2,
6,48,49,80,42,,C15,10,490,6,8.62,,E,2,
6,50,29,290,,,,100,20,3,40.55,2,,2,
6,50,51,20,,,,300,10,9,34.17,,E,3,
6,51,52,50,,,,260,30,10,21.73,,E,3,
6,52,53,150,43,,H1,180,150,10,17.86,,E,3,
6,53,54,180,44,,H1,100,320,10,16.71,,E,3,
6,54,55,90,45,,H1,30,360,10,19.13,,E,3,
6,56,50,80,,,,290,40,9,41.34,3,,3,
6,56,57,30,,,,240,110,9,20.3,,W,4,
6,57,58,50,,,,280,120,9,15.83,,W,4,
6,58,59,100,,,,380,120,9,13.66,,W,4,
6,59,60,100,,,,400,210,9,10.24,,W,4,
6,60,61,160,46,,H2,420,380,9,9.71,,W,4,
6,61,62,80,47,,H2,460,450,9,9.75,,W,4,
6,63,56,200,,,,220,80,9,39.76,4,,4,
6,63,64,130,,,,30,50,10,30.27,,E,5,
6,64,65,100,,.,,130,60,10,24.13,,E,5,
6,65,66,70,,,,130,10,9,15.26,,E,5,
6,66,67,60,,,,110,50,9,13.42,,W,5,
6,67,68,120,48,,H3,140,160,9,10.44,,W,5,
6,68,69,100,49,,H3,150,250,9,9.95,,W,5,
