vine_id,from,to,length,to_shoot_id,spurs,cane_id,x,y,quadrant,diameter,to_origin_id,orientation,base_origin_id,notes
7,1,2,80,,.,,600,40,4,31.29,,E,1,
7,2,3,90,,,,580,110,4,15.49,,E,1,
7,3,4,70,,.,,540,180,4,16.54,,E,1,
7,4,5,60,1,,,560,220,4,4.65,,E,1,
7,4,6,40,,,,490,220,4,15.48,,E,1,
7,6,7,40,,,,510,210,4,15.2,,E,1,
7,7,8,70,2,,,510,220,4,14.52,,E,1,
7,2,9,110,,.,,630,130,4,29.73,,E,1,
7,9,10,30,,,,640,130,4,32.58,,E,1,
7,10,11,20,3,,,640,140,4,32.58,,E,1,
7,11,12,60,4,,,690,140,4,22.3,,E,1,
7,9,13,90,,,,630,230,4,24.58,,E,1,
7,13,14,50,,.,,600,230,4,25.73,,E,1,
7,14,15,40,,,,560,240,4,9.46,,E,1,
7,15,16,40,,,,520,250,4,9.09,,E,1,
7,16,17,50,5,,,440,260,4,8.27,,E,1,
7,14,18,10,,,,610,260,4,25.35,,E,1,
7,18,19,330,,.,16,480,570,4,20.85,,E,1,
7,19,20,90,,,16,380,580,4,13.91,,E,1,
7,20,21,60,6,,16,350,510,4,15.09,,E,1,
7,19,22,190,,.,16,470,750,4,21.28,,E,1,
7,22,23,60,,,16,410,730,4,14.52,,E,1,
7,23,24,90,7,,16,320,680,4,12.9,,E,1,
7,24,25,40,8,,16,290,690,4,12.45,,E,1,
7,22,26,60,,.,16,430,800,4,18.6,,E,1,
7,26,27,140,,,16,310,880,4,12.26,,E,1,
7,27,28,100,9,,16,240,940,4,12.01,,E,1,
7,26,29,210,,.,16,420,990,4,17.68,,E,1,spur before dead and unlabelled
7,29,30,40,,,16,390,1000,4,14.52,,E,1,
7,30,31,80,10,,16,400,990,4,11.63,,E,1,
7,29,32,160,,.,16,390,150,5,16.78,,E,1,
7,32,33,60,,,16,340,180,5,8.57,,E,1,
7,33,34,50,11,,16,290,180,5,8.88,,E,1,
7,32,35,60,,.,16,380,210,5,15.01,,E,1,
7,35,36,50,,,16,350,220,5,14.69,,E,1,
7,36,37,60,12,,16,310,220,5,12.75,,E,1,
7,35,38,190,,.,16,350,390,5,14.1,,E,1,
7,38,39,70,,,16,330,410,5,9.32,,E,1,
7,39,40,130,13,,16,210,400,5,7.41,,E,1,
7,38,41,150,,.,16,330,530,5,13.85,,E,1,spur before dead and unlabelled
7,41,42,20,,,16,310,550,5,10.72,,E,1,
7,42,43,30,14,,16,280,570,5,10.85,,E,1,
7,43,44,30,15,,16,260,580,5,8.25,,E,1,
7,41,45,160,,.,16,350,710,5,11.82,,E,1,
7,45,46,140,,,16,420,820,5,6.91,,E,1,
7,46,47,100,16,,16,410,900,5,4.91,,E,1,
7,45,48,70,,.,16,340,770,5,12.24,,E,1,
7,48,49,70,,,16,270,810,5,8.62,,E,1,
7,49,50,40,17,,16,230,840,5,8.04,,E,1,
7,50,51,90,18,,16,190,910,5,5.81,,E,1,
7,48,52,70,,.,16,300,850,5,11.63,,E,1,
7,52,53,90,,,16,260,870,5,8.2,,E,1,
7,53,54,70,19,,16,230,900,5,6.22,,E,1,
7,52,55,240,,.,16,300,90,6,11.14,,E,1,
7,55,56,40,,,16,290,110,6,10.68,,E,1,
7,56,57,50,20,,16,270,140,6,9.07,,E,1,
7,55,58,180,,.,16,300,290,6,9.83,,E,1,
7,58,59,140,,,16,220,330,6,8.48,,E,1,
7,59,60,40,21,,16,200,340,6,9.5,,E,1,
7,60,61,20,22,,16,190,350,6,8.48,,E,1,
7,58,62,120,,.,16,320,420,6,9.74,,E,1,
7,62,63,30,,,16,320,430,6,9.17,,E,1,
7,63,64,40,23,,16,320,430,6,8.67,,E,1,
7,64,65,50,24,,16,310,430,6,6.49,,E,1,
7,62,66,200,,.,16,400,550,6,8.78,,E,1,
7,66,67,40,,,16,390,570,6,7.76,,E,1,
7,67,68,30,25,,16,380,570,6,10.57,,E,1,
7,68,69,20,26,,16,370,570,6,5.8,,E,1,
7,69,70,60,27,,16,360,570,6,6.07,,E,1,
7,71,1,90,,,,540,30,3,29.9,1,,1,
7,71,72,30,,,,450,20,4,14.15,,E,2,
7,72,73,40,,.,,440,70,4,13.26,,E,2,
7,73,74,30,,,,440,80,4,11.06,,E,2,
7,74,75,60,28,,,430,40,4,8.27,,E,2,
7,73,76,10,,,,440,80,4,7.67,,E,2,
7,76,77,60,,,,390,100,4,7.07,,E,2,
7,77,78,70,29,,,330,120,4,8.48,,E,2,
7,79,71,80,,,,430,10,3,30.27,2,,2,
7,79,80,140,,,,370,200,3,27.29,,W,3,
7,80,81,80,,.,1,420,260,3,23.51,,W,3,
7,81,82,40,,,1,400,300,3,13.77,,W,3,
7,82,83,80,30,,1,360,320,3,12.54,,W,3,
7,81,84,210,,.,1,570,400,3,20.52,,W,3,
7,84,85,80,,,1,540,430,3,15.53,,W,3,
7,85,86,110,31,,1,500,440,3,14.83,,W,3,
7,84,87,150,,.,1,680,530,3,19.61,,W,3,
7,87,88,50,,,1,630,550,3,13.99,,W,3,
7,88,89,70,32,,1,590,520,3,10.74,,W,3,
7,89,90,10,33,,1,570,540,3,11.48,,W,3,
